Strategic.Area,InterZone,SAChangeScore,Indicator
Levenmouth,S02001797,1.0898893025254133,Child Poverty
Levenmouth,S02001812,-0.22941567333530805,Child Poverty
Levenmouth,S02001813,-0.48343890706200215,Child Poverty
Levenmouth,S02001814,0.5032152337003958,Child Poverty
Levenmouth,S02001815,0.5032711935715495,Child Poverty
Levenmouth,S02001816,1.114389298361873,Child Poverty
Levenmouth,S02001817,-2.599005657225978,Child Poverty
Levenmouth,S02001818,-0.09124549339238537,Child Poverty
Levenmouth,S02001819,0.09971909623412992,Child Poverty
Levenmouth,S02001820,0.05056407731317056,Child Poverty
Levenmouth,S02001821,0.042057529309141466,Child Poverty
Levenmouth,S02001797,0.7123721166316157,Crime Rate
Levenmouth,S02001812,0.17897945508431048,Crime Rate
Levenmouth,S02001813,0.048563820068816564,Crime Rate
Levenmouth,S02001814,0.8011827850045811,Crime Rate
Levenmouth,S02001815,-0.26435915510140273,Crime Rate
Levenmouth,S02001816,-0.3143402267532367,Crime Rate
Levenmouth,S02001817,-2.657073668526747,Crime Rate
Levenmouth,S02001818,0.5985146119743261,Crime Rate
Levenmouth,S02001819,0.5360791963687112,Crime Rate
Levenmouth,S02001820,0.8422618586082116,Crime Rate
Levenmouth,S02001821,-0.48218079335918623,Crime Rate
Levenmouth,S02001797,1.5599312490161164,Depopulation
Levenmouth,S02001812,-0.04517928445176367,Depopulation
Levenmouth,S02001813,-1.3216749459350552,Depopulation
Levenmouth,S02001814,-0.9173058022322318,Depopulation
Levenmouth,S02001815,-0.706801138276122,Depopulation
Levenmouth,S02001816,0.563508081961477,Depopulation
Levenmouth,S02001817,-0.5109176369577908,Depopulation
Levenmouth,S02001818,1.8683867723684946,Depopulation
Levenmouth,S02001819,-0.5986443211637276,Depopulation
Levenmouth,S02001820,0.20097903097746903,Depopulation
Levenmouth,S02001821,-0.0922820053068658,Depopulation
Levenmouth,S02001797,0.054259349214648284,Early Mortality
Levenmouth,S02001812,1.0452110257778928,Early Mortality
Levenmouth,S02001813,-0.11330333662903846,Early Mortality
Levenmouth,S02001814,0.3895697515544162,Early Mortality
Levenmouth,S02001815,-1.2205492012156376,Early Mortality
Levenmouth,S02001816,0.41512884690348967,Early Mortality
Levenmouth,S02001817,-2.4381409864132766,Early Mortality
Levenmouth,S02001818,0.2878867305362883,Early Mortality
Levenmouth,S02001819,0.7413634470669154,Early Mortality
Levenmouth,S02001820,0.14608232254724318,Early Mortality
Levenmouth,S02001821,0.6924920506570582,Early Mortality
Levenmouth,S02001797,-2.0090815535781674,Emergency Admissions
Levenmouth,S02001812,-1.2760917105621228,Emergency Admissions
Levenmouth,S02001813,0.7760953917674888,Emergency Admissions
Levenmouth,S02001814,-1.07088643645267,Emergency Admissions
Levenmouth,S02001815,0.8403808071527556,Emergency Admissions
Levenmouth,S02001816,0.34702241542037915,Emergency Admissions
Levenmouth,S02001817,0.2824954403075922,Emergency Admissions
Levenmouth,S02001818,1.0013490420588882,Emergency Admissions
Levenmouth,S02001819,0.7465663889110141,Emergency Admissions
Levenmouth,S02001820,0.01682888593422392,Emergency Admissions
Levenmouth,S02001821,0.34532132904061796,Emergency Admissions
Levenmouth,S02001797,1.7382745037767429,Out of Work Benefits
Levenmouth,S02001812,0.09887358095834325,Out of Work Benefits
Levenmouth,S02001813,-0.7288014470968499,Out of Work Benefits
Levenmouth,S02001814,0.10448312557186798,Out of Work Benefits
Levenmouth,S02001815,-0.398034903611439,Out of Work Benefits
Levenmouth,S02001816,-0.28844404270042334,Out of Work Benefits
Levenmouth,S02001817,0.6228038804536926,Out of Work Benefits
Levenmouth,S02001818,0.3956366612449463,Out of Work Benefits
Levenmouth,S02001819,0.4772326695569134,Out of Work Benefits
Levenmouth,S02001820,-2.3087930229703155,Out of Work Benefits
Levenmouth,S02001821,0.28676899481652107,Out of Work Benefits
Levenmouth,S02001797,-1.3149888054896017,Positive Destinations
Levenmouth,S02001812,-0.7955474517325997,Positive Destinations
Levenmouth,S02001813,-0.8969398721620179,Positive Destinations
Levenmouth,S02001814,0.5310789259794096,Positive Destinations
Levenmouth,S02001815,2.0959038340582974,Positive Destinations
Levenmouth,S02001816,0.7973709098074897,Positive Destinations
Levenmouth,S02001817,-0.3782837352421041,Positive Destinations
Levenmouth,S02001818,0.13686863149118023,Positive Destinations
Levenmouth,S02001819,-0.6290117677213227,Positive Destinations
Levenmouth,S02001820,0.8834361367983274,Positive Destinations
Levenmouth,S02001821,-0.42988680578705835,Positive Destinations
North East Fife,S02001822,0.45388298371404556,Attainment
North East Fife,S02001823,-0.9314316520854657,Attainment
North East Fife,S02001824,0.35120537820190517,Attainment
North East Fife,S02001825,1.1635589760322884,Attainment
North East Fife,S02001826,-0.08044854733681689,Attainment
North East Fife,S02001827,1.7140325743578697,Attainment
North East Fife,S02001828,1.075068808788008,Attainment
North East Fife,S02001829,-1.0347322487818729,Attainment
North East Fife,S02001830,-0.10666456212732606,Attainment
North East Fife,S02001831,0.20288291676358863,Attainment
North East Fife,S02001832,0.9126166714479534,Attainment
North East Fife,S02001833,-0.64103055022407,Attainment
North East Fife,S02001834,0.2442858758768797,Attainment
North East Fife,S02001835,-2.8454938399462413,Attainment
North East Fife,S02001836,0.5708779661453123,Attainment
North East Fife,S02001837,0.09766530615279978,Attainment
North East Fife,S02001838,0.03226471345322296,Attainment
North East Fife,S02001839,-0.17415858842060214,Attainment
North East Fife,S02001840,-1.1929674959001713,Attainment
North East Fife,S02001841,0.1885853138886926,Attainment
North East Fife,S02001822,0.021948538967442834,Child Poverty
North East Fife,S02001823,-0.10956533373397018,Child Poverty
North East Fife,S02001824,0.8420025310624966,Child Poverty
North East Fife,S02001825,-0.8799739935333186,Child Poverty
North East Fife,S02001826,-0.29107089020355315,Child Poverty
North East Fife,S02001827,0.5864070332627668,Child Poverty
North East Fife,S02001828,0.6466552423355574,Child Poverty
North East Fife,S02001829,0.09784532942969297,Child Poverty
North East Fife,S02001830,1.1570718915361684,Child Poverty
North East Fife,S02001831,1.1536465122570576,Child Poverty
North East Fife,S02001832,0.43357335801485536,Child Poverty
North East Fife,S02001833,0.6976793960459687,Child Poverty
North East Fife,S02001834,-1.3025702073706487,Child Poverty
North East Fife,S02001835,0.7678141372261015,Child Poverty
North East Fife,S02001836,-0.3166004362487103,Child Poverty
North East Fife,S02001837,-3.13773196271308,Child Poverty
North East Fife,S02001838,-0.8133810766850356,Child Poverty
North East Fife,S02001839,0.5525051685450789,Child Poverty
North East Fife,S02001840,0.16944794735533764,Child Poverty
North East Fife,S02001841,-0.27570318555020784,Child Poverty
North East Fife,S02001822,-0.8083814530788004,Crime Rate
North East Fife,S02001823,0.6611039536582426,Crime Rate
North East Fife,S02001824,-0.03849580728183753,Crime Rate
North East Fife,S02001825,-0.35414692740203974,Crime Rate
North East Fife,S02001826,-0.8699898738604253,Crime Rate
North East Fife,S02001827,0.5496859259551776,Crime Rate
North East Fife,S02001828,0.1891394723467293,Crime Rate
North East Fife,S02001829,-2.652871927968136,Crime Rate
North East Fife,S02001830,-0.22346893149188699,Crime Rate
North East Fife,S02001831,0.04697663909562873,Crime Rate
North East Fife,S02001832,0.5487928093167106,Crime Rate
North East Fife,S02001833,0.6071336356719944,Crime Rate
North East Fife,S02001834,0.8962512862671574,Crime Rate
North East Fife,S02001835,0.502416580068424,Crime Rate
North East Fife,S02001836,0.7005078433866052,Crime Rate
North East Fife,S02001837,0.2829779933106758,Crime Rate
North East Fife,S02001838,0.3178130364513035,Crime Rate
North East Fife,S02001839,-2.302592916537669,Crime Rate
North East Fife,S02001840,1.0121687045440633,Crime Rate
North East Fife,S02001841,0.9349799575480823,Crime Rate
North East Fife,S02001822,-0.26549804013543427,Depopulation
North East Fife,S02001823,0.04557719099415711,Depopulation
North East Fife,S02001824,-0.5075135360886992,Depopulation
North East Fife,S02001825,-0.005294395815078861,Depopulation
North East Fife,S02001826,0.7176003966227493,Depopulation
North East Fife,S02001827,-0.08109900329318845,Depopulation
North East Fife,S02001828,-0.5944614372389648,Depopulation
North East Fife,S02001829,-0.23115228090187442,Depopulation
North East Fife,S02001830,-0.8979386514870344,Depopulation
North East Fife,S02001831,-1.921225218371345,Depopulation
North East Fife,S02001832,1.144679056963642,Depopulation
North East Fife,S02001833,-0.5049890717934473,Depopulation
North East Fife,S02001834,1.1428844784446117,Depopulation
North East Fife,S02001835,2.10149702491047,Depopulation
North East Fife,S02001836,-0.30127619833038005,Depopulation
North East Fife,S02001837,-0.1558691783142511,Depopulation
North East Fife,S02001838,2.1396121942137394,Depopulation
North East Fife,S02001839,-0.9239220116297714,Depopulation
North East Fife,S02001840,-0.490974879102256,Depopulation
North East Fife,S02001841,-0.41063643964764374,Depopulation
North East Fife,S02001822,0.4764285521023837,Early Mortality
North East Fife,S02001823,2.1265603758222196,Early Mortality
North East Fife,S02001824,-0.6840656157373691,Early Mortality
North East Fife,S02001825,-0.08904823215158003,Early Mortality
North East Fife,S02001826,1.537472243859288,Early Mortality
North East Fife,S02001827,-0.7267667005309515,Early Mortality
North East Fife,S02001828,0.13481530400503586,Early Mortality
North East Fife,S02001829,-0.23461678669867625,Early Mortality
North East Fife,S02001830,0.186566161711988,Early Mortality
North East Fife,S02001831,0.3075716947788593,Early Mortality
North East Fife,S02001832,-0.01562984385773467,Early Mortality
North East Fife,S02001833,-0.3830997231656668,Early Mortality
North East Fife,S02001834,-0.06281270990894641,Early Mortality
North East Fife,S02001835,-3.127952962388409,Early Mortality
North East Fife,S02001836,0.5458591182326519,Early Mortality
North East Fife,S02001837,0.5205781756509285,Early Mortality
North East Fife,S02001838,0.01809751148690628,Early Mortality
North East Fife,S02001839,-0.026840622688706732,Early Mortality
North East Fife,S02001840,-0.09563525084578273,Early Mortality
North East Fife,S02001841,-0.40748068967643836,Early Mortality
North East Fife,S02001822,-0.630652268375065,Emergency Admissions
North East Fife,S02001823,0.7122163148138773,Emergency Admissions
North East Fife,S02001824,1.0699299894136836,Emergency Admissions
North East Fife,S02001825,0.4574050556076343,Emergency Admissions
North East Fife,S02001826,-1.2436529660788567,Emergency Admissions
North East Fife,S02001827,-1.0002254660233536,Emergency Admissions
North East Fife,S02001828,-1.917471616453046,Emergency Admissions
North East Fife,S02001829,-0.512582625733293,Emergency Admissions
North East Fife,S02001830,-1.9757997449161293,Emergency Admissions
North East Fife,S02001831,0.3234074115836097,Emergency Admissions
North East Fife,S02001832,-0.1861754390446431,Emergency Admissions
North East Fife,S02001833,0.08001985324612454,Emergency Admissions
North East Fife,S02001834,0.5693321079774114,Emergency Admissions
North East Fife,S02001835,0.8247167809230003,Emergency Admissions
North East Fife,S02001836,0.7122390806786499,Emergency Admissions
North East Fife,S02001837,-0.7849634791095785,Emergency Admissions
North East Fife,S02001838,1.1736829989379713,Emergency Admissions
North East Fife,S02001839,1.0672018029141481,Emergency Admissions
North East Fife,S02001840,1.249282175364908,Emergency Admissions
North East Fife,S02001841,0.012090034272947038,Emergency Admissions
North East Fife,S02001822,-0.694950597658512,Out of Work Benefits
North East Fife,S02001823,1.6776423341194753,Out of Work Benefits
North East Fife,S02001824,-0.31604490122255063,Out of Work Benefits
North East Fife,S02001825,-0.5620030361608339,Out of Work Benefits
North East Fife,S02001826,0.8201518866778376,Out of Work Benefits
North East Fife,S02001827,0.1653979277296653,Out of Work Benefits
North East Fife,S02001828,-1.887803157036347,Out of Work Benefits
North East Fife,S02001829,0.6580258701279921,Out of Work Benefits
North East Fife,S02001830,-0.6580123843227157,Out of Work Benefits
North East Fife,S02001831,-0.2746582045993847,Out of Work Benefits
North East Fife,S02001832,-0.2853384260486666,Out of Work Benefits
North East Fife,S02001833,0.3227711851732333,Out of Work Benefits
North East Fife,S02001834,1.3752323764723862,Out of Work Benefits
North East Fife,S02001835,1.6630939142879506,Out of Work Benefits
North East Fife,S02001836,0.11205759016731244,Out of Work Benefits
North East Fife,S02001837,0.7182414639613001,Out of Work Benefits
North East Fife,S02001838,-0.5545794118172216,Out of Work Benefits
North East Fife,S02001839,-0.29107010855145937,Out of Work Benefits
North East Fife,S02001840,0.08799836759530884,Out of Work Benefits
North East Fife,S02001841,-2.0761526888947697,Out of Work Benefits
North East Fife,S02001822,-0.0717176343594882,Positive Destinations
North East Fife,S02001823,0.13658756788696663,Positive Destinations
North East Fife,S02001824,0.5184973435873861,Positive Destinations
North East Fife,S02001825,0.33497366954772656,Positive Destinations
North East Fife,S02001826,-0.14302682561209196,Positive Destinations
North East Fife,S02001827,0.6639112469457493,Positive Destinations
North East Fife,S02001828,0.646985617939024,Positive Destinations
North East Fife,S02001829,-0.9722085886431877,Positive Destinations
North East Fife,S02001830,-2.0646565231597025,Positive Destinations
North East Fife,S02001831,0.2644057683093526,Positive Destinations
North East Fife,S02001832,1.0818228667560146,Positive Destinations
North East Fife,S02001833,-2.1467331838267225,Positive Destinations
North East Fife,S02001834,-0.7297998979675436,Positive Destinations
North East Fife,S02001835,1.719523399024211,Positive Destinations
North East Fife,S02001836,-0.6806938797423355,Positive Destinations
North East Fife,S02001837,0.3626617123127718,Positive Destinations
North East Fife,S02001838,1.159367353507701,Positive Destinations
North East Fife,S02001839,0.40185709392783836,Positive Destinations
North East Fife,S02001840,-0.931065029578458,Positive Destinations
North East Fife,S02001841,0.44930792314478796,Positive Destinations
South West Fife,S02001738,-0.40687237404445525,Attainment
South West Fife,S02001739,1.2022303356007065,Attainment
South West Fife,S02001740,0.9935553908834582,Attainment
South West Fife,S02001741,-0.3401531082307894,Attainment
South West Fife,S02001742,-1.3884089377100568,Attainment
South West Fife,S02001743,-0.31202758067073955,Attainment
South West Fife,S02001759,0.24461344030192578,Attainment
South West Fife,S02001760,2.5671485589541825,Attainment
South West Fife,S02001761,0.397359927809599,Attainment
South West Fife,S02001762,0.3372061697125173,Attainment
South West Fife,S02001763,-0.4231953929039587,Attainment
South West Fife,S02001764,-0.3438245039047373,Attainment
South West Fife,S02001765,-0.08552334229536813,Attainment
South West Fife,S02001766,-1.252274858518681,Attainment
South West Fife,S02001767,-1.2108881841407348,Attainment
South West Fife,S02001779,0.021054459157131708,Attainment
South West Fife,S02001738,0.5355351989822213,Child Poverty
South West Fife,S02001739,-0.20101815095166178,Child Poverty
South West Fife,S02001740,-2.0704519913526824,Child Poverty
South West Fife,S02001741,0.8682302657682799,Child Poverty
South West Fife,S02001742,-0.025095587612919076,Child Poverty
South West Fife,S02001743,-2.135552739771726,Child Poverty
South West Fife,S02001759,-0.5904920942105548,Child Poverty
South West Fife,S02001760,1.2093937428190886,Child Poverty
South West Fife,S02001761,0.18782336037659556,Child Poverty
South West Fife,S02001762,0.1025191319577856,Child Poverty
South West Fife,S02001763,0.9166064039243431,Child Poverty
South West Fife,S02001764,-0.6429715069665127,Child Poverty
South West Fife,S02001765,1.2629603771057425,Child Poverty
South West Fife,S02001766,0.4852699857962646,Child Poverty
South West Fife,S02001767,0.2986394027028297,Child Poverty
South West Fife,S02001779,-0.20139579856709391,Child Poverty
South West Fife,S02001738,0.21017133074558358,Crime Rate
South West Fife,S02001739,-0.02478809042925401,Crime Rate
South West Fife,S02001740,-0.10790916843438669,Crime Rate
South West Fife,S02001741,0.4363001003279384,Crime Rate
South West Fife,S02001742,-1.4783226803784506,Crime Rate
South West Fife,S02001743,-0.27460688850705567,Crime Rate
South West Fife,S02001759,0.5584678691258919,Crime Rate
South West Fife,S02001760,1.4648810011812516,Crime Rate
South West Fife,S02001761,0.02699551344072351,Crime Rate
South West Fife,S02001762,0.4199493898654233,Crime Rate
South West Fife,S02001763,-1.0905727868616057,Crime Rate
South West Fife,S02001764,1.3223240335936317,Crime Rate
South West Fife,S02001765,-1.9063102463112733,Crime Rate
South West Fife,S02001766,-0.2187715368930463,Crime Rate
South West Fife,S02001767,1.5596107779792088,Crime Rate
South West Fife,S02001779,-0.8974186184445818,Crime Rate
South West Fife,S02001738,0.33923659066082645,Depopulation
South West Fife,S02001739,-0.20367726471790623,Depopulation
South West Fife,S02001740,0.9177192532878481,Depopulation
South West Fife,S02001741,0.17607804692601925,Depopulation
South West Fife,S02001742,-0.28988536255952385,Depopulation
South West Fife,S02001743,0.5729461359370469,Depopulation
South West Fife,S02001759,0.4766007033617458,Depopulation
South West Fife,S02001760,-0.9109119914927004,Depopulation
South West Fife,S02001761,0.07645019939503006,Depopulation
South West Fife,S02001762,1.0596149363357872,Depopulation
South West Fife,S02001763,-1.075874973049447,Depopulation
South West Fife,S02001764,-0.9699101089071127,Depopulation
South West Fife,S02001765,-1.204965432722663,Depopulation
South West Fife,S02001766,-0.5540316958851487,Depopulation
South West Fife,S02001767,-0.972494968031131,Depopulation
South West Fife,S02001779,2.563105931461329,Depopulation
South West Fife,S02001738,-1.4150127889166713,Early Mortality
South West Fife,S02001739,0.24736722632992111,Early Mortality
South West Fife,S02001740,-1.8091613702729965,Early Mortality
South West Fife,S02001741,-1.0741398068909451,Early Mortality
South West Fife,S02001742,-0.5503144831416265,Early Mortality
South West Fife,S02001743,1.3170254167575055,Early Mortality
South West Fife,S02001759,0.9603439170660946,Early Mortality
South West Fife,S02001760,-1.0671351404832827,Early Mortality
South West Fife,S02001761,0.25908577326905874,Early Mortality
South West Fife,S02001762,1.488184347553198,Early Mortality
South West Fife,S02001763,0.21406876121798699,Early Mortality
South West Fife,S02001764,-0.3784580954083204,Early Mortality
South West Fife,S02001765,0.8595677914858573,Early Mortality
South West Fife,S02001766,1.0792018704636235,Early Mortality
South West Fife,S02001767,0.05370192283406907,Early Mortality
South West Fife,S02001779,-0.18432534186347224,Early Mortality
South West Fife,S02001738,-0.5004152857188813,Emergency Admissions
South West Fife,S02001739,-0.581670822107783,Emergency Admissions
South West Fife,S02001740,0.43277584715576534,Emergency Admissions
South West Fife,S02001741,-0.5775403404037331,Emergency Admissions
South West Fife,S02001742,0.30739778520832073,Emergency Admissions
South West Fife,S02001743,0.988438566592254,Emergency Admissions
South West Fife,S02001759,-0.14875770801910804,Emergency Admissions
South West Fife,S02001760,0.8014073645188141,Emergency Admissions
South West Fife,S02001761,0.3373665988539896,Emergency Admissions
South West Fife,S02001762,2.024320295364698,Emergency Admissions
South West Fife,S02001763,-0.9115750107174905,Emergency Admissions
South West Fife,S02001764,-2.0794774635722186,Emergency Admissions
South West Fife,S02001765,1.2478861576962141,Emergency Admissions
South West Fife,S02001766,-0.47852748097805786,Emergency Admissions
South West Fife,S02001767,-0.9921583291711817,Emergency Admissions
South West Fife,S02001779,0.13052982529839857,Emergency Admissions
South West Fife,S02001738,1.4441247879072536,Out of Work Benefits
South West Fife,S02001739,-0.10654730889822851,Out of Work Benefits
South West Fife,S02001740,-1.2696481555330033,Out of Work Benefits
South West Fife,S02001741,1.5856968027943743,Out of Work Benefits
South West Fife,S02001742,-1.2222434233866961,Out of Work Benefits
South West Fife,S02001743,-1.1009718618873354,Out of Work Benefits
South West Fife,S02001759,-0.030904346028229387,Out of Work Benefits
South West Fife,S02001760,-0.4789680001380246,Out of Work Benefits
South West Fife,S02001761,-0.11895420590958841,Out of Work Benefits
South West Fife,S02001762,0.5505738623663569,Out of Work Benefits
South West Fife,S02001763,-1.0559494499074247,Out of Work Benefits
South West Fife,S02001764,1.660712281965621,Out of Work Benefits
South West Fife,S02001765,-0.9253317111722019,Out of Work Benefits
South West Fife,S02001766,-0.16551440762130695,Out of Work Benefits
South West Fife,S02001767,0.667615347537883,Out of Work Benefits
South West Fife,S02001779,0.5663097879105508,Out of Work Benefits
South West Fife,S02001738,-1.8853050977221142,Positive Destinations
South West Fife,S02001739,-0.008040046133070257,Positive Destinations
South West Fife,S02001740,0.32666763300901935,Positive Destinations
South West Fife,S02001741,-0.3403395844132438,Positive Destinations
South West Fife,S02001742,0.15404671752706714,Positive Destinations
South West Fife,S02001743,-0.4479924462378073,Positive Destinations
South West Fife,S02001759,-0.07590502938919447,Positive Destinations
South West Fife,S02001760,1.1437544783470477,Positive Destinations
South West Fife,S02001761,2.02548428605806,Positive Destinations
South West Fife,S02001762,1.1984619832113927,Positive Destinations
South West Fife,S02001763,-0.9769506177749233,Positive Destinations
South West Fife,S02001764,-0.7634837347247855,Positive Destinations
South West Fife,S02001765,-0.906895596400841,Positive Destinations
South West Fife,S02001766,0.07547588021002263,Positive Destinations
South West Fife,S02001767,-0.6717857490337199,Positive Destinations
South West Fife,S02001779,1.1528069234670897,Positive Destinations
