Strategic Area,InterZone,SAScore,Indicator
Levenmouth,S02001816,-0.6670487671554612,Child Poverty
Levenmouth,S02001818,1.0029863851904788,Child Poverty
Levenmouth,S02001812,0.9370531509410885,Child Poverty
Levenmouth,S02001813,-0.7764779412283063,Child Poverty
Levenmouth,S02001815,-1.7765790112647468,Child Poverty
Levenmouth,S02001821,-0.25843241724010524,Child Poverty
Levenmouth,S02001820,1.4306641792365649,Child Poverty
Levenmouth,S02001797,0.6871794503508852,Child Poverty
Levenmouth,S02001817,-1.8432060363502196,Crime Rate
Levenmouth,S02001819,0.563553708612233,Crime Rate
Levenmouth,S02001814,0.3171225218648492,Crime Rate
Levenmouth,S02001816,-1.259430795461284,Crime Rate
Levenmouth,S02001818,0.5781644869596874,Crime Rate
Levenmouth,S02001812,1.102859140804057,Crime Rate
Levenmouth,S02001813,-0.5673135142124325,Crime Rate
Levenmouth,S02001815,-0.8343026137727952,Crime Rate
Levenmouth,S02001821,-0.011251797432827752,Crime Rate
Levenmouth,S02001820,1.22285445177031,Crime Rate
Levenmouth,S02001797,0.7309504472184232,Crime Rate
Levenmouth,S02001817,-0.2735827500627944,Depopulation
Levenmouth,S02001819,0.5143807369023575,Depopulation
Levenmouth,S02001814,-0.8184415297127099,Depopulation
Levenmouth,S02001816,0.1443370495084298,Depopulation
Levenmouth,S02001818,1.9106921715400624,Depopulation
Levenmouth,S02001812,0.2399337668251765,Depopulation
Levenmouth,S02001813,-1.7632265130315192,Depopulation
Levenmouth,S02001815,-0.8553599639448878,Depopulation
Levenmouth,S02001821,0.21682546158034482,Depopulation
Levenmouth,S02001820,-0.412670137881788,Depopulation
Levenmouth,S02001797,1.0971117082773274,Depopulation
Levenmouth,S02001817,-0.9451306960311935,Early Mortality
Levenmouth,S02001819,0.608514149046968,Early Mortality
Levenmouth,S02001814,-0.05081924687881242,Early Mortality
Levenmouth,S02001816,-0.9043582484393632,Early Mortality
Levenmouth,S02001818,0.25551058963349094,Early Mortality
Levenmouth,S02001812,1.2356587705581454,Early Mortality
Levenmouth,S02001813,-0.43654806028046905,Early Mortality
Levenmouth,S02001815,-1.8598283689794894,Early Mortality
Levenmouth,S02001821,0.7217113390716545,Early Mortality
Levenmouth,S02001820,1.4647355484754023,Early Mortality
Levenmouth,S02001797,-0.089445776176336,Early Mortality
Levenmouth,S02001817,-0.5581743064746209,Emergency Admissions
Levenmouth,S02001819,1.271918854581501,Emergency Admissions
Levenmouth,S02001814,-0.9221510131487646,Emergency Admissions
Levenmouth,S02001816,-0.15136978427373868,Emergency Admissions
Levenmouth,S02001818,0.5387533284441702,Emergency Admissions
Levenmouth,S02001812,0.510262379266744,Emergency Admissions
Levenmouth,S02001813,-0.2616911427745873,Emergency Admissions
Levenmouth,S02001815,-1.8420517110623684,Emergency Admissions
Levenmouth,S02001821,0.5485784566866213,Emergency Admissions
Levenmouth,S02001820,1.5530690804531275,Emergency Admissions
Levenmouth,S02001797,-0.6871441416980802,Emergency Admissions
Levenmouth,S02001817,-0.1739310566548803,Out of Work Benefits
Levenmouth,S02001819,0.7125237131164783,Out of Work Benefits
Levenmouth,S02001814,-0.3692579382998095,Out of Work Benefits
Levenmouth,S02001816,-1.1274590777141829,Out of Work Benefits
Levenmouth,S02001818,0.6805126637015583,Out of Work Benefits
Levenmouth,S02001812,1.2378376689829087,Out of Work Benefits
Levenmouth,S02001813,-0.9490551960771785,Out of Work Benefits
Levenmouth,S02001815,-1.8672215474179552,Out of Work Benefits
Levenmouth,S02001821,0.2182097497384911,Out of Work Benefits
Levenmouth,S02001820,1.195154345184066,Out of Work Benefits
Levenmouth,S02001797,0.4426866754405034,Out of Work Benefits
Levenmouth,S02001817,-0.4347610666289597,Positive Destinations
Levenmouth,S02001819,-0.8724992054123787,Positive Destinations
Levenmouth,S02001814,0.7670728232852828,Positive Destinations
Levenmouth,S02001816,1.0476782821718365,Positive Destinations
Levenmouth,S02001818,-0.08625928770030057,Positive Destinations
Levenmouth,S02001812,-0.4199425897305146,Positive Destinations
Levenmouth,S02001813,-0.8759388114024377,Positive Destinations
Levenmouth,S02001815,1.454940422510205,Positive Destinations
Levenmouth,S02001821,-0.9755980878096063,Positive Destinations
Levenmouth,S02001820,1.4755150454117427,Positive Destinations
Levenmouth,S02001797,-1.0802075246948752,Positive Destinations
North East Fife,S02001836,1.161085595727678,Attainment
North East Fife,S02001834,-0.6035689939867488,Attainment
North East Fife,S02001835,-2.4690660733229888,Attainment
North East Fife,S02001837,2.116568184894362,Attainment
North East Fife,S02001831,-0.7085934809722898,Attainment
North East Fife,S02001828,0.7247342112229354,Attainment
North East Fife,S02001832,9.224121844817366e-4,Attainment
North East Fife,S02001841,1.6346300631694057,Attainment
North East Fife,S02001840,-0.7815856477250203,Attainment
North East Fife,S02001826,0.20228113631462752,Attainment
North East Fife,S02001827,-0.3689322482814051,Attainment
North East Fife,S02001830,0.3465452155853628,Attainment
North East Fife,S02001833,0.32741480211298907,Attainment
North East Fife,S02001822,-0.2570564039127335,Attainment
North East Fife,S02001823,-0.6404358218102535,Attainment
North East Fife,S02001825,-0.2746445204850093,Attainment
North East Fife,S02001829,0.14382215188974698,Attainment
North East Fife,S02001839,0.7520803216439096,Attainment
North East Fife,S02001838,-0.7070511840721919,Attainment
North East Fife,S02001824,-0.599149720176853,Attainment
North East Fife,S02001836,1.1387686674207156,Child Poverty
North East Fife,S02001834,-1.4119369979210077,Child Poverty
North East Fife,S02001835,0.6799869994389338,Child Poverty
North East Fife,S02001837,1.8226379178897196,Child Poverty
North East Fife,S02001831,-0.803341230104831,Child Poverty
North East Fife,S02001828,0.15432300090796472,Child Poverty
North East Fife,S02001832,-0.6077662940930917,Child Poverty
North East Fife,S02001841,0.9028215597615211,Child Poverty
North East Fife,S02001840,-0.4017241717124783,Child Poverty
North East Fife,S02001826,0.8842863070028957,Child Poverty
North East Fife,S02001827,-2.5816332867719183,Child Poverty
North East Fife,S02001830,-0.39301545147299766,Child Poverty
North East Fife,S02001833,-0.2913620506077284,Child Poverty
North East Fife,S02001822,-0.8269122910182972,Child Poverty
North East Fife,S02001823,0.4329685096617592,Child Poverty
North East Fife,S02001825,-0.45334644409591224,Child Poverty
North East Fife,S02001829,0.307033735318344,Child Poverty
North East Fife,S02001839,0.9674118703457167,Child Poverty
North East Fife,S02001838,0.26844372232311126,Child Poverty
North East Fife,S02001824,0.21235592772758138,Child Poverty
North East Fife,S02001836,1.365880679173689,Crime Rate
North East Fife,S02001834,0.8078338135011679,Crime Rate
North East Fife,S02001835,-0.4680432787600811,Crime Rate
North East Fife,S02001837,0.9248826796443788,Crime Rate
North East Fife,S02001831,-0.0776857596307527,Crime Rate
North East Fife,S02001828,0.07627590275540362,Crime Rate
North East Fife,S02001832,-0.8957041908878083,Crime Rate
North East Fife,S02001841,0.7902694808761683,Crime Rate
North East Fife,S02001840,0.8805776610527829,Crime Rate
North East Fife,S02001826,-1.8635335863741893,Crime Rate
North East Fife,S02001827,-2.1270598230042594,Crime Rate
North East Fife,S02001830,0.6116718932304793,Crime Rate
North East Fife,S02001833,0.88929271730655,Crime Rate
North East Fife,S02001822,-1.0597458627905414,Crime Rate
North East Fife,S02001823,0.6124489734915907,Crime Rate
North East Fife,S02001825,-0.671882214044956,Crime Rate
North East Fife,S02001829,-0.1741173955786122,Crime Rate
North East Fife,S02001839,-0.9195390196485339,Crime Rate
North East Fife,S02001838,1.0751246293269345,Crime Rate
North East Fife,S02001824,0.22305270036058825,Crime Rate
North East Fife,S02001836,0.4566678884364759,Depopulation
North East Fife,S02001834,0.8110196201690346,Depopulation
North East Fife,S02001835,1.521101209217795,Depopulation
North East Fife,S02001837,1.1161242229409534,Depopulation
North East Fife,S02001831,-2.326963614451831,Depopulation
North East Fife,S02001828,-0.3684260656633305,Depopulation
North East Fife,S02001832,0.6371145762677726,Depopulation
North East Fife,S02001841,-0.3678866799824745,Depopulation
North East Fife,S02001840,-0.5873638682769263,Depopulation
North East Fife,S02001826,1.1255470872079079,Depopulation
North East Fife,S02001827,-0.2640062394203221,Depopulation
North East Fife,S02001830,-1.5059296658430463,Depopulation
North East Fife,S02001833,-1.225991854993656,Depopulation
North East Fife,S02001822,-0.1348517421181512,Depopulation
North East Fife,S02001823,-0.0794048715410082,Depopulation
North East Fife,S02001825,0.24647813438396227,Depopulation
North East Fife,S02001829,-0.42981143492337676,Depopulation
North East Fife,S02001839,0.10909338757505686,Depopulation
North East Fife,S02001838,1.6198707620674482,Depopulation
North East Fife,S02001824,-0.3523808510522846,Depopulation
North East Fife,S02001836,1.3965017038482743,Early Mortality
North East Fife,S02001834,-0.7785858767636086,Early Mortality
North East Fife,S02001835,-1.1843635324058805,Early Mortality
North East Fife,S02001837,1.0852065905736887,Early Mortality
North East Fife,S02001831,-0.809417022167801,Early Mortality
North East Fife,S02001828,0.25773843004827157,Early Mortality
North East Fife,S02001832,-0.010790900891467073,Early Mortality
North East Fife,S02001841,0.4148778163018965,Early Mortality
North East Fife,S02001840,-1.1575105993119068,Early Mortality
North East Fife,S02001826,0.26867851390137226,Early Mortality
North East Fife,S02001827,-2.6891223387459715,Early Mortality
North East Fife,S02001830,0.6277121748985781,Early Mortality
North East Fife,S02001833,0.4248233470774424,Early Mortality
North East Fife,S02001822,0.4009540732161325,Early Mortality
North East Fife,S02001823,1.3736269830645191,Early Mortality
North East Fife,S02001825,-0.4513779142481495,Early Mortality
North East Fife,S02001829,0.7579986280582293,Early Mortality
North East Fife,S02001839,0.7341293541969194,Early Mortality
North East Fife,S02001838,-0.6204519374324294,Early Mortality
North East Fife,S02001824,-0.0406274932181047,Early Mortality
North East Fife,S02001836,1.5478488253608567,Emergency Admissions
North East Fife,S02001834,-0.061168966548829855,Emergency Admissions
North East Fife,S02001835,0.4182421936677623,Emergency Admissions
North East Fife,S02001837,0.279218015618656,Emergency Admissions
North East Fife,S02001831,0.48874383487607903,Emergency Admissions
North East Fife,S02001828,-0.20087572085825975,Emergency Admissions
North East Fife,S02001832,-1.2668745274646622,Emergency Admissions
North East Fife,S02001841,0.3107040155450704,Emergency Admissions
North East Fife,S02001840,0.22215616019100928,Emergency Admissions
North East Fife,S02001826,-1.342804820569819,Emergency Admissions
North East Fife,S02001827,-2.7552977039564173,Emergency Admissions
North East Fife,S02001830,0.12323355725756059,Emergency Admissions
North East Fife,S02001833,0.925595683743382,Emergency Admissions
North East Fife,S02001822,-0.46069049749730334,Emergency Admissions
North East Fife,S02001823,-0.9575100159661581,Emergency Admissions
North East Fife,S02001825,0.40700816165881365,Emergency Admissions
North East Fife,S02001829,0.7319534965559117,Emergency Admissions
North East Fife,S02001839,1.0513580343391258,Emergency Admissions
North East Fife,S02001838,-0.4266858625166074,Emergency Admissions
North East Fife,S02001824,0.9658461365638293,Emergency Admissions
North East Fife,S02001836,1.1623206447746606,Out of Work Benefits
North East Fife,S02001834,0.3736542777897528,Out of Work Benefits
North East Fife,S02001835,1.4693333942932585,Out of Work Benefits
North East Fife,S02001837,1.7409208508819933,Out of Work Benefits
North East Fife,S02001831,-1.5467448052056783,Out of Work Benefits
North East Fife,S02001828,0.024748465405150213,Out of Work Benefits
North East Fife,S02001832,-0.9532729171550886,Out of Work Benefits
North East Fife,S02001841,0.5010546674424675,Out of Work Benefits
North East Fife,S02001840,-0.7179442684079166,Out of Work Benefits
North East Fife,S02001826,-0.18357386848319449,Out of Work Benefits
North East Fife,S02001827,-2.4685746588082753,Out of Work Benefits
North East Fife,S02001830,-0.4489974360178716,Out of Work Benefits
North East Fife,S02001833,0.011067885010996066,Out of Work Benefits
North East Fife,S02001822,-0.3308312724313372,Out of Work Benefits
North East Fife,S02001823,0.578811971368391,Out of Work Benefits
North East Fife,S02001825,-0.5402484210698533,Out of Work Benefits
North East Fife,S02001829,0.518405309500048,Out of Work Benefits
North East Fife,S02001839,0.6147142166796724,Out of Work Benefits
North East Fife,S02001838,0.607530543830049,Out of Work Benefits
North East Fife,S02001824,-0.41237457939722744,Out of Work Benefits
North East Fife,S02001836,-0.5071629520875685,Positive Destinations
North East Fife,S02001834,-1.0346776149296855,Positive Destinations
North East Fife,S02001835,0.7133496492778135,Positive Destinations
North East Fife,S02001837,0.7029113833945244,Positive Destinations
North East Fife,S02001831,0.30422817580820294,Positive Destinations
North East Fife,S02001828,0.7100560140781378,Positive Destinations
North East Fife,S02001832,0.69386661376972,Positive Destinations
North East Fife,S02001841,0.7114802165453165,Positive Destinations
North East Fife,S02001840,-0.9974147708217465,Positive Destinations
North East Fife,S02001826,0.18439183621069688,Positive Destinations
North East Fife,S02001827,0.7084621106175801,Positive Destinations
North East Fife,S02001830,-2.3966298937010246,Positive Destinations
North East Fife,S02001833,-2.299752405664971,Positive Destinations
North East Fife,S02001822,0.2619072117635478,Positive Destinations
North East Fife,S02001823,0.5704327644997252,Positive Destinations
North East Fife,S02001825,0.631648344126049,Positive Destinations
North East Fife,S02001829,-0.7773682990862185,Positive Destinations
North East Fife,S02001839,0.5899270814055538,Positive Destinations
North East Fife,S02001838,0.7133496492778135,Positive Destinations
North East Fife,S02001824,0.5169948855165256,Positive Destinations
South West Fife,S02001762,-1.2554592829958808,Attainment
South West Fife,S02001763,-0.49769590339262665,Attainment
South West Fife,S02001761,-1.0537163799347584,Attainment
South West Fife,S02001764,-0.898713159806849,Attainment
South West Fife,S02001759,-0.7141415970224096,Attainment
South West Fife,S02001760,-0.4900461119897447,Attainment
South West Fife,S02001766,0.7661472932750735,Attainment
South West Fife,S02001767,0.8193160562170945,Attainment
South West Fife,S02001739,-1.0416991544330667,Attainment
South West Fife,S02001765,1.7009409519393592,Attainment
South West Fife,S02001741,-1.0192651917019175,Attainment
South West Fife,S02001738,-0.047226272058352475,Attainment
South West Fife,S02001740,0.48777084158578515,Attainment
South West Fife,S02001743,1.0888491320292917,Attainment
South West Fife,S02001779,1.5698365482154915,Attainment
South West Fife,S02001742,0.5851022300735247,Attainment
South West Fife,S02001762,-0.5175756239859083,Child Poverty
South West Fife,S02001763,0.23555700113838235,Child Poverty
South West Fife,S02001761,-0.9993549788427792,Child Poverty
South West Fife,S02001764,-1.8241444848450858,Child Poverty
South West Fife,S02001759,0.04034530144006457,Child Poverty
South West Fife,S02001760,-0.3042081284266653,Child Poverty
South West Fife,S02001766,1.4645760765641822,Child Poverty
South West Fife,S02001767,0.6474232150926018,Child Poverty
South West Fife,S02001739,-1.809605117383768,Child Poverty
South West Fife,S02001765,1.3227905267690367,Child Poverty
South West Fife,S02001741,-0.3979703364382205,Child Poverty
South West Fife,S02001738,-0.4036079309254217,Child Poverty
South West Fife,S02001740,-0.007699477786213487,Child Poverty
South West Fife,S02001743,1.1854347969127907,Child Poverty
South West Fife,S02001779,0.7354926006118794,Child Poverty
South West Fife,S02001742,0.6325465601051243,Child Poverty
South West Fife,S02001762,-0.7441353582834579,Crime Rate
South West Fife,S02001763,-1.6389714906480706,Crime Rate
South West Fife,S02001761,-1.4226957778332059,Crime Rate
South West Fife,S02001764,-0.3899615299318805,Crime Rate
South West Fife,S02001759,-0.23984058127968777,Crime Rate
South West Fife,S02001760,-0.02717100035844245,Crime Rate
South West Fife,S02001766,1.3716870537728232,Crime Rate
South West Fife,S02001767,1.3091563505999835,Crime Rate
South West Fife,S02001739,-0.8911534257358175,Crime Rate
South West Fife,S02001765,0.8122284838330962,Crime Rate
South West Fife,S02001741,-0.1585733229424773,Crime Rate
South West Fife,S02001738,0.13330168496219474,Crime Rate
South West Fife,S02001740,0.6524074190703583,Crime Rate
South West Fife,S02001743,1.4341909539104973,Crime Rate
South West Fife,S02001779,-1.0827841552808604,Crime Rate
South West Fife,S02001742,0.882314696144945,Crime Rate
South West Fife,S02001762,2.9933763876623654,Depopulation
South West Fife,S02001763,-0.417947874235532,Depopulation
South West Fife,S02001761,-0.05980614695925681,Depopulation
South West Fife,S02001764,-1.1321773888858409,Depopulation
South West Fife,S02001759,-0.05693508499546455,Depopulation
South West Fife,S02001760,-0.9249074358262371,Depopulation
South West Fife,S02001766,-0.5482351119703732,Depopulation
South West Fife,S02001767,-1.0307550971346047,Depopulation
South West Fife,S02001739,0.04842642160571272,Depopulation
South West Fife,S02001765,0.04080464697965949,Depopulation
South West Fife,S02001741,0.9149636479902004,Depopulation
South West Fife,S02001738,-0.476296048273837,Depopulation
South West Fife,S02001740,0.09684584812167109,Depopulation
South West Fife,S02001743,-0.002820629722196461,Depopulation
South West Fife,S02001779,1.0281378618145807,Depopulation
South West Fife,S02001742,-0.47267399617085615,Depopulation
South West Fife,S02001762,0.3207318433765695,Early Mortality
South West Fife,S02001763,-0.06818909952920242,Early Mortality
South West Fife,S02001761,-0.9729420298678932,Early Mortality
South West Fife,S02001764,-0.9514490303915214,Early Mortality
South West Fife,S02001759,0.5080279816706651,Early Mortality
South West Fife,S02001760,-1.2881726888546763,Early Mortality
South West Fife,S02001766,1.6880960005400203,Early Mortality
South West Fife,S02001767,0.7833430702013296,Early Mortality
South West Fife,S02001739,-0.8429605568441216,Early Mortality
South West Fife,S02001765,1.2572125348470466,Early Mortality
South West Fife,S02001741,-0.9678246490401857,Early Mortality
South West Fife,S02001738,-0.8654770324860352,Early Mortality
South West Fife,S02001740,-0.8153267003745012,Early Mortality
South West Fife,S02001743,1.6236170021109053,Early Mortality
South West Fife,S02001779,-0.026226576742001066,Early Mortality
South West Fife,S02001742,0.617539931383606,Early Mortality
South West Fife,S02001762,0.8058432155571134,Emergency Admissions
South West Fife,S02001763,-0.5067655784599691,Emergency Admissions
South West Fife,S02001761,-0.921972398724294,Emergency Admissions
South West Fife,S02001764,-1.7046334313661675,Emergency Admissions
South West Fife,S02001759,-1.073947366903292,Emergency Admissions
South West Fife,S02001760,-0.5380740741621161,Emergency Admissions
South West Fife,S02001766,0.434420424255803,Emergency Admissions
South West Fife,S02001767,0.1731278321500779,Emergency Admissions
South West Fife,S02001739,-0.0360236564979759,Emergency Admissions
South West Fife,S02001765,1.4386562329195205,Emergency Admissions
South West Fife,S02001741,-0.274790450115502,Emergency Admissions
South West Fife,S02001738,-1.2128418795510079,Emergency Admissions
South West Fife,S02001740,1.4906327622487263,Emergency Admissions
South West Fife,S02001743,1.6737414974717963,Emergency Admissions
South West Fife,S02001779,0.1686492169478439,Emergency Admissions
South West Fife,S02001742,0.08397765422943787,Emergency Admissions
South West Fife,S02001762,0.46461222919901074,Out of Work Benefits
South West Fife,S02001763,-0.3259489400769249,Out of Work Benefits
South West Fife,S02001761,-1.4891986217001498,Out of Work Benefits
South West Fife,S02001764,-0.9501875562635843,Out of Work Benefits
South West Fife,S02001759,-0.08475764636861831,Out of Work Benefits
South West Fife,S02001760,-0.6954080075396478,Out of Work Benefits
South West Fife,S02001766,1.2268672108153995,Out of Work Benefits
South West Fife,S02001767,1.1032199884243743,Out of Work Benefits
South West Fife,S02001739,-1.4212047270178811,Out of Work Benefits
South West Fife,S02001765,1.6793746461477377,Out of Work Benefits
South West Fife,S02001741,-1.302277503742642,Out of Work Benefits
South West Fife,S02001738,-0.252651005544145,Out of Work Benefits
South West Fife,S02001740,0.017382028111251016,Out of Work Benefits
South West Fife,S02001743,1.1702937527078545,Out of Work Benefits
South West Fife,S02001779,0.3810600739990112,Out of Work Benefits
South West Fife,S02001742,0.47882407884895517,Out of Work Benefits
South West Fife,S02001762,0.8308413207326424,Positive Destinations
South West Fife,S02001763,-1.3873717975422124,Positive Destinations
South West Fife,S02001761,0.8308413207326424,Positive Destinations
South West Fife,S02001764,-1.221235501542148,Positive Destinations
South West Fife,S02001759,0.1951962382038634,Positive Destinations
South West Fife,S02001760,0.8308413207326424,Positive Destinations
South West Fife,S02001766,0.8218517738530854,Positive Destinations
South West Fife,S02001767,-0.004166572255089876,Positive Destinations
South West Fife,S02001739,0.11091673200258935,Positive Destinations
South West Fife,S02001765,-0.7647569734223096,Positive Destinations
South West Fife,S02001741,-0.4176706609184668,Positive Destinations
South West Fife,S02001738,-2.4377158585294714,Positive Destinations
South West Fife,S02001740,0.8308413207326424,Positive Destinations
South West Fife,S02001743,0.11990469575429466,Positive Destinations
South West Fife,S02001779,0.8308413207326424,Positive Destinations
South West Fife,S02001742,0.8308413207326424,Positive Destinations
