year,la,Crime Rate,Child Poverty,Out of Work Benefits,Attainment,Positive Destinations,Emergency Admissions,Depopulation,Early Mortality
2017,Inverclyde,0.326068078,0.359454408,,0.352323808,,0.273419442,-0.201296627,0.341211735
2017,Midlothian,0.211567612,0.265309928,,0.262295179,,0.227208302,-0.12261795,0.223088389
2017,Moray,0.119660462,0.168973787,,0.135177666,,0.062405791,-0.024983596,0.118136348
2017,North Ayrshire,0.28793606,0.304889306,,0.288862861,,0.25968659,-0.078070763,0.294530648
2017,North Lanarkshire,0.181799879,0.218113963,,0.20954346,,0.180144761,-0.042594775,0.188739168
2017,Orkney Islands,0.078108732,0.170815385,,0.065791193,,0.097249046,-0.160893235,0.123716051
2017,Perth and Kinross,0.240550455,0.289868834,,0.271273632,,0.217725377,-0.034219395,0.237349126
2017,Renfrewshire,0.284352829,0.349400495,,0.334298123,,0.291238259,-0.003627546,0.314395086
2017,Scottish Borders,0.214528172,0.216319028,,0.23381471,,0.174022712,-0.165667763,0.19385832
2017,Shetland Islands,0.073187835,0.03482843,,-0.001100231,,0.071576906,-0.082923945,0.082072321
2017,South Ayrshire,0.268264637,0.311540013,,0.256370708,,0.23206278,0.006406123,0.297146342
2017,South Lanarkshire,0.223567742,0.263232314,,0.248453789,,0.108835476,-0.080542565,0.235034262
2017,Stirling,0.299404584,0.35708547,,0.352692059,,0.328288152,-0.040574266,0.321770212
2017,West Dunbartonshire,0.166318002,0.228062992,,0.21059272,,0.174266714,-0.023859332,0.208402699
2017,West Lothian,0.246938734,0.266682052,,0.249249266,,0.214194479,-0.034059865,0.219344608
2018,Aberdeen City,0.31364456,0.365295492,,0.347940949,,0.332393144,-0.037459483,0.311924631
2018,Aberdeenshire,0.269751178,0.307950121,,0.268707545,,0.168387088,-0.186081244,0.293806841
2018,Angus,0.28142714,0.306065172,,0.273816219,,0.176932175,-0.059524706,0.266644744
2018,Argyll and Bute,0.221964248,0.125789225,,0.203685317,,0.175456919,-0.065505328,0.200002687
2018,Clackmannanshire,0.270788991,0.266492913,,0.239078142,,0.142967715,-0.118753994,0.205802344
2018,Dumfries and Galloway,0.180196806,0.227204514,,0.192053618,,0.108699379,-0.063522248,0.204155463
2018,Dundee City,0.281799701,0.308061225,,0.339347972,,0.227310116,-0.041931776,0.282277757
2018,East Ayrshire,0.261842511,0.30301322,,0.27776009,,0.204379807,-0.130006853,0.245755054
2018,East Dunbartonshire,0.273249937,0.356029217,,0.349586925,,0.338575171,0.028725791,0.311640946
2018,East Lothian,0.229138111,0.228929005,,0.220697877,,0.196874335,-0.005527788,0.211699358
2018,East Renfrewshire,0.386610936,0.414524459,,0.370617018,,0.273423906,-0.04977326,0.396998975
2018,"Edinburgh, City of",0.378171388,0.449495437,,0.431809976,,0.366481872,0.049263918,0.432776544
2018,Eilean Siar,0.010416,0.126171961,,-0.011640051,,-0.022928022,-0.04866318,0.060739015
2018,Falkirk,0.199113293,0.27432835,,0.250634791,,0.223892371,-0.109129542,0.239752913
2018,Fife,0.33228671,0.365830786,,0.313273124,,0.275266344,-0.103442555,0.338404233
2018,Glasgow City,0.232573906,0.254014746,,0.278462329,,0.221144952,-0.093488281,0.256750161
2018,Highland,0.234566236,0.238789472,,0.251754442,,0.156421484,-0.0986207,0.232057071
2018,Inverclyde,0.30630242,0.364649634,,0.367633196,,0.303949729,-0.215012539,0.350413565
2018,Midlothian,0.251121394,0.292394589,,0.275527099,,0.252212648,-0.14932666,0.227932246
2018,Moray,0.132679752,0.173050862,,0.143415546,,0.063365304,-0.051841043,0.146229783
2018,North Ayrshire,0.280396471,0.304867526,,0.290922932,,0.209341522,-0.074714985,0.298682692
2018,North Lanarkshire,0.193680196,0.230836456,,0.217990245,,0.1807947,-0.052739975,0.197342442
2018,Orkney Islands,0.033557209,0.039218862,,0.057498116,,0.075265659,-0.127633233,0.174086588
2018,Perth and Kinross,0.249752965,0.276990352,,0.267884619,,0.185852765,-0.033181184,0.253598518
2018,Renfrewshire,0.268581615,0.356025216,,0.328672049,,0.316848999,-0.009051256,0.32460619
2018,Scottish Borders,0.226665017,0.233146056,,0.242427027,,0.207187092,-0.172498277,0.205095309
2018,Shetland Islands,0.099751597,0.11789804,,0.04345785,,0.084483548,-0.082278296,0.081784642
2018,South Ayrshire,0.260669501,0.325894175,,0.278272271,,0.275206127,0.006808547,0.296214088
2018,South Lanarkshire,0.230987202,0.27889608,,0.264844551,,0.136703222,-0.087473725,0.24141102
2018,Stirling,0.309549294,0.361239551,,0.356247823,,0.310429245,-0.053009722,0.342803947
2018,West Dunbartonshire,0.16876298,0.23714201,,0.215502969,,0.146002827,-0.015762517,0.208044125
2018,West Lothian,0.259570848,0.286629452,,0.254634064,,0.236759185,-0.049947517,0.235947305
2019,Aberdeen City,0.304837133,0.371262558,,0.343370321,,0.292387025,-0.04700047,0.32599437
2019,Aberdeenshire,0.256771166,0.299259724,,0.271208956,,0.195137078,-0.190366374,0.291999104
2019,Angus,0.284573223,0.309504822,,0.272302717,,0.203882185,-0.067489354,0.297076015
2019,Argyll and Bute,0.227924048,0.134460848,,0.195098793,,0.157871265,-0.067088254,0.241194214
2019,Clackmannanshire,0.268802556,0.278012452,,0.265343357,,0.167445304,-0.12023146,0.219720318
2019,Dumfries and Galloway,0.181065114,0.219360367,,0.202113081,,0.137506385,-0.06489179,0.208524718
2019,Dundee City,0.278781686,0.317768205,,0.351281901,,0.258910261,-0.041249359,0.274766531
2019,East Ayrshire,0.254525373,0.28219456,,0.290733336,,0.226484017,-0.137414128,0.267274533
2019,East Dunbartonshire,0.260512241,0.354428316,,0.316799988,,0.367195939,0.015160308,0.350530471
2019,East Lothian,0.232098144,0.214885597,,0.20561281,,0.20138603,-0.003128435,0.208968512
2019,East Renfrewshire,0.376084086,0.415204526,,0.372173352,,0.309051061,-0.040833718,0.416909415
2019,"Edinburgh, City of",0.376898143,0.447733668,,0.426555162,,0.36090513,0.050666803,0.438249556
2019,Eilean Siar,0.012835745,0.083436358,,-0.067587373,,-0.005634783,-0.055563268,0.081655107
2019,Falkirk,0.186609956,0.273195091,,0.237699064,,0.1745499,-0.109102739,0.258152158
2019,Fife,0.318911161,0.364299929,,0.321036587,,0.283157136,-0.10277353,0.345227017
2019,Glasgow City,0.229245094,0.260298804,,0.273466292,,0.239876976,-0.089650996,0.266904735
2019,Highland,0.228846119,0.232143904,,0.242336585,,0.194834768,-0.103830548,0.238926439
2019,Inverclyde,0.284556543,0.368306871,,0.375803418,,0.293492465,-0.197966325,0.375166466
2019,Midlothian,0.246488754,0.297439499,,0.281557989,,0.251729246,-0.145626719,0.255115762
2019,Moray,0.131972321,0.164961892,,0.113237081,,0.090836804,-0.046790608,0.137330347
2019,North Ayrshire,0.272901868,0.301393839,,0.303178368,,0.253849321,-0.086511614,0.30501172
2019,North Lanarkshire,0.188623234,0.228907627,,0.210425206,,0.190206912,-0.054111116,0.212385096
2019,Orkney Islands,0.033557209,0.001243432,,0.031486878,,0.119087261,-0.127633233,0.119395897
2019,Perth and Kinross,0.245069514,0.283737324,,0.273487382,,0.227896078,-0.045511002,0.26008351
2019,Renfrewshire,0.266062393,0.366345561,,0.34635221,,0.33614089,-0.004576658,0.338111459
2019,Scottish Borders,0.218993493,0.239179407,,0.245612805,,0.188937992,-0.17436588,0.228650606
2019,Shetland Islands,0.095802809,0.102301192,,0.085646571,,0.088879505,-0.082278296,0.107285791
2019,South Ayrshire,0.257762582,0.333833741,,0.296636565,,0.282604593,0.015527041,0.318603956
2019,South Lanarkshire,0.215735426,0.268198729,,0.25140085,,0.195114323,-0.085988473,0.261522373
2019,Stirling,0.301301277,0.364255475,,0.347992951,,0.267681673,-0.043576722,0.343315965
2019,West Dunbartonshire,0.169553829,0.232333041,,0.211205893,,0.136258556,-0.01935953,0.218872449
2019,West Lothian,0.256197394,0.285472934,,0.265208366,,0.250123843,-0.055563073,0.26149581
2008,Scotland,0.233115295,,,,0.189099612,0.171153716,-0.061889879,
2009,Scotland,0.226775989,,,,0.181214562,0.17569117,-0.054969793,
2010,Scotland,0.235177381,,,,0.175300832,0.176655756,-0.060226749,
2011,Scotland,0.236344622,,,,0.137249934,0.175385558,-0.057939492,0.236919142
2012,Scotland,0.234796004,,,,0.154457708,0.189836618,-0.057619029,0.237008861
2013,Scotland,0.239172538,,,0.256855221,,0.207950316,-0.058483308,0.239011147
2014,Scotland,0.242454157,0.257763005,,0.251165665,,0.205007023,-0.059713641,0.245474557
2015,Scotland,0.239581266,0.26100751,,0.250857375,,0.195223724,-0.062426655,0.20093076
2016,Scotland,0.23296775,0.26409265,,0.24794309,,0.203435819,-0.062879197,0.228199001
2017,Scotland,0.23368409,0.269883709,,0.250474093,,0.208868974,-0.064951087,0.240340376
2018,Scotland,0.238424066,0.274902005,,0.256328645,,0.204690042,-0.071909488,0.252355662
2019,Scotland,0.233246864,0.271730009,,0.254961796,,0.216805786,-0.072784985,0.264825638
