"CPP","Year","Indicator","Type","value"
"Scotland","2017/18-2019/20","Attainment","Raw",5.57062420959579
"Scottish Borders","2011/12-2013/14","Attainment","Raw",5.53766666666667
"Scottish Borders","2012/13-2014/15","Attainment","Raw",5.57733333333333
"Scottish Borders","2013/14-2015/16","Attainment","Raw",5.571
"Scottish Borders","2014/15-2016/17","Attainment","Raw",5.583
"Scottish Borders","2015/16-2017/18","Attainment","Raw",5.56066666666667
"Scottish Borders","2016/17-2018/19","Attainment","Raw",5.57046333333333
"Scottish Borders","2017/18-2019/20","Attainment","Raw",5.58126433333333
"Shetland Islands","2011/12-2013/14","Attainment","Raw",5.55571428571429
"Shetland Islands","2012/13-2014/15","Attainment","Raw",5.58428571428571
"Shetland Islands","2013/14-2015/16","Attainment","Raw",5.60428571428571
"Shetland Islands","2014/15-2016/17","Attainment","Raw",5.68714285714286
"Shetland Islands","2015/16-2017/18","Attainment","Raw",5.71142857142857
"Shetland Islands","2016/17-2018/19","Attainment","Raw",5.73301428571429
"Shetland Islands","2017/18-2019/20","Attainment","Raw",5.70251714285714
"South Ayrshire","2011/12-2013/14","Attainment","Raw",5.5572
"South Ayrshire","2012/13-2014/15","Attainment","Raw",5.5544
"South Ayrshire","2013/14-2015/16","Attainment","Raw",5.5868
"South Ayrshire","2014/15-2016/17","Attainment","Raw",5.6316
"South Ayrshire","2015/16-2017/18","Attainment","Raw",5.634
"South Ayrshire","2016/17-2018/19","Attainment","Raw",5.6187832
"South Ayrshire","2017/18-2019/20","Attainment","Raw",5.6114524
"South Lanarkshire","2011/12-2013/14","Attainment","Raw",5.44536585365854
"South Lanarkshire","2012/13-2014/15","Attainment","Raw",5.43963414634146
"South Lanarkshire","2013/14-2015/16","Attainment","Raw",5.4740243902439
"South Lanarkshire","2014/15-2016/17","Attainment","Raw",5.51390243902439
"South Lanarkshire","2015/16-2017/18","Attainment","Raw",5.53573170731707
"South Lanarkshire","2016/17-2018/19","Attainment","Raw",5.54060658536585
"South Lanarkshire","2017/18-2019/20","Attainment","Raw",5.56795804878049
"Stirling","2011/12-2013/14","Attainment","Raw",5.59041666666667
"Stirling","2012/13-2014/15","Attainment","Raw",5.61333333333333
"Stirling","2013/14-2015/16","Attainment","Raw",5.65625
"Stirling","2014/15-2016/17","Attainment","Raw",5.67541666666667
"Stirling","2015/16-2017/18","Attainment","Raw",5.71291666666667
"Stirling","2016/17-2018/19","Attainment","Raw",5.69106708333333
"Stirling","2017/18-2019/20","Attainment","Raw",5.72208083333333
"West Dunbartonshire","2011/12-2013/14","Attainment","Raw",5.43388888888889
"West Dunbartonshire","2012/13-2014/15","Attainment","Raw",5.43333333333333
"West Dunbartonshire","2013/14-2015/16","Attainment","Raw",5.46166666666667
"West Dunbartonshire","2014/15-2016/17","Attainment","Raw",5.47944444444444
"West Dunbartonshire","2015/16-2017/18","Attainment","Raw",5.46333333333333
"West Dunbartonshire","2016/17-2018/19","Attainment","Raw",5.43788555555556
"West Dunbartonshire","2017/18-2019/20","Attainment","Raw",5.44182777777778
"West Lothian","2011/12-2013/14","Attainment","Raw",5.50162162162162
"West Lothian","2012/13-2014/15","Attainment","Raw",5.52405405405405
"West Lothian","2013/14-2015/16","Attainment","Raw",5.53135135135135
"West Lothian","2014/15-2016/17","Attainment","Raw",5.53972972972973
"West Lothian","2015/16-2017/18","Attainment","Raw",5.54864864864865
"West Lothian","2016/17-2018/19","Attainment","Raw",5.54711810810811
"West Lothian","2017/18-2019/20","Attainment","Raw",5.5626254054054
"West Lothian","2008-09","Employment Rate","Raw",74.7
"West Lothian","2009-10","Employment Rate","Raw",73.6
"West Lothian","2010-11","Employment Rate","Raw",72.3
"West Lothian","2011-12","Employment Rate","Raw",73.1
"West Lothian","2012-13","Employment Rate","Raw",73.5
"West Lothian","2013-14","Employment Rate","Raw",75.1
"West Lothian","2014-15","Employment Rate","Raw",74.7
"West Lothian","2015-16","Employment Rate","Raw",75.2
"West Lothian","2016-17","Employment Rate","Raw",75.3
"West Lothian","2017-18","Employment Rate","Raw",76.4
"West Lothian","2018-19","Employment Rate","Raw",77.3
"West Lothian","2019-20","Employment Rate","Raw",75.7
"West Dunbartonshire","2008-09","Employment Rate","Raw",69.4
"West Dunbartonshire","2009-10","Employment Rate","Raw",68.4
"West Dunbartonshire","2010-11","Employment Rate","Raw",68
"West Dunbartonshire","2011-12","Employment Rate","Raw",67.7
"West Dunbartonshire","2012-13","Employment Rate","Raw",66.5
"West Dunbartonshire","2013-14","Employment Rate","Raw",65.8
"West Dunbartonshire","2014-15","Employment Rate","Raw",67.6
"West Dunbartonshire","2015-16","Employment Rate","Raw",70
"West Dunbartonshire","2016-17","Employment Rate","Raw",71.9
"West Dunbartonshire","2017-18","Employment Rate","Raw",72.2
"West Dunbartonshire","2018-19","Employment Rate","Raw",72.4
"West Dunbartonshire","2019-20","Employment Rate","Raw",71.9
"Stirling","2008-09","Employment Rate","Raw",73.6
"Stirling","2009-10","Employment Rate","Raw",71.9
"Stirling","2010-11","Employment Rate","Raw",70.5
"Stirling","2011-12","Employment Rate","Raw",69.6
"Stirling","2012-13","Employment Rate","Raw",70.3
"Stirling","2013-14","Employment Rate","Raw",71.9
"Stirling","2014-15","Employment Rate","Raw",72.5
"Stirling","2015-16","Employment Rate","Raw",73.3
"Stirling","2016-17","Employment Rate","Raw",72.6
"Stirling","2017-18","Employment Rate","Raw",73.4
"Stirling","2018-19","Employment Rate","Raw",72.6
"Stirling","2019-20","Employment Rate","Raw",73.4
"South Lanarkshire","2008-09","Employment Rate","Raw",73.7
"South Lanarkshire","2009-10","Employment Rate","Raw",72.2
"South Lanarkshire","2010-11","Employment Rate","Raw",71.6
"South Lanarkshire","2011-12","Employment Rate","Raw",72.7
"South Lanarkshire","2012-13","Employment Rate","Raw",73
"South Lanarkshire","2013-14","Employment Rate","Raw",74
"South Lanarkshire","2014-15","Employment Rate","Raw",74.4
"South Lanarkshire","2015-16","Employment Rate","Raw",75.3
"South Lanarkshire","2016-17","Employment Rate","Raw",75
"South Lanarkshire","2017-18","Employment Rate","Raw",75.1
"South Lanarkshire","2018-19","Employment Rate","Raw",75.9
"South Lanarkshire","2019-20","Employment Rate","Raw",76.4
"South Ayrshire","2008-09","Employment Rate","Raw",71.8
"South Ayrshire","2009-10","Employment Rate","Raw",69.8
"South Ayrshire","2010-11","Employment Rate","Raw",67.8
"South Ayrshire","2011-12","Employment Rate","Raw",67.9
"South Ayrshire","2012-13","Employment Rate","Raw",69.7
"South Ayrshire","2013-14","Employment Rate","Raw",71.6
"South Ayrshire","2014-15","Employment Rate","Raw",72.5
"South Ayrshire","2015-16","Employment Rate","Raw",72.1
"South Ayrshire","2016-17","Employment Rate","Raw",72.1
"South Ayrshire","2017-18","Employment Rate","Raw",71.5
"South Ayrshire","2018-19","Employment Rate","Raw",72.5
"South Ayrshire","2019-20","Employment Rate","Raw",71.7
"Shetland Islands","2008-09","Employment Rate","Raw",85.3
"Shetland Islands","2009-10","Employment Rate","Raw",84.7
"Shetland Islands","2010-11","Employment Rate","Raw",83.8
"Shetland Islands","2011-12","Employment Rate","Raw",80.5
"Shetland Islands","2012-13","Employment Rate","Raw",81
"Shetland Islands","2013-14","Employment Rate","Raw",80.3
"Shetland Islands","2014-15","Employment Rate","Raw",84.7
"Shetland Islands","2015-16","Employment Rate","Raw",84.8
"Shetland Islands","2016-17","Employment Rate","Raw",85.5
"Shetland Islands","2017-18","Employment Rate","Raw",83.8
"Shetland Islands","2018-19","Employment Rate","Raw",80.4
"Shetland Islands","2019-20","Employment Rate","Raw",76.5
"Scottish Borders","2008-09","Employment Rate","Raw",76.4
"Scottish Borders","2009-10","Employment Rate","Raw",74.2
"Scottish Borders","2010-11","Employment Rate","Raw",72.5
"Scottish Borders","2011-12","Employment Rate","Raw",72.6
"Scottish Borders","2012-13","Employment Rate","Raw",73.8
"Scottish Borders","2013-14","Employment Rate","Raw",75.4
"Scottish Borders","2014-15","Employment Rate","Raw",76.5
"Scottish Borders","2015-16","Employment Rate","Raw",75.9
"Scottish Borders","2016-17","Employment Rate","Raw",74.9
"Scottish Borders","2017-18","Employment Rate","Raw",74.6
"Scottish Borders","2018-19","Employment Rate","Raw",74.8
"Scottish Borders","2019-20","Employment Rate","Raw",74.9
"Renfrewshire","2008-09","Employment Rate","Raw",72.4
"Renfrewshire","2009-10","Employment Rate","Raw",70.1
"Renfrewshire","2010-11","Employment Rate","Raw",68.3
"Renfrewshire","2011-12","Employment Rate","Raw",68.6
"Renfrewshire","2012-13","Employment Rate","Raw",70.4
"Renfrewshire","2013-14","Employment Rate","Raw",72.3
"Renfrewshire","2014-15","Employment Rate","Raw",73.4
"Renfrewshire","2015-16","Employment Rate","Raw",74.1
"Renfrewshire","2016-17","Employment Rate","Raw",75.7
"Renfrewshire","2017-18","Employment Rate","Raw",76.2
"Renfrewshire","2018-19","Employment Rate","Raw",76.7
"Renfrewshire","2019-20","Employment Rate","Raw",75.9
"Perth and Kinross","2008-09","Employment Rate","Raw",75.2
"Perth and Kinross","2009-10","Employment Rate","Raw",74.8
"Perth and Kinross","2010-11","Employment Rate","Raw",74.6
"Perth and Kinross","2011-12","Employment Rate","Raw",74.9
"Perth and Kinross","2012-13","Employment Rate","Raw",75.2
"Perth and Kinross","2013-14","Employment Rate","Raw",75.8
"Perth and Kinross","2014-15","Employment Rate","Raw",77.2
"Perth and Kinross","2015-16","Employment Rate","Raw",77.6
"Perth and Kinross","2016-17","Employment Rate","Raw",77.2
"Perth and Kinross","2017-18","Employment Rate","Raw",78.1
"Perth and Kinross","2018-19","Employment Rate","Raw",79.2
"Perth and Kinross","2019-20","Employment Rate","Raw",78.1
"Orkney Islands","2008-09","Employment Rate","Raw",83.6
"Orkney Islands","2009-10","Employment Rate","Raw",82.1
"Orkney Islands","2010-11","Employment Rate","Raw",81.1
"Orkney Islands","2011-12","Employment Rate","Raw",80.4
"Orkney Islands","2012-13","Employment Rate","Raw",81.6
"Orkney Islands","2013-14","Employment Rate","Raw",84.6
"Orkney Islands","2014-15","Employment Rate","Raw",85.3
"Orkney Islands","2015-16","Employment Rate","Raw",87.2
"Orkney Islands","2016-17","Employment Rate","Raw",87.6
"Orkney Islands","2017-18","Employment Rate","Raw",88.7
"Orkney Islands","2018-19","Employment Rate","Raw",88.6
"Orkney Islands","2019-20","Employment Rate","Raw",86.6
"North Lanarkshire","2008-09","Employment Rate","Raw",70.3
"North Lanarkshire","2009-10","Employment Rate","Raw",70.2
"North Lanarkshire","2010-11","Employment Rate","Raw",69.6
"North Lanarkshire","2011-12","Employment Rate","Raw",69.5
"North Lanarkshire","2012-13","Employment Rate","Raw",69.6
"North Lanarkshire","2013-14","Employment Rate","Raw",70.3
"North Lanarkshire","2014-15","Employment Rate","Raw",71.1
"North Lanarkshire","2015-16","Employment Rate","Raw",72.4
"North Lanarkshire","2016-17","Employment Rate","Raw",73.6
"North Lanarkshire","2017-18","Employment Rate","Raw",74.7
"North Lanarkshire","2018-19","Employment Rate","Raw",74.4
"North Lanarkshire","2019-20","Employment Rate","Raw",71.9
"North Ayrshire","2008-09","Employment Rate","Raw",67.3
"North Ayrshire","2009-10","Employment Rate","Raw",65
"North Ayrshire","2010-11","Employment Rate","Raw",62.9
"North Ayrshire","2011-12","Employment Rate","Raw",61.8
"North Ayrshire","2012-13","Employment Rate","Raw",62.1
"North Ayrshire","2013-14","Employment Rate","Raw",64.3
"North Ayrshire","2014-15","Employment Rate","Raw",65
"North Ayrshire","2015-16","Employment Rate","Raw",65.8
"North Ayrshire","2016-17","Employment Rate","Raw",66.5
"North Ayrshire","2017-18","Employment Rate","Raw",68.5
"North Ayrshire","2018-19","Employment Rate","Raw",70.3
"North Ayrshire","2019-20","Employment Rate","Raw",69
"Na h-Eileanan Siar","2008-09","Employment Rate","Raw",75.5
"Na h-Eileanan Siar","2009-10","Employment Rate","Raw",71.2
"Na h-Eileanan Siar","2010-11","Employment Rate","Raw",69.1
"Na h-Eileanan Siar","2011-12","Employment Rate","Raw",68.2
"Na h-Eileanan Siar","2012-13","Employment Rate","Raw",71.4
"Na h-Eileanan Siar","2013-14","Employment Rate","Raw",73.3
"Na h-Eileanan Siar","2014-15","Employment Rate","Raw",75.7
"Na h-Eileanan Siar","2015-16","Employment Rate","Raw",76.4
"Na h-Eileanan Siar","2016-17","Employment Rate","Raw",78.8
"Na h-Eileanan Siar","2017-18","Employment Rate","Raw",80.1
"Na h-Eileanan Siar","2018-19","Employment Rate","Raw",81.7
"Na h-Eileanan Siar","2019-20","Employment Rate","Raw",81.4
"Moray","2008-09","Employment Rate","Raw",78.9
"Moray","2009-10","Employment Rate","Raw",79
"Moray","2010-11","Employment Rate","Raw",78.2
"Moray","2011-12","Employment Rate","Raw",78.6
"Moray","2012-13","Employment Rate","Raw",78.3
"Moray","2013-14","Employment Rate","Raw",77.5
"Moray","2014-15","Employment Rate","Raw",75.9
"Moray","2015-16","Employment Rate","Raw",74.6
"Moray","2016-17","Employment Rate","Raw",73.9
"Moray","2017-18","Employment Rate","Raw",74
"Moray","2018-19","Employment Rate","Raw",74.9
"Moray","2019-20","Employment Rate","Raw",74.5
"Midlothian","2008-09","Employment Rate","Raw",77
"Midlothian","2009-10","Employment Rate","Raw",74.8
"Midlothian","2010-11","Employment Rate","Raw",74.3
"Midlothian","2011-12","Employment Rate","Raw",74.1
"Midlothian","2012-13","Employment Rate","Raw",74.6
"Midlothian","2013-14","Employment Rate","Raw",74.4
"Midlothian","2014-15","Employment Rate","Raw",74.1
"Midlothian","2015-16","Employment Rate","Raw",75.5
"Midlothian","2016-17","Employment Rate","Raw",77.2
"Midlothian","2017-18","Employment Rate","Raw",79.2
"Midlothian","2018-19","Employment Rate","Raw",80.3
"Midlothian","2019-20","Employment Rate","Raw",78.7
"Inverclyde","2008-09","Employment Rate","Raw",69.1
"Inverclyde","2009-10","Employment Rate","Raw",69.3
"Inverclyde","2010-11","Employment Rate","Raw",68.3
"Inverclyde","2011-12","Employment Rate","Raw",67.6
"Inverclyde","2012-13","Employment Rate","Raw",67.3
"Inverclyde","2013-14","Employment Rate","Raw",68.4
"Inverclyde","2014-15","Employment Rate","Raw",69.1
"Inverclyde","2015-16","Employment Rate","Raw",69.7
"Inverclyde","2016-17","Employment Rate","Raw",70.1
"Inverclyde","2017-18","Employment Rate","Raw",71.9
"Inverclyde","2018-19","Employment Rate","Raw",71.1
"Inverclyde","2019-20","Employment Rate","Raw",71
"Highland","2008-09","Employment Rate","Raw",80.3
"Highland","2009-10","Employment Rate","Raw",79.4
"Highland","2010-11","Employment Rate","Raw",79.5
"Highland","2011-12","Employment Rate","Raw",77.7
"Highland","2012-13","Employment Rate","Raw",76.3
"Highland","2013-14","Employment Rate","Raw",76
"Highland","2014-15","Employment Rate","Raw",77.2
"Highland","2015-16","Employment Rate","Raw",79.1
"Highland","2016-17","Employment Rate","Raw",80.1
"Highland","2017-18","Employment Rate","Raw",80.3
"Highland","2018-19","Employment Rate","Raw",80.3
"Highland","2019-20","Employment Rate","Raw",79
"Glasgow City","2008-09","Employment Rate","Raw",63.8
"Glasgow City","2009-10","Employment Rate","Raw",62.4
"Glasgow City","2010-11","Employment Rate","Raw",62
"Glasgow City","2011-12","Employment Rate","Raw",60.9
"Glasgow City","2012-13","Employment Rate","Raw",61.7
"Glasgow City","2013-14","Employment Rate","Raw",62.7
"Glasgow City","2014-15","Employment Rate","Raw",65
"Glasgow City","2015-16","Employment Rate","Raw",66.1
"Glasgow City","2016-17","Employment Rate","Raw",66.4
"Glasgow City","2017-18","Employment Rate","Raw",66.5
"Glasgow City","2018-19","Employment Rate","Raw",66.1
"Glasgow City","2019-20","Employment Rate","Raw",67.3
"Fife","2008-09","Employment Rate","Raw",73
"Fife","2009-10","Employment Rate","Raw",72.1
"Fife","2010-11","Employment Rate","Raw",70.8
"Fife","2011-12","Employment Rate","Raw",70.4
"Fife","2012-13","Employment Rate","Raw",70.4
"Fife","2013-14","Employment Rate","Raw",71.2
"Fife","2014-15","Employment Rate","Raw",72.2
"Fife","2015-16","Employment Rate","Raw",73.2
"Fife","2016-17","Employment Rate","Raw",73.7
"Fife","2017-18","Employment Rate","Raw",74
"Fife","2018-19","Employment Rate","Raw",73.3
"Fife","2019-20","Employment Rate","Raw",72.3
"Falkirk","2008-09","Employment Rate","Raw",74.3
"Falkirk","2009-10","Employment Rate","Raw",73.2
"Falkirk","2010-11","Employment Rate","Raw",72.2
"Falkirk","2011-12","Employment Rate","Raw",72.4
"Falkirk","2012-13","Employment Rate","Raw",72.7
"Falkirk","2013-14","Employment Rate","Raw",73
"Falkirk","2014-15","Employment Rate","Raw",73.8
"Falkirk","2015-16","Employment Rate","Raw",74.8
"Falkirk","2016-17","Employment Rate","Raw",76
"Falkirk","2017-18","Employment Rate","Raw",76.1
"Falkirk","2018-19","Employment Rate","Raw",75.1
"Falkirk","2019-20","Employment Rate","Raw",75
"East Renfrewshire","2008-09","Employment Rate","Raw",74.4
"East Renfrewshire","2009-10","Employment Rate","Raw",73.3
"East Renfrewshire","2010-11","Employment Rate","Raw",72.4
"East Renfrewshire","2011-12","Employment Rate","Raw",72.8
"East Renfrewshire","2012-13","Employment Rate","Raw",73.4
"East Renfrewshire","2013-14","Employment Rate","Raw",74.1
"East Renfrewshire","2014-15","Employment Rate","Raw",74.7
"East Renfrewshire","2015-16","Employment Rate","Raw",75.4
"East Renfrewshire","2016-17","Employment Rate","Raw",75.8
"East Renfrewshire","2017-18","Employment Rate","Raw",75.1
"East Renfrewshire","2018-19","Employment Rate","Raw",74.6
"East Renfrewshire","2019-20","Employment Rate","Raw",73.5
"East Lothian","2008-09","Employment Rate","Raw",75.4
"East Lothian","2009-10","Employment Rate","Raw",74.3
"East Lothian","2010-11","Employment Rate","Raw",73.2
"East Lothian","2011-12","Employment Rate","Raw",73.3
"East Lothian","2012-13","Employment Rate","Raw",74.1
"East Lothian","2013-14","Employment Rate","Raw",74.9
"East Lothian","2014-15","Employment Rate","Raw",74.8
"East Lothian","2015-16","Employment Rate","Raw",74.8
"East Lothian","2016-17","Employment Rate","Raw",75.9
"East Lothian","2017-18","Employment Rate","Raw",77.3
"East Lothian","2018-19","Employment Rate","Raw",79
"East Lothian","2019-20","Employment Rate","Raw",78
"East Dunbartonshire","2008-09","Employment Rate","Raw",75.2
"East Dunbartonshire","2009-10","Employment Rate","Raw",74
"East Dunbartonshire","2010-11","Employment Rate","Raw",73.4
"East Dunbartonshire","2011-12","Employment Rate","Raw",73.7
"East Dunbartonshire","2012-13","Employment Rate","Raw",74.6
"East Dunbartonshire","2013-14","Employment Rate","Raw",74.6
"East Dunbartonshire","2014-15","Employment Rate","Raw",74.5
"East Dunbartonshire","2015-16","Employment Rate","Raw",74.5
"East Dunbartonshire","2016-17","Employment Rate","Raw",75.9
"East Dunbartonshire","2017-18","Employment Rate","Raw",76.8
"East Dunbartonshire","2018-19","Employment Rate","Raw",76.9
"East Dunbartonshire","2019-20","Employment Rate","Raw",76.4
"East Ayrshire","2008-09","Employment Rate","Raw",70
"East Ayrshire","2009-10","Employment Rate","Raw",69.6
"East Ayrshire","2010-11","Employment Rate","Raw",68.6
"East Ayrshire","2011-12","Employment Rate","Raw",68.3
"East Ayrshire","2012-13","Employment Rate","Raw",67.8
"East Ayrshire","2013-14","Employment Rate","Raw",68.4
"East Ayrshire","2014-15","Employment Rate","Raw",68.8
"East Ayrshire","2015-16","Employment Rate","Raw",68.1
"East Ayrshire","2016-17","Employment Rate","Raw",68.9
"East Ayrshire","2017-18","Employment Rate","Raw",69.7
"East Ayrshire","2018-19","Employment Rate","Raw",71.5
"East Ayrshire","2019-20","Employment Rate","Raw",72.2
"Dundee City","2008-09","Employment Rate","Raw",68.7
"Dundee City","2009-10","Employment Rate","Raw",68.4
"Dundee City","2010-11","Employment Rate","Raw",67.9
"Dundee City","2011-12","Employment Rate","Raw",67.2
"Dundee City","2012-13","Employment Rate","Raw",63.6
"Dundee City","2013-14","Employment Rate","Raw",63.5
"Dundee City","2014-15","Employment Rate","Raw",62.7
"Dundee City","2015-16","Employment Rate","Raw",64.8
"Dundee City","2016-17","Employment Rate","Raw",64.3
"Dundee City","2017-18","Employment Rate","Raw",65.3
"Dundee City","2018-19","Employment Rate","Raw",67.2
"Dundee City","2019-20","Employment Rate","Raw",69.6
"Dumfries and Galloway","2008-09","Employment Rate","Raw",74.1
"Dumfries and Galloway","2009-10","Employment Rate","Raw",72.6
"Dumfries and Galloway","2010-11","Employment Rate","Raw",71
"Dumfries and Galloway","2011-12","Employment Rate","Raw",69.1
"Dumfries and Galloway","2012-13","Employment Rate","Raw",69.4
"Dumfries and Galloway","2013-14","Employment Rate","Raw",70.8
"Dumfries and Galloway","2014-15","Employment Rate","Raw",73.3
"Dumfries and Galloway","2015-16","Employment Rate","Raw",74.2
"Dumfries and Galloway","2016-17","Employment Rate","Raw",75.5
"Dumfries and Galloway","2017-18","Employment Rate","Raw",74.3
"Dumfries and Galloway","2018-19","Employment Rate","Raw",74.4
"Dumfries and Galloway","2019-20","Employment Rate","Raw",71.2
"Clackmannanshire","2008-09","Employment Rate","Raw",69.4
"Clackmannanshire","2009-10","Employment Rate","Raw",71.6
"Clackmannanshire","2010-11","Employment Rate","Raw",70.9
"Clackmannanshire","2011-12","Employment Rate","Raw",68.9
"Clackmannanshire","2012-13","Employment Rate","Raw",66.4
"Clackmannanshire","2013-14","Employment Rate","Raw",67.1
"Clackmannanshire","2014-15","Employment Rate","Raw",68.4
"Clackmannanshire","2015-16","Employment Rate","Raw",69.1
"Clackmannanshire","2016-17","Employment Rate","Raw",70.7
"Clackmannanshire","2017-18","Employment Rate","Raw",71.9
"Clackmannanshire","2018-19","Employment Rate","Raw",73.1
"Clackmannanshire","2019-20","Employment Rate","Raw",73.1
"City of Edinburgh","2008-09","Employment Rate","Raw",73.1
"City of Edinburgh","2009-10","Employment Rate","Raw",72.1
"City of Edinburgh","2010-11","Employment Rate","Raw",70.6
"City of Edinburgh","2011-12","Employment Rate","Raw",71.6
"City of Edinburgh","2012-13","Employment Rate","Raw",72
"City of Edinburgh","2013-14","Employment Rate","Raw",72.8
"City of Edinburgh","2014-15","Employment Rate","Raw",72.5
"City of Edinburgh","2015-16","Employment Rate","Raw",72.8
"City of Edinburgh","2016-17","Employment Rate","Raw",73.5
"City of Edinburgh","2017-18","Employment Rate","Raw",75.3
"City of Edinburgh","2018-19","Employment Rate","Raw",76.1
"City of Edinburgh","2019-20","Employment Rate","Raw",76
"Argyll and Bute","2008-09","Employment Rate","Raw",74.9
"Argyll and Bute","2009-10","Employment Rate","Raw",73.3
"Argyll and Bute","2010-11","Employment Rate","Raw",72.3
"Argyll and Bute","2011-12","Employment Rate","Raw",71.4
"Argyll and Bute","2012-13","Employment Rate","Raw",72.1
"Argyll and Bute","2013-14","Employment Rate","Raw",73.9
"Argyll and Bute","2014-15","Employment Rate","Raw",75.6
"Argyll and Bute","2015-16","Employment Rate","Raw",76.9
"Argyll and Bute","2016-17","Employment Rate","Raw",77
"Argyll and Bute","2017-18","Employment Rate","Raw",76.5
"Argyll and Bute","2018-19","Employment Rate","Raw",75.6
"Argyll and Bute","2019-20","Employment Rate","Raw",75.2
"Angus","2008-09","Employment Rate","Raw",76.3
"Angus","2009-10","Employment Rate","Raw",74.9
"Angus","2010-11","Employment Rate","Raw",73
"Angus","2011-12","Employment Rate","Raw",72.5
"Angus","2012-13","Employment Rate","Raw",72.3
"Angus","2013-14","Employment Rate","Raw",72.6
"Angus","2014-15","Employment Rate","Raw",73.6
"Angus","2015-16","Employment Rate","Raw",75
"Angus","2016-17","Employment Rate","Raw",76
"Angus","2017-18","Employment Rate","Raw",76.3
"Angus","2018-19","Employment Rate","Raw",76.3
"Angus","2019-20","Employment Rate","Raw",75.1
"Aberdeenshire","2008-09","Employment Rate","Raw",80.2
"Aberdeenshire","2009-10","Employment Rate","Raw",80.5
"Aberdeenshire","2010-11","Employment Rate","Raw",79.9
"Aberdeenshire","2011-12","Employment Rate","Raw",80.3
"Aberdeenshire","2012-13","Employment Rate","Raw",79.5
"Aberdeenshire","2013-14","Employment Rate","Raw",80.3
"Aberdeenshire","2014-15","Employment Rate","Raw",80
"Aberdeenshire","2015-16","Employment Rate","Raw",79.8
"Aberdeenshire","2016-17","Employment Rate","Raw",79.8
"Aberdeenshire","2017-18","Employment Rate","Raw",80.1
"Aberdeenshire","2018-19","Employment Rate","Raw",81.1
"Aberdeenshire","2019-20","Employment Rate","Raw",79.4
"Aberdeen City","2008-09","Employment Rate","Raw",78.3
"Aberdeen City","2009-10","Employment Rate","Raw",78.1
"Aberdeen City","2010-11","Employment Rate","Raw",77
"Aberdeen City","2011-12","Employment Rate","Raw",76.1
"Aberdeen City","2012-13","Employment Rate","Raw",75.2
"Aberdeen City","2013-14","Employment Rate","Raw",75.9
"Aberdeen City","2014-15","Employment Rate","Raw",76.1
"Aberdeen City","2015-16","Employment Rate","Raw",75.5
"Aberdeen City","2016-17","Employment Rate","Raw",74.9
"Aberdeen City","2017-18","Employment Rate","Raw",74.5
"Aberdeen City","2018-19","Employment Rate","Raw",76.5
"Aberdeen City","2019-20","Employment Rate","Raw",76
"Scotland","2008-09","Employment Rate","Raw",74.2375
"Scotland","2009-10","Employment Rate","Raw",73.159375
"Scotland","2010-11","Employment Rate","Raw",72.1125
"Scotland","2011-12","Employment Rate","Raw",71.7
"Scotland","2012-13","Employment Rate","Raw",71.86875
"Scotland","2013-14","Employment Rate","Raw",72.7125
"Scotland","2014-15","Employment Rate","Raw",73.528125
"Scotland","2015-16","Employment Rate","Raw",74.1875
"Scotland","2016-17","Employment Rate","Raw",74.759375
"Scotland","2017-18","Employment Rate","Raw",75.2625
"Scotland","2018-19","Employment Rate","Raw",75.63125
"Scotland","2019-20","Employment Rate","Raw",74.903125
"Aberdeen City","2013","Out of Work Benefits","Raw",7.91385767790262
"Aberdeen City","2014","Out of Work Benefits","Raw",7.07759155803849
"Aberdeen City","2015","Out of Work Benefits","Raw",7.07279457125231
"Aberdeen City","2016","Out of Work Benefits","Raw",8.16417910447761
"Aberdeen City","2017","Out of Work Benefits","Raw",8.28238993710692
"Aberdeen City","2018","Out of Work Benefits","Raw",8.1704834605598
"Aberdeen City","2019","Out of Work Benefits","Raw",8.20050922978994
"Aberdeen City","2020","Out of Work Benefits","Raw",11.7466496490108
"Aberdeenshire","2013","Out of Work Benefits","Raw",5.86630369026013
"Aberdeenshire","2014","Out of Work Benefits","Raw",5.26369656833233
"Aberdeenshire","2015","Out of Work Benefits","Raw",5.27584134615385
"Aberdeenshire","2016","Out of Work Benefits","Raw",6.197583081571
"Aberdeenshire","2017","Out of Work Benefits","Raw",6.25776965265082
"Aberdeenshire","2018","Out of Work Benefits","Raw",6.07318573185732
"Aberdeenshire","2019","Out of Work Benefits","Raw",6.36933581626319
"Aberdeenshire","2020","Out of Work Benefits","Raw",9.235625
"Angus","2013","Out of Work Benefits","Raw",9.75418994413408
"Angus","2014","Out of Work Benefits","Raw",9.08683473389356
"Angus","2015","Out of Work Benefits","Raw",8.93679775280899
"Angus","2016","Out of Work Benefits","Raw",9.42492917847026
"Angus","2017","Out of Work Benefits","Raw",9.7977207977208
"Angus","2018","Out of Work Benefits","Raw",9.93956834532374
"Angus","2019","Out of Work Benefits","Raw",10.9105339105339
"Angus","2020","Out of Work Benefits","Raw",14.632801161103
"Argyll and Bute","2013","Out of Work Benefits","Raw",10.4794776119403
"Argyll and Bute","2014","Out of Work Benefits","Raw",9.56603773584906
"Argyll and Bute","2015","Out of Work Benefits","Raw",9.30210325047801
"Argyll and Bute","2016","Out of Work Benefits","Raw",9.20458891013384
"Argyll and Bute","2017","Out of Work Benefits","Raw",9.3011583011583
