"CPP","Year","Indicator","Type","value"
"Moray","2020/21","Healthy Birthweight","Raw",88.663967611336
"North Ayrshire","2020/21","Healthy Birthweight","Raw",88.2946518668012
"Orkney Islands","2020/21","Healthy Birthweight","Raw",83.7037037037037
"Scottish Borders","2020/21","Healthy Birthweight","Raw",88.0577427821522
"Shetland Islands","2020/21","Healthy Birthweight","Raw",87.7906976744186
"South Ayrshire","2020/21","Healthy Birthweight","Raw",88.7381275440977
"South Lanarkshire","2020/21","Healthy Birthweight","Raw",90.2551381998583
"Stirling","2020/21","Healthy Birthweight","Raw",87.3261205564142
"Aberdeen City","2020/21","Healthy Birthweight","Raw",91.1852589641434
"Aberdeenshire","2020/21","Healthy Birthweight","Raw",89.4449950445986
"Argyll and Bute","2020/21","Healthy Birthweight","Raw",89.3805309734513
"Edinburgh, City of","2020/21","Healthy Birthweight","Raw",89.3577981651376
"Renfrewshire","2020/21","Healthy Birthweight","Raw",89.2317793827971
"West Dunbartonshire","2020/21","Healthy Birthweight","Raw",89.9070385126162
"West Lothian","2020/21","Healthy Birthweight","Raw",88.5266457680251
"Angus","2020/21","Healthy Birthweight","Raw",87.956204379562
"Dundee City","2020/21","Healthy Birthweight","Raw",90.6148867313916
"East Dunbartonshire","2020/21","Healthy Birthweight","Raw",88.1733021077283
"Fife","2020/21","Healthy Birthweight","Raw",88.6913229018492
"Perth and Kinross","2020/21","Healthy Birthweight","Raw",87.6611418047882
"Glasgow City","2020/21","Healthy Birthweight","Raw",91.0738950276243
"North Lanarkshire","2020/21","Healthy Birthweight","Raw",88.7787723785166
"Scotland","2008/09","Healthy Birthweight","Raw",88.9200428730157
"Scotland","2009/10","Healthy Birthweight","Raw",89.1284194604113
"Scotland","2010/11","Healthy Birthweight","Raw",89.6559730785433
"Scotland","2011/12","Healthy Birthweight","Raw",88.985330066075
"Scotland","2012/13","Healthy Birthweight","Raw",89.0181826366046
"Scotland","2013/14","Healthy Birthweight","Raw",89.4891089740469
"Scotland","2014/15","Healthy Birthweight","Raw",89.1970434601053
"Scotland","2015/16","Healthy Birthweight","Raw",89.3879490471929
"Scotland","2016/17","Healthy Birthweight","Raw",89.3660478541179
"Scotland","2017/18","Healthy Birthweight","Raw",88.569426518551
"Scotland","2018/19","Healthy Birthweight","Raw",90.0499904267977
"Scotland","2019/20","Healthy Birthweight","Raw",89.7572688391764
"Scotland","2020/21","Healthy Birthweight","Raw",89.0390383323773
