"CPP","Year","Indicator","Type","value"
"Highland",2019,"Out of Work Benefits","Raw",9.62590288505699
"Highland",2020,"Out of Work Benefits","Raw",14.0199665591616
"Highland",2021,"Out of Work Benefits","Raw",13.2855583044241
"Inverclyde",2013,"Out of Work Benefits","Raw",18.1418840467528
"Inverclyde",2014,"Out of Work Benefits","Raw",17.0048574114698
"Inverclyde",2015,"Out of Work Benefits","Raw",16.0318306577414
"Inverclyde",2016,"Out of Work Benefits","Raw",16.0171519744715
"Inverclyde",2017,"Out of Work Benefits","Raw",16.3994696239151
"Inverclyde",2018,"Out of Work Benefits","Raw",17.4786324786325
"Inverclyde",2019,"Out of Work Benefits","Raw",18.3799215428536
"Inverclyde",2020,"Out of Work Benefits","Raw",21.7581824223293
"Inverclyde",2021,"Out of Work Benefits","Raw",22.0145661546189
"Midlothian",2013,"Out of Work Benefits","Raw",11.7874630882518
"Midlothian",2014,"Out of Work Benefits","Raw",10.8583857113892
"Midlothian",2015,"Out of Work Benefits","Raw",10.1878731445473
"Midlothian",2016,"Out of Work Benefits","Raw",9.99746991000108
"Midlothian",2017,"Out of Work Benefits","Raw",9.45972407654651
"Midlothian",2018,"Out of Work Benefits","Raw",10.3154034660884
"Midlothian",2019,"Out of Work Benefits","Raw",10.4772074784679
"Midlothian",2020,"Out of Work Benefits","Raw",14.6509888504288
"Midlothian",2021,"Out of Work Benefits","Raw",14.1614843162714
"Moray",2013,"Out of Work Benefits","Raw",8.15713538414809
"Moray",2014,"Out of Work Benefits","Raw",7.62873705024421
"Moray",2015,"Out of Work Benefits","Raw",7.50431909290662
"Moray",2016,"Out of Work Benefits","Raw",7.90780912876951
"Moray",2017,"Out of Work Benefits","Raw",8.15982750488511
"Moray",2018,"Out of Work Benefits","Raw",7.95431403163397
"Moray",2019,"Out of Work Benefits","Raw",8.66873590121949
"Moray",2020,"Out of Work Benefits","Raw",11.9961776048599
"Moray",2021,"Out of Work Benefits","Raw",12.0149317044201
"North Ayrshire",2013,"Out of Work Benefits","Raw",17.3712052056269
"North Ayrshire",2014,"Out of Work Benefits","Raw",16.1852648497884
"North Ayrshire",2015,"Out of Work Benefits","Raw",15.7249676061863
"North Ayrshire",2016,"Out of Work Benefits","Raw",15.7203567366972
"North Ayrshire",2017,"Out of Work Benefits","Raw",15.5827291418678
"North Ayrshire",2018,"Out of Work Benefits","Raw",16.0301361220974
"North Ayrshire",2019,"Out of Work Benefits","Raw",17.5324198678737
"North Ayrshire",2020,"Out of Work Benefits","Raw",22.3278231820815
"North Ayrshire",2021,"Out of Work Benefits","Raw",21.9473067193188
"North Lanarkshire",2013,"Out of Work Benefits","Raw",15.7863684635703
"North Lanarkshire",2014,"Out of Work Benefits","Raw",14.9425705974206
"North Lanarkshire",2015,"Out of Work Benefits","Raw",13.9975837151519
"North Lanarkshire",2016,"Out of Work Benefits","Raw",13.6606646811844
"North Lanarkshire",2017,"Out of Work Benefits","Raw",13.4691889628301
"North Lanarkshire",2018,"Out of Work Benefits","Raw",12.9768589688032
"North Lanarkshire",2019,"Out of Work Benefits","Raw",14.3814797092533
"North Lanarkshire",2020,"Out of Work Benefits","Raw",18.8686652879923
"North Lanarkshire",2021,"Out of Work Benefits","Raw",18.4329631623612
"Orkney Islands",2013,"Out of Work Benefits","Raw",6.6350007421701
"Orkney Islands",2014,"Out of Work Benefits","Raw",6.2663771805046
"Orkney Islands",2015,"Out of Work Benefits","Raw",6.17191591232139
"Orkney Islands",2016,"Out of Work Benefits","Raw",6.62826363432333
"Orkney Islands",2017,"Out of Work Benefits","Raw",6.62083395606038
"Orkney Islands",2018,"Out of Work Benefits","Raw",6.43453623620638
"Orkney Islands",2019,"Out of Work Benefits","Raw",6.83754296816619
"Orkney Islands",2020,"Out of Work Benefits","Raw",9.47258329598088
"Orkney Islands",2021,"Out of Work Benefits","Raw",9.11727522867554
"Perth and Kinross",2013,"Out of Work Benefits","Raw",8.62510394327979
"Perth and Kinross",2014,"Out of Work Benefits","Raw",7.83452235949191
"Perth and Kinross",2015,"Out of Work Benefits","Raw",7.45098039215686
"Perth and Kinross",2016,"Out of Work Benefits","Raw",7.4070460704607
"Perth and Kinross",2017,"Out of Work Benefits","Raw",7.51313333043894
"Perth and Kinross",2018,"Out of Work Benefits","Raw",7.52623655444767
"Perth and Kinross",2019,"Out of Work Benefits","Raw",8.15638802551938
"Perth and Kinross",2020,"Out of Work Benefits","Raw",12.0187413107971
"Perth and Kinross",2021,"Out of Work Benefits","Raw",11.759941248893
"Renfrewshire",2013,"Out of Work Benefits","Raw",14.5152703589998
"Renfrewshire",2014,"Out of Work Benefits","Raw",13.4803594762527
"Renfrewshire",2015,"Out of Work Benefits","Raw",12.6550692205912
"Renfrewshire",2016,"Out of Work Benefits","Raw",12.2927165058997
"Renfrewshire",2017,"Out of Work Benefits","Raw",12.2686506855933
"Renfrewshire",2018,"Out of Work Benefits","Raw",12.1174484610473
"Renfrewshire",2019,"Out of Work Benefits","Raw",12.4275746872444
"Renfrewshire",2020,"Out of Work Benefits","Raw",16.7711094693842
"Renfrewshire",2021,"Out of Work Benefits","Raw",16.2947452215521
"Scotland",2013,"Out of Work Benefits","Raw",12.6265449064531
"Scotland",2014,"Out of Work Benefits","Raw",11.6982482384493
"Scotland",2015,"Out of Work Benefits","Raw",11.0743758877892
"Scotland",2016,"Out of Work Benefits","Raw",10.9669503494482
"Scotland",2017,"Out of Work Benefits","Raw",10.9064605007853
"Scotland",2018,"Out of Work Benefits","Raw",10.9118323806208
"Scotland",2019,"Out of Work Benefits","Raw",11.5240105233124
"Scotland",2020,"Out of Work Benefits","Raw",15.6704990385433
"Scotland",2021,"Out of Work Benefits","Raw",15.5039165641489
"Scottish Borders",2013,"Out of Work Benefits","Raw",9.82541909541924
"Scottish Borders",2014,"Out of Work Benefits","Raw",9.23209160705701
"Scottish Borders",2015,"Out of Work Benefits","Raw",8.82486421596615
"Scottish Borders",2016,"Out of Work Benefits","Raw",8.85846086256132
"Scottish Borders",2017,"Out of Work Benefits","Raw",8.92598286843839
"Scottish Borders",2018,"Out of Work Benefits","Raw",9.10879170887098
"Scottish Borders",2019,"Out of Work Benefits","Raw",9.72285659560048
"Scottish Borders",2020,"Out of Work Benefits","Raw",13.61165567635
"Scottish Borders",2021,"Out of Work Benefits","Raw",13.4531799769374
"Shetland Islands",2013,"Out of Work Benefits","Raw",6.37893593919653
"Shetland Islands",2014,"Out of Work Benefits","Raw",5.60779503952031
"Shetland Islands",2015,"Out of Work Benefits","Raw",5.56125589985635
"Shetland Islands",2016,"Out of Work Benefits","Raw",6.02169733589673
"Shetland Islands",2017,"Out of Work Benefits","Raw",6.12600069613644
"Shetland Islands",2018,"Out of Work Benefits","Raw",6.37385804638089
"Shetland Islands",2019,"Out of Work Benefits","Raw",6.7184383015104
"Shetland Islands",2020,"Out of Work Benefits","Raw",9.30600503416037
"Shetland Islands",2021,"Out of Work Benefits","Raw",9.01380103507763
"South Ayrshire",2013,"Out of Work Benefits","Raw",13.3552755585843
"South Ayrshire",2014,"Out of Work Benefits","Raw",12.4899369135965
"South Ayrshire",2015,"Out of Work Benefits","Raw",11.7946298235008
"South Ayrshire",2016,"Out of Work Benefits","Raw",11.6436629949743
"South Ayrshire",2017,"Out of Work Benefits","Raw",11.7900095260776
"South Ayrshire",2018,"Out of Work Benefits","Raw",11.6806042622066
"South Ayrshire",2019,"Out of Work Benefits","Raw",13.3568776600561
"South Ayrshire",2020,"Out of Work Benefits","Raw",17.8235285173415
"South Ayrshire",2021,"Out of Work Benefits","Raw",17.7920539456898
"South Lanarkshire",2013,"Out of Work Benefits","Raw",13.7676206959284
"South Lanarkshire",2014,"Out of Work Benefits","Raw",12.9734899841739
"South Lanarkshire",2015,"Out of Work Benefits","Raw",12.1629284118868
"South Lanarkshire",2016,"Out of Work Benefits","Raw",11.7629369629626
"South Lanarkshire",2017,"Out of Work Benefits","Raw",11.5538831049057
"South Lanarkshire",2018,"Out of Work Benefits","Raw",11.7749909860073
"South Lanarkshire",2019,"Out of Work Benefits","Raw",12.6385557066898
"South Lanarkshire",2020,"Out of Work Benefits","Raw",16.9542593785619
"South Lanarkshire",2021,"Out of Work Benefits","Raw",16.4471669218989
"Stirling",2013,"Out of Work Benefits","Raw",9.75527082909633
"Stirling",2014,"Out of Work Benefits","Raw",8.89862772635747
"Stirling",2015,"Out of Work Benefits","Raw",8.07949881183841
"Stirling",2016,"Out of Work Benefits","Raw",8.1207259337191
"Stirling",2017,"Out of Work Benefits","Raw",7.96048522305138
"Stirling",2018,"Out of Work Benefits","Raw",8.50462064656165
"Stirling",2019,"Out of Work Benefits","Raw",8.9560376018107
"Stirling",2020,"Out of Work Benefits","Raw",12.3851616427472
"Stirling",2021,"Out of Work Benefits","Raw",11.7895230282433
"West Dunbartonshire",2013,"Out of Work Benefits","Raw",18.2127412269456
"West Dunbartonshire",2014,"Out of Work Benefits","Raw",16.937546123878
"West Dunbartonshire",2015,"Out of Work Benefits","Raw",16.1122320520117
"West Dunbartonshire",2016,"Out of Work Benefits","Raw",15.9174509973232
"West Dunbartonshire",2017,"Out of Work Benefits","Raw",15.6859334504531
"West Dunbartonshire",2018,"Out of Work Benefits","Raw",15.9952980806344
"West Dunbartonshire",2019,"Out of Work Benefits","Raw",16.1815674069883
"West Dunbartonshire",2020,"Out of Work Benefits","Raw",21.7689504893906
"West Dunbartonshire",2021,"Out of Work Benefits","Raw",21.5757750748908
"West Lothian",2013,"Out of Work Benefits","Raw",12.5987677956072
"West Lothian",2014,"Out of Work Benefits","Raw",11.5447168613399
"West Lothian",2015,"Out of Work Benefits","Raw",10.7424359096376
"West Lothian",2016,"Out of Work Benefits","Raw",10.5972577271671
"West Lothian",2017,"Out of Work Benefits","Raw",10.6541847765519
"West Lothian",2018,"Out of Work Benefits","Raw",10.3958235268946
"West Lothian",2019,"Out of Work Benefits","Raw",11.4787271283544
"West Lothian",2020,"Out of Work Benefits","Raw",15.3065646908859
"West Lothian",2021,"Out of Work Benefits","Raw",15.2270089323263
