CPP,Indicator,Type,Year,value,IndicatorFullName,FG,LineType,Improvement_Rate,High is Positive?
Fife,Crime Rate,Raw data,2010/11,589.2860241759571,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2010/11,1071.689947103755,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2010/11,547.6959690537273,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2010/11,709.8039597366864,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2010/11,636.0932000225706,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2010/11,464.85380710387864,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2010/11,700.559976284816,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2010/11,702.9822068542238,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2010/11,247.28940489209083,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2010/11,425.4692405705444,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2010/11,696.8337069192163,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2010/11,661.8147305260151,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2010/11,367.381337857272,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2010/11,360.3526880085553,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2010/11,550.4131471033018,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2010/11,568.4897903709382,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2010/11,590.6729040268068,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2010/11,858.1555909005382,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2010/11,602.8358997996347,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2011/12,839.9625444696266,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2011/12,313.9047282560075,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2011/12,386.02465197383304,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2011/12,443.629377057266,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2011/12,625.3455318739203,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2011/12,434.23569685383154,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2011/12,775.1392430570803,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2011/12,629.0759862157581,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2011/12,378.20804310704654,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2011/12,439.6029223949904,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2011/12,340.4457991946302,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2011/12,810.7175096837178,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2011/12,262.7639772086033,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2011/12,524.1598937812354,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2011/12,529.2618888191647,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2011/12,1017.905293105202,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2011/12,512.3231965593577,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2011/12,681.6274522882826,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2011/12,581.3941299593151,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2011/12,428.2181814173056,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2011/12,670.0032315090529,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2011/12,652.9666040915286,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2011/12,222.48494759004436,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2011/12,387.3974157063246,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2011/12,663.2474818728462,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2011/12,617.6103412430534,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2011/12,341.54763662769284,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2011/12,325.50077399765655,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2011/12,511.10172164222473,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2011/12,529.6950457073258,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2011/12,575.5468746137685,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2011/12,810.0489565834861,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2011/12,558.0683294279102,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2012/13,784.0155237952717,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2012/13,297.8822058763504,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2012/13,354.47601340442793,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2012/13,409.3164726066177,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2012/13,579.6901845058045,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2012/13,400.37201542566714,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2012/13,703.4926364535577,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2012/13,578.5734858743913,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2012/13,358.80013031038465,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2012/13,392.57474321872104,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2012/13,317.82735915334257,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2012/13,740.0924824059647,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2012/13,267.2054504374924,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2012/13,505.407027791444,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2012/13,473.0964703467437,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2012/13,965.432785284729,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2012/13,474.6465805439636,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2012/13,629.8345533725601,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2012/13,526.7531947628243,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2012/13,394.7366744513577,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2012/13,631.5153798327502,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2012/13,597.3688187989344,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2012/13,203.55021668214877,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2012/13,362.8228677411363,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2012/13,616.052246406041,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2012/13,573.5388028008412,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2012/13,315.44105150278637,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2012/13,277.73264562753474,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2012/13,496.6743177962173,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2012/13,501.05268172688346,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2012/13,537.8600341011112,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2012/13,757.4929106473592,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2012/13,494.30501590206103,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2013/14,725.5122213871836,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2013/14,279.3729413437755,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2013/14,335.52042250086214,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2013/14,372.8611697618496,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2013/14,511.78134892385987,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2013/14,369.8005976248428,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2013/14,631.8579091860921,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2013/14,525.7744947256228,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2013/14,329.9003084254312,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2013/14,353.8243215614331,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2013/14,278.4902201400534,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2013/14,712.2944841061875,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2013/14,234.29350008663377,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2013/14,479.48052778831055,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2013/14,448.2135857748952,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2013/14,924.9343736104024,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2013/14,424.08603507068295,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2013/14,578.7960840918832,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2013/14,511.4720931510572,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2013/14,360.15034533326417,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2013/14,584.6503780087143,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2013/14,557.4420268355799,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2013/14,189.13924279897887,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2013/14,345.0711056472378,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2013/14,573.6966186453704,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2013/14,538.0737093203098,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2013/14,299.53965402363053,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2013/14,236.00741110689387,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2013/14,467.065935014305,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2013/14,474.2583388423932,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2013/14,484.7564757035721,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2013/14,682.2337280618125,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2013/14,479.8860480386015,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2014/15,660.2182479167805,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2014/15,253.32626041145605,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2014/15,333.3514637416224,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2014/15,334.9070706519121,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2014/15,470.495549652031,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2014/15,346.94571713265987,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2014/15,602.310841980142,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2014/15,486.09087310471995,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2014/15,296.54742053613626,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2014/15,336.6910014923763,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2014/15,248.87602709606836,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2014/15,700.8566646702635,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2014/15,194.94947388125595,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2014/15,448.55399801470406,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2014/15,415.1636740766669,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2014/15,847.5500701505588,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2014/15,354.931360928618,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2014/15,533.9898724153112,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2014/15,502.8160279262968,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2014/15,313.42839121248807,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2014/15,523.0134761954397,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2014/15,518.5348652010338,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2014/15,172.2814647789046,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2014/15,334.163227642458,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2014/15,525.9802770128554,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2014/15,500.2600313131375,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2014/15,280.2364629578279,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2014/15,202.64250074562597,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2014/15,453.7350393779225,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2014/15,451.2570564344989,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2014/15,441.77891860072447,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2014/15,604.475647073492,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2014/15,450.3760217995882,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2015/16,633.1989175660807,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2015/16,238.19539567149093,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2015/16,327.0949745811426,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2015/16,314.48731441777005,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2015/16,443.7555859724869,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2015/16,357.8696968517119,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2015/16,593.5152814835311,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2015/16,475.64690511319577,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2015/16,266.86797695460655,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2015/16,335.54267236787365,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2015/16,226.6757259651033,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2015/16,694.49715120947,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2015/16,147.8032534979354,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2015/16,417.2049177729898,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2015/16,397.8325697983924,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2015/16,782.0544773583961,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2015/16,295.0043984104518,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2015/16,525.1829755070154,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2015/16,498.5770399792186,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2015/16,298.46650983727386,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2015/16,489.11627596005496,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2015/16,498.67159068854113,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2015/16,129.544176085672,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2015/16,328.59819963198873,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2015/16,507.8441100675656,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2015/16,481.7338065175748,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2015/16,269.86884233539905,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2015/16,165.6063441147643,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2015/16,440.5393947220307,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2015/16,432.32791023693306,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2015/16,423.8705269596129,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2015/16,556.5772103829704,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2015/16,438.77014647045536,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2016/17,609.3600037596643,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2016/17,230.89512532915617,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2016/17,307.7014751075688,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2016/17,287.5292349118812,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2016/17,426.6065708979599,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2016/17,372.16123464058654,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2016/17,586.3082895854815,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2016/17,463.99331939297014,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2016/17,258.5533643532169,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2016/17,334.9976936918154,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2016/17,226.0073922725403,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2016/17,645.2301758308225,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
