"","DataZone","DataZoneName","IntZone","IntZoneName","CA","CPP","FG"
"6315","S01012820","Halfway, Hallside and Drumsagard - 07","S02002402","Halfway, Hallside and Drumsagard","S12000029","South Lanarkshire",3
"6316","S01012821","Westburn and Newton - 01","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6317","S01012822","Westburn and Newton - 02","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6318","S01012823","Westburn and Newton - 03","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6319","S01012824","Westburn and Newton - 04","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6320","S01012825","Westburn and Newton - 05","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6321","S01012826","Westburn and Newton - 06","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6322","S01012827","Westburn and Newton - 07","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6323","S01012828","Westburn and Newton - 08","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6324","S01012829","Westburn and Newton - 09","S02002403","Westburn and Newton","S12000029","South Lanarkshire",3
"6325","S01012830","Vicarland and Cairns - 01","S02002404","Vicarland and Cairns","S12000029","South Lanarkshire",3
"6326","S01012831","Vicarland and Cairns - 02","S02002404","Vicarland and Cairns","S12000029","South Lanarkshire",3
"6327","S01012832","Vicarland and Cairns - 03","S02002404","Vicarland and Cairns","S12000029","South Lanarkshire",3
"6328","S01012833","Vicarland and Cairns - 04","S02002404","Vicarland and Cairns","S12000029","South Lanarkshire",3
"6329","S01012834","Vicarland and Cairns - 05","S02002404","Vicarland and Cairns","S12000029","South Lanarkshire",3
"6330","S01012835","Vicarland and Cairns - 06","S02002404","Vicarland and Cairns","S12000029","South Lanarkshire",3
"6331","S01012836","Whitlawburn and Greenlees - 01","S02002405","Whitlawburn and Greenlees","S12000029","South Lanarkshire",3
"6332","S01012837","Whitlawburn and Greenlees - 02","S02002405","Whitlawburn and Greenlees","S12000029","South Lanarkshire",3
"6333","S01012838","Whitlawburn and Greenlees - 03","S02002405","Whitlawburn and Greenlees","S12000029","South Lanarkshire",3
"6334","S01012839","Whitlawburn and Greenlees - 04","S02002405","Whitlawburn and Greenlees","S12000029","South Lanarkshire",3
"6335","S01012840","Whitlawburn and Greenlees - 05","S02002405","Whitlawburn and Greenlees","S12000029","South Lanarkshire",3
"6336","S01012841","Whitlawburn and Greenlees - 06","S02002405","Whitlawburn and Greenlees","S12000029","South Lanarkshire",3
"6337","S01012842","Whitlawburn and Greenlees - 07","S02002405","Whitlawburn and Greenlees","S12000029","South Lanarkshire",3
"6338","S01012843","Cambuslang Central - 01","S02002406","Cambuslang Central","S12000029","South Lanarkshire",3
"6339","S01012844","Cambuslang Central - 02","S02002406","Cambuslang Central","S12000029","South Lanarkshire",3
"6340","S01012845","Cambuslang Central - 03","S02002406","Cambuslang Central","S12000029","South Lanarkshire",3
"6341","S01012846","Cambuslang Central - 04","S02002406","Cambuslang Central","S12000029","South Lanarkshire",3
"6342","S01012847","Cambuslang Central - 05","S02002406","Cambuslang Central","S12000029","South Lanarkshire",3
"6343","S01012848","Burgh, Eastfield and Silverbank - 01","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6344","S01012849","Burgh, Eastfield and Silverbank - 02","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6345","S01012850","Burgh, Eastfield and Silverbank - 03","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6346","S01012851","Burgh, Eastfield and Silverbank - 04","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6347","S01012852","Burgh, Eastfield and Silverbank - 05","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6348","S01012853","Burgh, Eastfield and Silverbank - 06","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6349","S01012854","Burgh, Eastfield and Silverbank - 07","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6350","S01012855","Burgh, Eastfield and Silverbank - 08","S02002407","Burgh, Eastfield and Silverbank","S12000029","South Lanarkshire",3
"6351","S01012856","Farme Cross and Gallowflat North - 01","S02002408","Farme Cross and Gallowflat North","S12000029","South Lanarkshire",3
"6352","S01012857","Farme Cross and Gallowflat North - 02","S02002408","Farme Cross and Gallowflat North","S12000029","South Lanarkshire",3
"6353","S01012858","Farme Cross and Gallowflat North - 03","S02002408","Farme Cross and Gallowflat North","S12000029","South Lanarkshire",3
"6354","S01012859","Farme Cross and Gallowflat North - 04","S02002408","Farme Cross and Gallowflat North","S12000029","South Lanarkshire",3
"6355","S01012860","Shawfield and Clincarthill - 01","S02002409","Shawfield and Clincarthill","S12000029","South Lanarkshire",3
"6356","S01012861","Shawfield and Clincarthill - 02","S02002409","Shawfield and Clincarthill","S12000029","South Lanarkshire",3
"6357","S01012862","Shawfield and Clincarthill - 03","S02002409","Shawfield and Clincarthill","S12000029","South Lanarkshire",3
"6358","S01012863","Shawfield and Clincarthill - 04","S02002409","Shawfield and Clincarthill","S12000029","South Lanarkshire",3
"6359","S01012864","Shawfield and Clincarthill - 05","S02002409","Shawfield and Clincarthill","S12000029","South Lanarkshire",3
"6360","S01012865","Burnhill and Bankhead North - 01","S02002410","Burnhill and Bankhead North","S12000029","South Lanarkshire",3
"6361","S01012866","Burnhill and Bankhead North - 02","S02002410","Burnhill and Bankhead North","S12000029","South Lanarkshire",3
"6362","S01012867","Burnhill and Bankhead North - 03","S02002410","Burnhill and Bankhead North","S12000029","South Lanarkshire",3
"6363","S01012868","Burnhill and Bankhead North - 04","S02002410","Burnhill and Bankhead North","S12000029","South Lanarkshire",3
"6364","S01012869","Burnhill and Bankhead North - 05","S02002410","Burnhill and Bankhead North","S12000029","South Lanarkshire",3
"6365","S01012870","Bankhead South - 01","S02002411","Bankhead South","S12000029","South Lanarkshire",3
"6366","S01012871","Bankhead South - 02","S02002411","Bankhead South","S12000029","South Lanarkshire",3
"6367","S01012872","Bankhead South - 03","S02002411","Bankhead South","S12000029","South Lanarkshire",3
"6368","S01012873","Bankhead South - 04","S02002411","Bankhead South","S12000029","South Lanarkshire",3
"6369","S01012874","Spittal - 01","S02002412","Spittal","S12000029","South Lanarkshire",3
"6370","S01012875","Spittal - 02","S02002412","Spittal","S12000029","South Lanarkshire",3
"6371","S01012876","Spittal - 03","S02002412","Spittal","S12000029","South Lanarkshire",3
"6372","S01012877","Spittal - 04","S02002412","Spittal","S12000029","South Lanarkshire",3
"6373","S01012878","High Crosshill - 01","S02002413","High Crosshill","S12000029","South Lanarkshire",3
"6374","S01012879","High Crosshill - 02","S02002413","High Crosshill","S12000029","South Lanarkshire",3
"6375","S01012880","High Crosshill - 03","S02002413","High Crosshill","S12000029","South Lanarkshire",3
"6376","S01012881","High Crosshill - 04","S02002413","High Crosshill","S12000029","South Lanarkshire",3
"6377","S01012882","Burnside and Springhall - 01","S02002414","Burnside and Springhall","S12000029","South Lanarkshire",3
"6378","S01012883","Burnside and Springhall - 02","S02002414","Burnside and Springhall","S12000029","South Lanarkshire",3
"6379","S01012884","Burnside and Springhall - 03","S02002414","Burnside and Springhall","S12000029","South Lanarkshire",3
"6380","S01012885","Burnside and Springhall - 04","S02002414","Burnside and Springhall","S12000029","South Lanarkshire",3
"6381","S01012886","Burnside and Springhall - 05","S02002414","Burnside and Springhall","S12000029","South Lanarkshire",3
"6382","S01012887","Burnside and Springhall - 06","S02002414","Burnside and Springhall","S12000029","South Lanarkshire",3
"6383","S01012888","Burnside and Springhall - 07","S02002414","Burnside and Springhall","S12000029","South Lanarkshire",3
"6384","S01012889","Fernhill and Cathkin - 01","S02002415","Fernhill and Cathkin","S12000029","South Lanarkshire",3
"6385","S01012890","Fernhill and Cathkin - 02","S02002415","Fernhill and Cathkin","S12000029","South Lanarkshire",3
"6386","S01012891","Fernhill and Cathkin - 03","S02002415","Fernhill and Cathkin","S12000029","South Lanarkshire",3
"6387","S01012892","Fernhill and Cathkin - 04","S02002415","Fernhill and Cathkin","S12000029","South Lanarkshire",3
"6388","S01012893","Fernhill and Cathkin - 05","S02002415","Fernhill and Cathkin","S12000029","South Lanarkshire",3
"6389","S01012894","Nerston and EK Landward Area - 01","S02002416","Nerston and EK Landward Area","S12000029","South Lanarkshire",3
"6390","S01012895","Nerston and EK Landward Area - 02","S02002416","Nerston and EK Landward Area","S12000029","South Lanarkshire",3
"6391","S01012896","Nerston and EK Landward Area - 03","S02002416","Nerston and EK Landward Area","S12000029","South Lanarkshire",3
"6392","S01012897","Nerston and EK Landward Area - 04","S02002416","Nerston and EK Landward Area","S12000029","South Lanarkshire",3
"6393","S01012898","Nerston and EK Landward Area - 05","S02002416","Nerston and EK Landward Area","S12000029","South Lanarkshire",3
"6394","S01012899","Nerston and EK Landward Area - 06","S02002416","Nerston and EK Landward Area","S12000029","South Lanarkshire",3
"6395","S01012900","Nerston and EK Landward Area - 07","S02002416","Nerston and EK Landward Area","S12000029","South Lanarkshire",3
"6396","S01012901","Calderwood East - 01","S02002417","Calderwood East","S12000029","South Lanarkshire",3
"6397","S01012902","Calderwood East - 02","S02002417","Calderwood East","S12000029","South Lanarkshire",3
"6398","S01012903","Calderwood East - 03","S02002417","Calderwood East","S12000029","South Lanarkshire",3
"6399","S01012904","Calderwood East - 04","S02002417","Calderwood East","S12000029","South Lanarkshire",3
"6400","S01012905","Calderwood East - 05","S02002417","Calderwood East","S12000029","South Lanarkshire",3
"6401","S01012906","Calderwood Central - 01","S02002418","Calderwood Central","S12000029","South Lanarkshire",3
"6402","S01012907","Calderwood Central - 02","S02002418","Calderwood Central","S12000029","South Lanarkshire",3
"6403","S01012908","Calderwood Central - 03","S02002418","Calderwood Central","S12000029","South Lanarkshire",3
"6404","S01012909","Calderwood Central - 04","S02002418","Calderwood Central","S12000029","South Lanarkshire",3
"6405","S01012910","Calderwood Central - 05","S02002418","Calderwood Central","S12000029","South Lanarkshire",3
"6406","S01012911","Calderwood West and Nerston - 01","S02002419","Calderwood West and Nerston","S12000029","South Lanarkshire",3
"6407","S01012912","Calderwood West and Nerston - 02","S02002419","Calderwood West and Nerston","S12000029","South Lanarkshire",3
"6408","S01012913","Calderwood West and Nerston - 03","S02002419","Calderwood West and Nerston","S12000029","South Lanarkshire",3
"6409","S01012914","Calderwood West and Nerston - 04","S02002419","Calderwood West and Nerston","S12000029","South Lanarkshire",3
"6410","S01012915","Calderwood West and Nerston - 05","S02002419","Calderwood West and Nerston","S12000029","South Lanarkshire",3
"6411","S01012916","St Leonards North - 01","S02002420","St Leonards North","S12000029","South Lanarkshire",3
"6412","S01012917","St Leonards North - 02","S02002420","St Leonards North","S12000029","South Lanarkshire",3
"6413","S01012918","St Leonards North - 03","S02002420","St Leonards North","S12000029","South Lanarkshire",3
"6414","S01012919","St Leonards North - 04","S02002420","St Leonards North","S12000029","South Lanarkshire",3
"6415","S01012920","St Leonards North - 05","S02002420","St Leonards North","S12000029","South Lanarkshire",3
"6416","S01012921","St Leonards North - 06","S02002420","St Leonards North","S12000029","South Lanarkshire",3
"6417","S01012922","St Leonards North - 07","S02002420","St Leonards North","S12000029","South Lanarkshire",3
"6418","S01012923","St Leonards South - 01","S02002421","St Leonards South","S12000029","South Lanarkshire",3
"6419","S01012924","St Leonards South - 02","S02002421","St Leonards South","S12000029","South Lanarkshire",3
"6420","S01012925","St Leonards South - 03","S02002421","St Leonards South","S12000029","South Lanarkshire",3
"6421","S01012926","St Leonards South - 04","S02002421","St Leonards South","S12000029","South Lanarkshire",3
"6422","S01012927","St Leonards South - 05","S02002421","St Leonards South","S12000029","South Lanarkshire",3
"6423","S01012928","St Leonards South - 06","S02002421","St Leonards South","S12000029","South Lanarkshire",3
"6424","S01012929","St Leonards South - 07","S02002421","St Leonards South","S12000029","South Lanarkshire",3
"6425","S01012930","East Mains - 01","S02002422","East Mains","S12000029","South Lanarkshire",3
"6426","S01012931","East Mains - 02","S02002422","East Mains","S12000029","South Lanarkshire",3
"6427","S01012932","East Mains - 03","S02002422","East Mains","S12000029","South Lanarkshire",3
"6428","S01012933","East Mains - 04","S02002422","East Mains","S12000029","South Lanarkshire",3
"6429","S01012934","West Mains - 01","S02002423","West Mains","S12000029","South Lanarkshire",3
"6430","S01012935","West Mains - 02","S02002423","West Mains","S12000029","South Lanarkshire",3
"6431","S01012936","West Mains - 03","S02002423","West Mains","S12000029","South Lanarkshire",3
"6432","S01012937","West Mains - 04","S02002423","West Mains","S12000029","South Lanarkshire",3
"6433","S01012938","Stewartfield East - 01","S02002424","Stewartfield East","S12000029","South Lanarkshire",3
"6434","S01012939","Stewartfield East - 02","S02002424","Stewartfield East","S12000029","South Lanarkshire",3
"6435","S01012940","Stewartfield East - 03","S02002424","Stewartfield East","S12000029","South Lanarkshire",3
"6436","S01012941","Stewartfield East - 04","S02002424","Stewartfield East","S12000029","South Lanarkshire",3
"6437","S01012942","Stewartfield West - 01","S02002425","Stewartfield West","S12000029","South Lanarkshire",3
"6438","S01012943","Stewartfield West - 02","S02002425","Stewartfield West","S12000029","South Lanarkshire",3
"6439","S01012944","Stewartfield West - 03","S02002425","Stewartfield West","S12000029","South Lanarkshire",3
"6440","S01012945","Stewartfield West - 04","S02002425","Stewartfield West","S12000029","South Lanarkshire",3
"6441","S01012946","Stewartfield West - 05","S02002425","Stewartfield West","S12000029","South Lanarkshire",3
"6442","S01012947","Stewartfield West - 06","S02002425","Stewartfield West","S12000029","South Lanarkshire",3
"6443","S01012948","Thorntonhall, Jackton and Gardenhall - 01","S02002426","Thorntonhall, Jackton and Gardenhall","S12000029","South Lanarkshire",3
"6444","S01012949","Thorntonhall, Jackton and Gardenhall - 02","S02002426","Thorntonhall, Jackton and Gardenhall","S12000029","South Lanarkshire",3
"6445","S01012950","Thorntonhall, Jackton and Gardenhall - 03","S02002426","Thorntonhall, Jackton and Gardenhall","S12000029","South Lanarkshire",3
"6446","S01012951","Thorntonhall, Jackton and Gardenhall - 04","S02002426","Thorntonhall, Jackton and Gardenhall","S12000029","South Lanarkshire",3
"6447","S01012952","Thorntonhall, Jackton and Gardenhall - 05","S02002426","Thorntonhall, Jackton and Gardenhall","S12000029","South Lanarkshire",3
"6448","S01012953","Hairmyres and Westwood West - 01","S02002427","Hairmyres and Westwood West","S12000029","South Lanarkshire",3
"6449","S01012954","Hairmyres and Westwood West - 02","S02002427","Hairmyres and Westwood West","S12000029","South Lanarkshire",3
"6450","S01012955","Hairmyres and Westwood West - 03","S02002427","Hairmyres and Westwood West","S12000029","South Lanarkshire",3
"6451","S01012956","Hairmyres and Westwood West - 04","S02002427","Hairmyres and Westwood West","S12000029","South Lanarkshire",3
"6452","S01012957","Hairmyres and Westwood West - 05","S02002427","Hairmyres and Westwood West","S12000029","South Lanarkshire",3
"6453","S01012958","Mossneuk and Newlandsmuir - 01","S02002428","Mossneuk and Newlandsmuir","S12000029","South Lanarkshire",3
"6454","S01012959","Mossneuk and Newlandsmuir - 02","S02002428","Mossneuk and Newlandsmuir","S12000029","South Lanarkshire",3
"6455","S01012960","Mossneuk and Newlandsmuir - 03","S02002428","Mossneuk and Newlandsmuir","S12000029","South Lanarkshire",3
"6456","S01012961","Mossneuk and Newlandsmuir - 04","S02002428","Mossneuk and Newlandsmuir","S12000029","South Lanarkshire",3
"6457","S01012962","Mossneuk and Newlandsmuir - 05","S02002428","Mossneuk and Newlandsmuir","S12000029","South Lanarkshire",3
"6458","S01012963","Crosshouse and Lindsayfield - 01","S02002429","Crosshouse and Lindsayfield","S12000029","South Lanarkshire",3
"6459","S01012964","Crosshouse and Lindsayfield - 02","S02002429","Crosshouse and Lindsayfield","S12000029","South Lanarkshire",3
"6460","S01012965","Crosshouse and Lindsayfield - 03","S02002429","Crosshouse and Lindsayfield","S12000029","South Lanarkshire",3
"6461","S01012966","Crosshouse and Lindsayfield - 04","S02002429","Crosshouse and Lindsayfield","S12000029","South Lanarkshire",3
"6462","S01012967","Crosshouse and Lindsayfield - 05","S02002429","Crosshouse and Lindsayfield","S12000029","South Lanarkshire",3
"6463","S01012968","Crosshouse and Lindsayfield - 06","S02002429","Crosshouse and Lindsayfield","S12000029","South Lanarkshire",3
"6464","S01012969","Crosshouse and Lindsayfield - 07","S02002429","Crosshouse and Lindsayfield","S12000029","South Lanarkshire",3
"6465","S01012970","Whitehills West - 01","S02002430","Whitehills West","S12000029","South Lanarkshire",3
"6466","S01012971","Whitehills West - 02","S02002430","Whitehills West","S12000029","South Lanarkshire",3
"6467","S01012972","Whitehills West - 03","S02002430","Whitehills West","S12000029","South Lanarkshire",3
"6468","S01012973","Whitehills West - 04","S02002430","Whitehills West","S12000029","South Lanarkshire",3
"6469","S01012974","Whitehills West - 05","S02002430","Whitehills West","S12000029","South Lanarkshire",3
"6470","S01012975","Greenhills - 01","S02002431","Greenhills","S12000029","South Lanarkshire",3
"6471","S01012976","Greenhills - 02","S02002431","Greenhills","S12000029","South Lanarkshire",3
"6472","S01012977","Greenhills - 03","S02002431","Greenhills","S12000029","South Lanarkshire",3
"6473","S01012978","Greenhills - 04","S02002431","Greenhills","S12000029","South Lanarkshire",3
"6474","S01012979","Greenhills - 05","S02002431","Greenhills","S12000029","South Lanarkshire",3
"6475","S01012980","Westwood South - 01","S02002432","Westwood South","S12000029","South Lanarkshire",3
"6476","S01012981","Westwood South - 02","S02002432","Westwood South","S12000029","South Lanarkshire",3
"6477","S01012982","Westwood South - 03","S02002432","Westwood South","S12000029","South Lanarkshire",3
"6478","S01012983","Westwood South - 04","S02002432","Westwood South","S12000029","South Lanarkshire",3
"6479","S01012984","Westwood South - 05","S02002432","Westwood South","S12000029","South Lanarkshire",3
"6480","S01012985","Westwood South - 06","S02002432","Westwood South","S12000029","South Lanarkshire",3
"6481","S01012986","Westwood East - 01","S02002433","Westwood East","S12000029","South Lanarkshire",3
"6482","S01012987","Westwood East - 02","S02002433","Westwood East","S12000029","South Lanarkshire",3
"6483","S01012988","Westwood East - 03","S02002433","Westwood East","S12000029","South Lanarkshire",3
"6484","S01012989","Westwood East - 04","S02002433","Westwood East","S12000029","South Lanarkshire",3
"6485","S01012990","The Murray - 01","S02002434","The Murray","S12000029","South Lanarkshire",3
"6486","S01012991","The Murray - 02","S02002434","The Murray","S12000029","South Lanarkshire",3
"6487","S01012992","The Murray - 03","S02002434","The Murray","S12000029","South Lanarkshire",3
"6488","S01012993","The Murray - 04","S02002434","The Murray","S12000029","South Lanarkshire",3
"6489","S01012994","The Murray - 05","S02002434","The Murray","S12000029","South Lanarkshire",3
"6490","S01012995","Birniehill, Kelvin and Whitehills East - 01","S02002435","Birniehill, Kelvin and Whitehills East","S12000029","South Lanarkshire",3
"6491","S01012996","Birniehill, Kelvin and Whitehills East - 02","S02002435","Birniehill, Kelvin and Whitehills East","S12000029","South Lanarkshire",3
"6492","S01012997","Birniehill, Kelvin and Whitehills East - 03","S02002435","Birniehill, Kelvin and Whitehills East","S12000029","South Lanarkshire",3
"6493","S01012998","Birniehill, Kelvin and Whitehills East - 04","S02002435","Birniehill, Kelvin and Whitehills East","S12000029","South Lanarkshire",3
"6494","S01012999","Birniehill, Kelvin and Whitehills East - 05","S02002435","Birniehill, Kelvin and Whitehills East","S12000029","South Lanarkshire",3
"6495","S01013000","Birniehill, Kelvin and Whitehills East - 06","S02002435","Birniehill, Kelvin and Whitehills East","S12000029","South Lanarkshire",3
"6496","S01013001","Blane Valley - 01","S02002436","Blane Valley","S12000030","Stirling",2
"6497","S01013002","Blane Valley - 02","S02002436","Blane Valley","S12000030","Stirling",2
"6498","S01013003","Blane Valley - 03","S02002436","Blane Valley","S12000030","Stirling",2
"6499","S01013004","Blane Valley - 04","S02002436","Blane Valley","S12000030","Stirling",2
"6500","S01013005","Blane Valley - 05","S02002436","Blane Valley","S12000030","Stirling",2
"6501","S01013006","Blane Valley - 06","S02002436","Blane Valley","S12000030","Stirling",2
"6502","S01013007","Blane Valley - 07","S02002436","Blane Valley","S12000030","Stirling",2
"6503","S01013008","Blane Valley - 08","S02002436","Blane Valley","S12000030","Stirling",2
"6504","S01013009","Balfron and Drymen - 01","S02002437","Balfron and Drymen","S12000030","Stirling",2
"6505","S01013010","Balfron and Drymen - 02","S02002437","Balfron and Drymen","S12000030","Stirling",2
"6506","S01013011","Balfron and Drymen - 03","S02002437","Balfron and Drymen","S12000030","Stirling",2
"6507","S01013012","Balfron and Drymen - 04","S02002437","Balfron and Drymen","S12000030","Stirling",2
"6508","S01013013","Balfron and Drymen - 05","S02002437","Balfron and Drymen","S12000030","Stirling",2
"6509","S01013014","Balfron and Drymen - 06","S02002437","Balfron and Drymen","S12000030","Stirling",2
"6510","S01013015","Kippen and Fintry - 01","S02002438","Kippen and Fintry","S12000030","Stirling",2
"6511","S01013016","Kippen and Fintry - 02","S02002438","Kippen and Fintry","S12000030","Stirling",2
"6512","S01013017","Kippen and Fintry - 03","S02002438","Kippen and Fintry","S12000030","Stirling",2
"6513","S01013018","Kippen and Fintry - 04","S02002438","Kippen and Fintry","S12000030","Stirling",2
"6514","S01013019","Cambusbarron - 01","S02002439","Cambusbarron","S12000030","Stirling",2
"6515","S01013020","Cambusbarron - 02","S02002439","Cambusbarron","S12000030","Stirling",2
"6516","S01013021","Cambusbarron - 03","S02002439","Cambusbarron","S12000030","Stirling",2
"6517","S01013022","Cambusbarron - 04","S02002439","Cambusbarron","S12000030","Stirling",2
"6518","S01013023","Cambusbarron - 05","S02002439","Cambusbarron","S12000030","Stirling",2
"6519","S01013024","Cambusbarron - 06","S02002439","Cambusbarron","S12000030","Stirling",2
"6520","S01013025","Plean and Rural SE - 01","S02002440","Plean and Rural SE","S12000030","Stirling",2
"6521","S01013026","Plean and Rural SE - 02","S02002440","Plean and Rural SE","S12000030","Stirling",2
"6522","S01013027","Plean and Rural SE - 03","S02002440","Plean and Rural SE","S12000030","Stirling",2
"6523","S01013028","Plean and Rural SE - 04","S02002440","Plean and Rural SE","S12000030","Stirling",2
"6524","S01013029","Cowie - 01","S02002441","Cowie","S12000030","Stirling",2
"6525","S01013030","Cowie - 02","S02002441","Cowie","S12000030","Stirling",2
"6526","S01013031","Cowie - 03","S02002441","Cowie","S12000030","Stirling",2
"6527","S01013032","Cowie - 04","S02002441","Cowie","S12000030","Stirling",2
"6528","S01013033","Fallin - 01","S02002442","Fallin","S12000030","Stirling",2
"6529","S01013034","Fallin - 02","S02002442","Fallin","S12000030","Stirling",2
"6530","S01013035","Fallin - 03","S02002442","Fallin","S12000030","Stirling",2
"6531","S01013036","Fallin - 04","S02002442","Fallin","S12000030","Stirling",2
"6532","S01013037","Bannockburn - 01","S02002443","Bannockburn","S12000030","Stirling",2
"6533","S01013038","Bannockburn - 02","S02002443","Bannockburn","S12000030","Stirling",2
"6534","S01013039","Bannockburn - 03","S02002443","Bannockburn","S12000030","Stirling",2
"6535","S01013040","Bannockburn - 04","S02002443","Bannockburn","S12000030","Stirling",2
"6536","S01013041","Bannockburn - 05","S02002443","Bannockburn","S12000030","Stirling",2
"6537","S01013042","Hillpark - 01","S02002444","Hillpark","S12000030","Stirling",2
"6538","S01013043","Hillpark - 02","S02002444","Hillpark","S12000030","Stirling",2
"6539","S01013044","Hillpark - 03","S02002444","Hillpark","S12000030","Stirling",2
"6540","S01013045","Hillpark - 04","S02002444","Hillpark","S12000030","Stirling",2
"6541","S01013046","Hillpark - 05","S02002444","Hillpark","S12000030","Stirling",2
"6542","S01013047","Broomridge - 01","S02002445","Broomridge","S12000030","Stirling",2
"6543","S01013048","Broomridge - 02","S02002445","Broomridge","S12000030","Stirling",2
"6544","S01013049","Broomridge - 03","S02002445","Broomridge","S12000030","Stirling",2
"6545","S01013050","Broomridge - 04","S02002445","Broomridge","S12000030","Stirling",2
"6546","S01013051","Broomridge - 05","S02002445","Broomridge","S12000030","Stirling",2
"6547","S01013052","Broomridge - 06","S02002445","Broomridge","S12000030","Stirling",2
"6548","S01013053","Broomridge - 07","S02002445","Broomridge","S12000030","Stirling",2
"6549","S01013054","Borestone - 01","S02002446","Borestone","S12000030","Stirling",2
"6550","S01013055","Borestone - 02","S02002446","Borestone","S12000030","Stirling",2
"6551","S01013056","Borestone - 03","S02002446","Borestone","S12000030","Stirling",2
"6552","S01013057","Borestone - 04","S02002446","Borestone","S12000030","Stirling",2
"6553","S01013058","Borestone - 05","S02002446","Borestone","S12000030","Stirling",2
"6554","S01013059","King's Park and Torbrex - 01","S02002447","King's Park and Torbrex","S12000030","Stirling",2
"6555","S01013060","King's Park and Torbrex - 02","S02002447","King's Park and Torbrex","S12000030","Stirling",2
"6556","S01013061","King's Park and Torbrex - 03","S02002447","King's Park and Torbrex","S12000030","Stirling",2
"6557","S01013062","King's Park and Torbrex - 04","S02002447","King's Park and Torbrex","S12000030","Stirling",2
"6558","S01013063","King's Park and Torbrex - 05","S02002447","King's Park and Torbrex","S12000030","Stirling",2
"6559","S01013064","Braehead - 01","S02002448","Braehead","S12000030","Stirling",2
"6560","S01013065","Braehead - 02","S02002448","Braehead","S12000030","Stirling",2
"6561","S01013066","Braehead - 03","S02002448","Braehead","S12000030","Stirling",2
"6562","S01013067","City Centre - 01","S02002449","City Centre","S12000030","Stirling",2
"6563","S01013068","City Centre - 02","S02002449","City Centre","S12000030","Stirling",2
"6564","S01013069","City Centre - 03","S02002449","City Centre","S12000030","Stirling",2
"6565","S01013070","City Centre - 04","S02002449","City Centre","S12000030","Stirling",2
"6566","S01013071","City Centre - 05","S02002449","City Centre","S12000030","Stirling",2
"6567","S01013072","Raploch - 01","S02002450","Raploch","S12000030","Stirling",2
"6568","S01013073","Raploch - 02","S02002450","Raploch","S12000030","Stirling",2
"6569","S01013074","Raploch - 03","S02002450","Raploch","S12000030","Stirling",2
"6570","S01013075","Raploch - 04","S02002450","Raploch","S12000030","Stirling",2
"6571","S01013076","Cornton - 01","S02002451","Cornton","S12000030","Stirling",2
"6572","S01013077","Cornton - 02","S02002451","Cornton","S12000030","Stirling",2
"6573","S01013078","Cornton - 03","S02002451","Cornton","S12000030","Stirling",2
"6574","S01013079","Cornton - 04","S02002451","Cornton","S12000030","Stirling",2
"6575","S01013080","Causewayhead - 01","S02002452","Causewayhead","S12000030","Stirling",2
"6576","S01013081","Causewayhead - 02","S02002452","Causewayhead","S12000030","Stirling",2
"6577","S01013082","Causewayhead - 03","S02002452","Causewayhead","S12000030","Stirling",2
"6578","S01013083","Bridge of Allan and University - 01","S02002453","Bridge of Allan and University","S12000030","Stirling",2
"6579","S01013084","Bridge of Allan and University - 02","S02002453","Bridge of Allan and University","S12000030","Stirling",2
"6580","S01013085","Bridge of Allan and University - 03","S02002453","Bridge of Allan and University","S12000030","Stirling",2
"6581","S01013086","Bridge of Allan and University - 04","S02002453","Bridge of Allan and University","S12000030","Stirling",2
"6582","S01013087","Bridge of Allan and University - 05","S02002453","Bridge of Allan and University","S12000030","Stirling",2
"6583","S01013088","Bridge of Allan and University - 06","S02002453","Bridge of Allan and University","S12000030","Stirling",2
"6584","S01013089","Bridge of Allan and University - 07","S02002453","Bridge of Allan and University","S12000030","Stirling",2
"6585","S01013090","Forth - 01","S02002454","Forth","S12000030","Stirling",2
"6586","S01013091","Forth - 02","S02002454","Forth","S12000030","Stirling",2
"6587","S01013092","Forth - 03","S02002454","Forth","S12000030","Stirling",2
"6588","S01013093","Forth - 04","S02002454","Forth","S12000030","Stirling",2
"6589","S01013094","Dunblane East - 01","S02002455","Dunblane East","S12000030","Stirling",2
"6590","S01013095","Dunblane East - 02","S02002455","Dunblane East","S12000030","Stirling",2
"6591","S01013096","Dunblane East - 03","S02002455","Dunblane East","S12000030","Stirling",2
