"","DataZone","DataZoneName","IntZone","IntZoneName","CA","CPP","FG"
"1","S01006506","Culter - 01","S02001236","Culter","S12000033","Aberdeen City",1
"2","S01006507","Culter - 02","S02001236","Culter","S12000033","Aberdeen City",1
"3","S01006508","Culter - 03","S02001236","Culter","S12000033","Aberdeen City",1
"4","S01006509","Culter - 04","S02001236","Culter","S12000033","Aberdeen City",1
"5","S01006510","Culter - 05","S02001236","Culter","S12000033","Aberdeen City",1
"6","S01006511","Culter - 06","S02001236","Culter","S12000033","Aberdeen City",1
"7","S01006512","Culter - 07","S02001236","Culter","S12000033","Aberdeen City",1
"8","S01006513","Cults, Bieldside and Milltimber West - 01","S02001237","Cults, Bieldside and Milltimber West","S12000033","Aberdeen City",1
"9","S01006514","Cults, Bieldside and Milltimber West - 02","S02001237","Cults, Bieldside and Milltimber West","S12000033","Aberdeen City",1
"10","S01006515","Cults, Bieldside and Milltimber West - 03","S02001237","Cults, Bieldside and Milltimber West","S12000033","Aberdeen City",1
"11","S01006516","Cults, Bieldside and Milltimber West - 04","S02001237","Cults, Bieldside and Milltimber West","S12000033","Aberdeen City",1
"12","S01006517","Cults, Bieldside and Milltimber West - 05","S02001237","Cults, Bieldside and Milltimber West","S12000033","Aberdeen City",1
"13","S01006518","Cults, Bieldside and Milltimber East - 01","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"14","S01006519","Cults, Bieldside and Milltimber East - 02","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"15","S01006520","Cults, Bieldside and Milltimber East - 03","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"16","S01006521","Cults, Bieldside and Milltimber East - 04","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"17","S01006522","Cults, Bieldside and Milltimber East - 05","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"18","S01006523","Cults, Bieldside and Milltimber East - 06","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"19","S01006524","Cults, Bieldside and Milltimber East - 07","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"20","S01006525","Cults, Bieldside and Milltimber East - 08","S02001238","Cults, Bieldside and Milltimber East","S12000033","Aberdeen City",1
"21","S01006526","Garthdee - 01","S02001239","Garthdee","S12000033","Aberdeen City",1
"22","S01006527","Garthdee - 02","S02001239","Garthdee","S12000033","Aberdeen City",1
"23","S01006528","Garthdee - 03","S02001239","Garthdee","S12000033","Aberdeen City",1
"24","S01006529","Garthdee - 04","S02001239","Garthdee","S12000033","Aberdeen City",1
"25","S01006530","Garthdee - 05","S02001239","Garthdee","S12000033","Aberdeen City",1
"26","S01006531","Garthdee - 06","S02001239","Garthdee","S12000033","Aberdeen City",1
"27","S01006532","Braeside, Mannofield, Broomhill and Seafield East - 01","S02001240","Braeside, Mannofield, Broomhill and Seafield East","S12000033","Aberdeen City",1
"28","S01006533","Braeside, Mannofield, Broomhill and Seafield East - 02","S02001240","Braeside, Mannofield, Broomhill and Seafield East","S12000033","Aberdeen City",1
"29","S01006534","Braeside, Mannofield, Broomhill and Seafield East - 03","S02001240","Braeside, Mannofield, Broomhill and Seafield East","S12000033","Aberdeen City",1
"30","S01006535","Braeside, Mannofield, Broomhill and Seafield East - 04","S02001240","Braeside, Mannofield, Broomhill and Seafield East","S12000033","Aberdeen City",1
"31","S01006536","Braeside, Mannofield, Broomhill and Seafield East - 05","S02001240","Braeside, Mannofield, Broomhill and Seafield East","S12000033","Aberdeen City",1
"32","S01006537","Braeside, Mannofield, Broomhill and Seafield South - 01","S02001241","Braeside, Mannofield, Broomhill and Seafield South","S12000033","Aberdeen City",1
"33","S01006538","Braeside, Mannofield, Broomhill and Seafield South - 02","S02001241","Braeside, Mannofield, Broomhill and Seafield South","S12000033","Aberdeen City",1
"34","S01006539","Braeside, Mannofield, Broomhill and Seafield South - 03","S02001241","Braeside, Mannofield, Broomhill and Seafield South","S12000033","Aberdeen City",1
"35","S01006540","Braeside, Mannofield, Broomhill and Seafield South - 04","S02001241","Braeside, Mannofield, Broomhill and Seafield South","S12000033","Aberdeen City",1
"36","S01006541","Braeside, Mannofield, Broomhill and Seafield South - 05","S02001241","Braeside, Mannofield, Broomhill and Seafield South","S12000033","Aberdeen City",1
"37","S01006542","Braeside, Mannofield, Broomhill and Seafield North - 01","S02001242","Braeside, Mannofield, Broomhill and Seafield North","S12000033","Aberdeen City",1
"38","S01006543","Braeside, Mannofield, Broomhill and Seafield North - 02","S02001242","Braeside, Mannofield, Broomhill and Seafield North","S12000033","Aberdeen City",1
"39","S01006544","Braeside, Mannofield, Broomhill and Seafield North - 03","S02001242","Braeside, Mannofield, Broomhill and Seafield North","S12000033","Aberdeen City",1
"40","S01006545","Braeside, Mannofield, Broomhill and Seafield North - 04","S02001242","Braeside, Mannofield, Broomhill and Seafield North","S12000033","Aberdeen City",1
"41","S01006546","Braeside, Mannofield, Broomhill and Seafield North - 05","S02001242","Braeside, Mannofield, Broomhill and Seafield North","S12000033","Aberdeen City",1
"42","S01006547","Hazlehead - 01","S02001243","Hazlehead","S12000033","Aberdeen City",1
"43","S01006548","Hazlehead - 02","S02001243","Hazlehead","S12000033","Aberdeen City",1
"44","S01006549","Hazlehead - 03","S02001243","Hazlehead","S12000033","Aberdeen City",1
"45","S01006550","Hazlehead - 04","S02001243","Hazlehead","S12000033","Aberdeen City",1
"46","S01006551","Hazlehead - 05","S02001243","Hazlehead","S12000033","Aberdeen City",1
"47","S01006552","Hazlehead - 06","S02001243","Hazlehead","S12000033","Aberdeen City",1
"48","S01006553","Summerhill - 01","S02001244","Summerhill","S12000033","Aberdeen City",1
"49","S01006554","Summerhill - 02","S02001244","Summerhill","S12000033","Aberdeen City",1
"50","S01006555","Summerhill - 03","S02001244","Summerhill","S12000033","Aberdeen City",1
"51","S01006556","Summerhill - 04","S02001244","Summerhill","S12000033","Aberdeen City",1
"52","S01006557","Summerhill - 05","S02001244","Summerhill","S12000033","Aberdeen City",1
"53","S01006558","Midstocket - 01","S02001245","Midstocket","S12000033","Aberdeen City",1
"54","S01006559","Midstocket - 02","S02001245","Midstocket","S12000033","Aberdeen City",1
"55","S01006560","Midstocket - 03","S02001245","Midstocket","S12000033","Aberdeen City",1
"56","S01006561","Midstocket - 04","S02001245","Midstocket","S12000033","Aberdeen City",1
"57","S01006562","Midstocket - 05","S02001245","Midstocket","S12000033","Aberdeen City",1
"58","S01006563","Midstocket - 06","S02001245","Midstocket","S12000033","Aberdeen City",1
"59","S01006564","Rosemount - 01","S02001246","Rosemount","S12000033","Aberdeen City",1
"60","S01006565","Rosemount - 02","S02001246","Rosemount","S12000033","Aberdeen City",1
"61","S01006566","Rosemount - 03","S02001246","Rosemount","S12000033","Aberdeen City",1
"62","S01006567","Rosemount - 04","S02001246","Rosemount","S12000033","Aberdeen City",1
"63","S01006568","Rosemount - 05","S02001246","Rosemount","S12000033","Aberdeen City",1
"64","S01006569","Rosemount - 06","S02001246","Rosemount","S12000033","Aberdeen City",1
"65","S01006570","Rosemount - 07","S02001246","Rosemount","S12000033","Aberdeen City",1
"66","S01006571","West End North - 01","S02001247","West End North","S12000033","Aberdeen City",1
"67","S01006572","West End North - 02","S02001247","West End North","S12000033","Aberdeen City",1
"68","S01006573","West End North - 03","S02001247","West End North","S12000033","Aberdeen City",1
"69","S01006574","West End North - 04","S02001247","West End North","S12000033","Aberdeen City",1
"70","S01006575","West End South - 01","S02001248","West End South","S12000033","Aberdeen City",1
"71","S01006576","West End South - 02","S02001248","West End South","S12000033","Aberdeen City",1
"72","S01006577","West End South - 03","S02001248","West End South","S12000033","Aberdeen City",1
"73","S01006578","West End South - 04","S02001248","West End South","S12000033","Aberdeen City",1
"74","S01006579","West End South - 05","S02001248","West End South","S12000033","Aberdeen City",1
"75","S01006580","West End South - 06","S02001248","West End South","S12000033","Aberdeen City",1
"76","S01006581","West End South - 07","S02001248","West End South","S12000033","Aberdeen City",1
"77","S01006582","City Centre West - 01","S02001249","City Centre West","S12000033","Aberdeen City",1
"78","S01006583","City Centre West - 02","S02001249","City Centre West","S12000033","Aberdeen City",1
"79","S01006584","City Centre West - 03","S02001249","City Centre West","S12000033","Aberdeen City",1
"80","S01006585","City Centre West - 04","S02001249","City Centre West","S12000033","Aberdeen City",1
"81","S01006586","City Centre West - 05","S02001249","City Centre West","S12000033","Aberdeen City",1
"82","S01006587","City Centre East - 01","S02001250","City Centre East","S12000033","Aberdeen City",1
"83","S01006588","City Centre East - 02","S02001250","City Centre East","S12000033","Aberdeen City",1
"84","S01006589","City Centre East - 03","S02001250","City Centre East","S12000033","Aberdeen City",1
"85","S01006590","City Centre East - 04","S02001250","City Centre East","S12000033","Aberdeen City",1
"86","S01006591","Ferryhill North - 01","S02001251","Ferryhill North","S12000033","Aberdeen City",1
"87","S01006592","Ferryhill North - 02","S02001251","Ferryhill North","S12000033","Aberdeen City",1
"88","S01006593","Ferryhill North - 03","S02001251","Ferryhill North","S12000033","Aberdeen City",1
"89","S01006594","Ferryhill North - 04","S02001251","Ferryhill North","S12000033","Aberdeen City",1
"90","S01006595","Ferryhill North - 05","S02001251","Ferryhill North","S12000033","Aberdeen City",1
"91","S01006596","Ferryhill North - 06","S02001251","Ferryhill North","S12000033","Aberdeen City",1
"92","S01006597","Ferryhill North - 07","S02001251","Ferryhill North","S12000033","Aberdeen City",1
"93","S01006598","Ferryhill South - 01","S02001252","Ferryhill South","S12000033","Aberdeen City",1
"94","S01006599","Ferryhill South - 02","S02001252","Ferryhill South","S12000033","Aberdeen City",1
"95","S01006600","Ferryhill South - 03","S02001252","Ferryhill South","S12000033","Aberdeen City",1
"96","S01006601","Ferryhill South - 04","S02001252","Ferryhill South","S12000033","Aberdeen City",1
"97","S01006602","Ferryhill South - 05","S02001252","Ferryhill South","S12000033","Aberdeen City",1
"98","S01006603","Kincorth, Leggart and Nigg North - 01","S02001253","Kincorth, Leggart and Nigg North","S12000033","Aberdeen City",1
"99","S01006604","Kincorth, Leggart and Nigg North - 02","S02001253","Kincorth, Leggart and Nigg North","S12000033","Aberdeen City",1
"100","S01006605","Kincorth, Leggart and Nigg North - 03","S02001253","Kincorth, Leggart and Nigg North","S12000033","Aberdeen City",1
"101","S01006606","Kincorth, Leggart and Nigg North - 04","S02001253","Kincorth, Leggart and Nigg North","S12000033","Aberdeen City",1
"102","S01006607","Kincorth, Leggart and Nigg North - 05","S02001253","Kincorth, Leggart and Nigg North","S12000033","Aberdeen City",1
"103","S01006608","Kincorth, Leggart and Nigg South - 01","S02001254","Kincorth, Leggart and Nigg South","S12000033","Aberdeen City",1
"104","S01006609","Kincorth, Leggart and Nigg South - 02","S02001254","Kincorth, Leggart and Nigg South","S12000033","Aberdeen City",1
"105","S01006610","Kincorth, Leggart and Nigg South - 03","S02001254","Kincorth, Leggart and Nigg South","S12000033","Aberdeen City",1
"106","S01006611","Kincorth, Leggart and Nigg South - 04","S02001254","Kincorth, Leggart and Nigg South","S12000033","Aberdeen City",1
"107","S01006612","Kincorth, Leggart and Nigg South - 05","S02001254","Kincorth, Leggart and Nigg South","S12000033","Aberdeen City",1
"108","S01006613","Cove South - 01","S02001255","Cove South","S12000033","Aberdeen City",1
"109","S01006614","Cove South - 02","S02001255","Cove South","S12000033","Aberdeen City",1
"110","S01006615","Cove South - 03","S02001255","Cove South","S12000033","Aberdeen City",1
"111","S01006616","Cove South - 04","S02001255","Cove South","S12000033","Aberdeen City",1
"112","S01006617","Cove South - 05","S02001255","Cove South","S12000033","Aberdeen City",1
"113","S01006618","Cove South - 06","S02001255","Cove South","S12000033","Aberdeen City",1
"114","S01006619","Cove North - 01","S02001256","Cove North","S12000033","Aberdeen City",1
"115","S01006620","Cove North - 02","S02001256","Cove North","S12000033","Aberdeen City",1
"116","S01006621","Cove North - 03","S02001256","Cove North","S12000033","Aberdeen City",1
"117","S01006622","Cove North - 04","S02001256","Cove North","S12000033","Aberdeen City",1
"118","S01006623","Cove North - 05","S02001256","Cove North","S12000033","Aberdeen City",1
"119","S01006624","Torry West - 01","S02001257","Torry West","S12000033","Aberdeen City",1
"120","S01006625","Torry West - 02","S02001257","Torry West","S12000033","Aberdeen City",1
"121","S01006626","Torry West - 03","S02001257","Torry West","S12000033","Aberdeen City",1
"122","S01006627","Torry West - 04","S02001257","Torry West","S12000033","Aberdeen City",1
"123","S01006628","Torry West - 05","S02001257","Torry West","S12000033","Aberdeen City",1
"124","S01006629","Torry West - 06","S02001257","Torry West","S12000033","Aberdeen City",1
"125","S01006630","Torry West - 07","S02001257","Torry West","S12000033","Aberdeen City",1
"126","S01006631","Torry East - 01","S02001258","Torry East","S12000033","Aberdeen City",1
"127","S01006632","Torry East - 02","S02001258","Torry East","S12000033","Aberdeen City",1
"128","S01006633","Torry East - 03","S02001258","Torry East","S12000033","Aberdeen City",1
"129","S01006634","Torry East - 04","S02001258","Torry East","S12000033","Aberdeen City",1
"130","S01006635","Torry East - 05","S02001258","Torry East","S12000033","Aberdeen City",1
"131","S01006636","Torry East - 06","S02001258","Torry East","S12000033","Aberdeen City",1
"132","S01006637","Hanover South - 01","S02001259","Hanover South","S12000033","Aberdeen City",1
"133","S01006638","Hanover South - 02","S02001259","Hanover South","S12000033","Aberdeen City",1
"134","S01006639","Hanover South - 03","S02001259","Hanover South","S12000033","Aberdeen City",1
"135","S01006640","Hanover South - 04","S02001259","Hanover South","S12000033","Aberdeen City",1
"136","S01006641","Hanover North - 01","S02001260","Hanover North","S12000033","Aberdeen City",1
"137","S01006642","Hanover North - 02","S02001260","Hanover North","S12000033","Aberdeen City",1
"138","S01006643","Hanover North - 03","S02001260","Hanover North","S12000033","Aberdeen City",1
"139","S01006644","Hanover North - 04","S02001260","Hanover North","S12000033","Aberdeen City",1
"140","S01006645","George Street - 01","S02001261","George Street","S12000033","Aberdeen City",1
"141","S01006646","George Street - 02","S02001261","George Street","S12000033","Aberdeen City",1
"142","S01006647","George Street - 03","S02001261","George Street","S12000033","Aberdeen City",1
"143","S01006648","George Street - 04","S02001261","George Street","S12000033","Aberdeen City",1
"144","S01006649","George Street - 05","S02001261","George Street","S12000033","Aberdeen City",1
"145","S01006650","George Street - 06","S02001261","George Street","S12000033","Aberdeen City",1
"146","S01006651","George Street - 07","S02001261","George Street","S12000033","Aberdeen City",1
"147","S01006652","George Street - 08","S02001261","George Street","S12000033","Aberdeen City",1
"148","S01006653","Ashgrove - 01","S02001262","Ashgrove","S12000033","Aberdeen City",1
"149","S01006654","Ashgrove - 02","S02001262","Ashgrove","S12000033","Aberdeen City",1
"150","S01006655","Ashgrove - 03","S02001262","Ashgrove","S12000033","Aberdeen City",1
"151","S01006656","Ashgrove - 04","S02001262","Ashgrove","S12000033","Aberdeen City",1
"152","S01006657","Ashgrove - 05","S02001262","Ashgrove","S12000033","Aberdeen City",1
"153","S01006658","Froghall, Powis and Sunnybank - 01","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"154","S01006659","Froghall, Powis and Sunnybank - 02","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"155","S01006660","Froghall, Powis and Sunnybank - 03","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"156","S01006661","Froghall, Powis and Sunnybank - 04","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"157","S01006662","Froghall, Powis and Sunnybank - 05","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"158","S01006663","Froghall, Powis and Sunnybank - 06","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"159","S01006664","Froghall, Powis and Sunnybank - 07","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"160","S01006665","Froghall, Powis and Sunnybank - 08","S02001263","Froghall, Powis and Sunnybank","S12000033","Aberdeen City",1
"161","S01006666","Seaton - 01","S02001264","Seaton","S12000033","Aberdeen City",1
"162","S01006667","Seaton - 02","S02001264","Seaton","S12000033","Aberdeen City",1
"163","S01006668","Seaton - 03","S02001264","Seaton","S12000033","Aberdeen City",1
"164","S01006669","Seaton - 04","S02001264","Seaton","S12000033","Aberdeen City",1
"165","S01006670","Seaton - 05","S02001264","Seaton","S12000033","Aberdeen City",1
"166","S01006671","Old Aberdeen - 01","S02001265","Old Aberdeen","S12000033","Aberdeen City",1
"167","S01006672","Old Aberdeen - 02","S02001265","Old Aberdeen","S12000033","Aberdeen City",1
"168","S01006673","Old Aberdeen - 03","S02001265","Old Aberdeen","S12000033","Aberdeen City",1
"169","S01006674","Old Aberdeen - 04","S02001265","Old Aberdeen","S12000033","Aberdeen City",1
"170","S01006675","Tillydrone - 01","S02001266","Tillydrone","S12000033","Aberdeen City",1
"171","S01006676","Tillydrone - 02","S02001266","Tillydrone","S12000033","Aberdeen City",1
"172","S01006677","Tillydrone - 03","S02001266","Tillydrone","S12000033","Aberdeen City",1
"173","S01006678","Tillydrone - 04","S02001266","Tillydrone","S12000033","Aberdeen City",1
"174","S01006679","Tillydrone - 05","S02001266","Tillydrone","S12000033","Aberdeen City",1
"175","S01006680","Tillydrone - 06","S02001266","Tillydrone","S12000033","Aberdeen City",1
"176","S01006681","Woodside - 01","S02001267","Woodside","S12000033","Aberdeen City",1
"177","S01006682","Woodside - 02","S02001267","Woodside","S12000033","Aberdeen City",1
"178","S01006683","Woodside - 03","S02001267","Woodside","S12000033","Aberdeen City",1
"179","S01006684","Woodside - 04","S02001267","Woodside","S12000033","Aberdeen City",1
"180","S01006685","Woodside - 05","S02001267","Woodside","S12000033","Aberdeen City",1
"181","S01006686","Hilton - 01","S02001268","Hilton","S12000033","Aberdeen City",1
"182","S01006687","Hilton - 02","S02001268","Hilton","S12000033","Aberdeen City",1
"183","S01006688","Hilton - 03","S02001268","Hilton","S12000033","Aberdeen City",1
"184","S01006689","Hilton - 04","S02001268","Hilton","S12000033","Aberdeen City",1
"185","S01006690","Hilton - 05","S02001268","Hilton","S12000033","Aberdeen City",1
"186","S01006691","Hilton - 06","S02001268","Hilton","S12000033","Aberdeen City",1
"187","S01006692","Hilton - 07","S02001268","Hilton","S12000033","Aberdeen City",1
"188","S01006693","Hilton - 08","S02001268","Hilton","S12000033","Aberdeen City",1
"189","S01006694","Stockethill - 01","S02001269","Stockethill","S12000033","Aberdeen City",1
"190","S01006695","Stockethill - 02","S02001269","Stockethill","S12000033","Aberdeen City",1
"191","S01006696","Stockethill - 03","S02001269","Stockethill","S12000033","Aberdeen City",1
"192","S01006697","Stockethill - 04","S02001269","Stockethill","S12000033","Aberdeen City",1
"193","S01006698","Stockethill - 05","S02001269","Stockethill","S12000033","Aberdeen City",1
"194","S01006699","Stockethill - 06","S02001269","Stockethill","S12000033","Aberdeen City",1
"195","S01006700","Stockethill - 07","S02001269","Stockethill","S12000033","Aberdeen City",1
"196","S01006701","Mastrick - 01","S02001270","Mastrick","S12000033","Aberdeen City",1
"197","S01006702","Mastrick - 02","S02001270","Mastrick","S12000033","Aberdeen City",1
"198","S01006703","Mastrick - 03","S02001270","Mastrick","S12000033","Aberdeen City",1
"199","S01006704","Mastrick - 04","S02001270","Mastrick","S12000033","Aberdeen City",1
"200","S01006705","Mastrick - 05","S02001270","Mastrick","S12000033","Aberdeen City",1
"201","S01006706","Mastrick - 06","S02001270","Mastrick","S12000033","Aberdeen City",1
"202","S01006707","Mastrick - 07","S02001270","Mastrick","S12000033","Aberdeen City",1
"203","S01006708","Sheddocksley - 01","S02001271","Sheddocksley","S12000033","Aberdeen City",1
"204","S01006709","Sheddocksley - 02","S02001271","Sheddocksley","S12000033","Aberdeen City",1
"205","S01006710","Sheddocksley - 03","S02001271","Sheddocksley","S12000033","Aberdeen City",1
"206","S01006711","Sheddocksley - 04","S02001271","Sheddocksley","S12000033","Aberdeen City",1
"207","S01006712","Sheddocksley - 05","S02001271","Sheddocksley","S12000033","Aberdeen City",1
"208","S01006713","Sheddocksley - 06","S02001271","Sheddocksley","S12000033","Aberdeen City",1
"209","S01006714","Cummings Park - 01","S02001272","Cummings Park","S12000033","Aberdeen City",1
"210","S01006715","Cummings Park - 02","S02001272","Cummings Park","S12000033","Aberdeen City",1
"211","S01006716","Cummings Park - 03","S02001272","Cummings Park","S12000033","Aberdeen City",1
"212","S01006717","Cummings Park - 04","S02001272","Cummings Park","S12000033","Aberdeen City",1
"213","S01006718","Cummings Park - 05","S02001272","Cummings Park","S12000033","Aberdeen City",1
"214","S01006719","Northfield - 01","S02001273","Northfield","S12000033","Aberdeen City",1
"215","S01006720","Northfield - 02","S02001273","Northfield","S12000033","Aberdeen City",1
"216","S01006721","Northfield - 03","S02001273","Northfield","S12000033","Aberdeen City",1
"217","S01006722","Northfield - 04","S02001273","Northfield","S12000033","Aberdeen City",1
"218","S01006723","Northfield - 05","S02001273","Northfield","S12000033","Aberdeen City",1
"219","S01006724","Northfield - 06","S02001273","Northfield","S12000033","Aberdeen City",1
"220","S01006725","Northfield - 07","S02001273","Northfield","S12000033","Aberdeen City",1
"221","S01006726","Heathryfold and Middlefield - 01","S02001274","Heathryfold and Middlefield","S12000033","Aberdeen City",1
"222","S01006727","Heathryfold and Middlefield - 02","S02001274","Heathryfold and Middlefield","S12000033","Aberdeen City",1
"223","S01006728","Heathryfold and Middlefield - 03","S02001274","Heathryfold and Middlefield","S12000033","Aberdeen City",1
"224","S01006729","Heathryfold and Middlefield - 04","S02001274","Heathryfold and Middlefield","S12000033","Aberdeen City",1
"225","S01006730","Heathryfold and Middlefield - 05","S02001274","Heathryfold and Middlefield","S12000033","Aberdeen City",1
"226","S01006731","Heathryfold and Middlefield - 06","S02001274","Heathryfold and Middlefield","S12000033","Aberdeen City",1
"227","S01006732","Kingswells - 01","S02001275","Kingswells","S12000033","Aberdeen City",1
"228","S01006733","Kingswells - 02","S02001275","Kingswells","S12000033","Aberdeen City",1
"229","S01006734","Kingswells - 03","S02001275","Kingswells","S12000033","Aberdeen City",1
"230","S01006735","Kingswells - 04","S02001275","Kingswells","S12000033","Aberdeen City",1
"231","S01006736","Kingswells - 05","S02001275","Kingswells","S12000033","Aberdeen City",1
"232","S01006737","Kingswells - 06","S02001275","Kingswells","S12000033","Aberdeen City",1
"233","S01006738","Bucksburn South - 01","S02001276","Bucksburn South","S12000033","Aberdeen City",1
"234","S01006739","Bucksburn South - 02","S02001276","Bucksburn South","S12000033","Aberdeen City",1
"235","S01006740","Bucksburn South - 03","S02001276","Bucksburn South","S12000033","Aberdeen City",1
"236","S01006741","Bucksburn South - 04","S02001276","Bucksburn South","S12000033","Aberdeen City",1
"237","S01006742","Bucksburn South - 05","S02001276","Bucksburn South","S12000033","Aberdeen City",1
"238","S01006743","Bucksburn North - 01","S02001277","Bucksburn North","S12000033","Aberdeen City",1
"239","S01006744","Bucksburn North - 02","S02001277","Bucksburn North","S12000033","Aberdeen City",1
"240","S01006745","Bucksburn North - 03","S02001277","Bucksburn North","S12000033","Aberdeen City",1
"241","S01006746","Bucksburn North - 04","S02001277","Bucksburn North","S12000033","Aberdeen City",1
"242","S01006747","Bucksburn North - 05","S02001277","Bucksburn North","S12000033","Aberdeen City",1
"243","S01006748","Bucksburn North - 06","S02001277","Bucksburn North","S12000033","Aberdeen City",1
"244","S01006749","Dyce - 01","S02001278","Dyce","S12000033","Aberdeen City",1
"245","S01006750","Dyce - 02","S02001278","Dyce","S12000033","Aberdeen City",1
"246","S01006751","Dyce - 03","S02001278","Dyce","S12000033","Aberdeen City",1
"247","S01006752","Dyce - 04","S02001278","Dyce","S12000033","Aberdeen City",1
"248","S01006753","Dyce - 05","S02001278","Dyce","S12000033","Aberdeen City",1
"249","S01006754","Dyce - 06","S02001278","Dyce","S12000033","Aberdeen City",1
"250","S01006755","Dyce - 07","S02001278","Dyce","S12000033","Aberdeen City",1
"251","S01006756","Danestone - 01","S02001279","Danestone","S12000033","Aberdeen City",1
"252","S01006757","Danestone - 02","S02001279","Danestone","S12000033","Aberdeen City",1
"253","S01006758","Danestone - 03","S02001279","Danestone","S12000033","Aberdeen City",1
"254","S01006759","Danestone - 04","S02001279","Danestone","S12000033","Aberdeen City",1
"255","S01006760","Danestone - 05","S02001279","Danestone","S12000033","Aberdeen City",1
"256","S01006761","Danestone - 06","S02001279","Danestone","S12000033","Aberdeen City",1
"257","S01006762","Oldmachar West - 01","S02001280","Oldmachar West","S12000033","Aberdeen City",1
"258","S01006763","Oldmachar West - 02","S02001280","Oldmachar West","S12000033","Aberdeen City",1
"259","S01006764","Oldmachar West - 03","S02001280","Oldmachar West","S12000033","Aberdeen City",1
"260","S01006765","Oldmachar West - 04","S02001280","Oldmachar West","S12000033","Aberdeen City",1
"261","S01006766","Oldmachar West - 05","S02001280","Oldmachar West","S12000033","Aberdeen City",1
"262","S01006767","Oldmachar West - 06","S02001280","Oldmachar West","S12000033","Aberdeen City",1
"263","S01006768","Oldmachar East - 01","S02001281","Oldmachar East","S12000033","Aberdeen City",1
"264","S01006769","Oldmachar East - 02","S02001281","Oldmachar East","S12000033","Aberdeen City",1
"265","S01006770","Oldmachar East - 03","S02001281","Oldmachar East","S12000033","Aberdeen City",1
"266","S01006771","Oldmachar East - 04","S02001281","Oldmachar East","S12000033","Aberdeen City",1
"267","S01006772","Oldmachar East - 05","S02001281","Oldmachar East","S12000033","Aberdeen City",1
"268","S01006773","Oldmachar East - 06","S02001281","Oldmachar East","S12000033","Aberdeen City",1
"269","S01006774","Oldmachar East - 07","S02001281","Oldmachar East","S12000033","Aberdeen City",1
"270","S01006775","Balgownie and Donmouth West - 01","S02001282","Balgownie and Donmouth West","S12000033","Aberdeen City",1
"271","S01006776","Balgownie and Donmouth West - 02","S02001282","Balgownie and Donmouth West","S12000033","Aberdeen City",1
"272","S01006777","Balgownie and Donmouth West - 03","S02001282","Balgownie and Donmouth West","S12000033","Aberdeen City",1
"273","S01006778","Balgownie and Donmouth West - 04","S02001282","Balgownie and Donmouth West","S12000033","Aberdeen City",1
"274","S01006779","Balgownie and Donmouth West - 05","S02001282","Balgownie and Donmouth West","S12000033","Aberdeen City",1
"275","S01006780","Balgownie and Donmouth West - 06","S02001282","Balgownie and Donmouth West","S12000033","Aberdeen City",1
"276","S01006781","Balgownie and Donmouth East - 01","S02001283","Balgownie and Donmouth East","S12000033","Aberdeen City",1
"277","S01006782","Balgownie and Donmouth East - 02","S02001283","Balgownie and Donmouth East","S12000033","Aberdeen City",1
"278","S01006783","Balgownie and Donmouth East - 03","S02001283","Balgownie and Donmouth East","S12000033","Aberdeen City",1
"279","S01006784","Balgownie and Donmouth East - 04","S02001283","Balgownie and Donmouth East","S12000033","Aberdeen City",1
"280","S01006785","Denmore - 01","S02001284","Denmore","S12000033","Aberdeen City",1
"281","S01006786","Denmore - 02","S02001284","Denmore","S12000033","Aberdeen City",1
"282","S01006787","Denmore - 03","S02001284","Denmore","S12000033","Aberdeen City",1
"283","S01006788","Denmore - 04","S02001284","Denmore","S12000033","Aberdeen City",1
"284","S01006789","East Cairngorms - 01","S02001285","East Cairngorms","S12000034","Aberdeenshire",1
"285","S01006790","East Cairngorms - 02","S02001285","East Cairngorms","S12000034","Aberdeenshire",1
"286","S01006791","East Cairngorms - 03","S02001285","East Cairngorms","S12000034","Aberdeenshire",1
"287","S01006792","East Cairngorms - 04","S02001285","East Cairngorms","S12000034","Aberdeenshire",1
"288","S01006793","East Cairngorms - 05","S02001285","East Cairngorms","S12000034","Aberdeenshire",1
"289","S01006794","Aboyne and South Deeside - 01","S02001286","Aboyne and South Deeside","S12000034","Aberdeenshire",1
"290","S01006795","Aboyne and South Deeside - 02","S02001286","Aboyne and South Deeside","S12000034","Aberdeenshire",1
