DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName
S01006506,Culter - 01,S02001236,Culter,S12000033,Aberdeen City
S01006507,Culter - 02,S02001236,Culter,S12000033,Aberdeen City
S01006508,Culter - 03,S02001236,Culter,S12000033,Aberdeen City
S01006509,Culter - 04,S02001236,Culter,S12000033,Aberdeen City
S01006510,Culter - 05,S02001236,Culter,S12000033,Aberdeen City
S01006511,Culter - 06,S02001236,Culter,S12000033,Aberdeen City
S01006512,Culter - 07,S02001236,Culter,S12000033,Aberdeen City
S01006513,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S12000033,Aberdeen City
S01006514,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S12000033,Aberdeen City
S01006515,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S12000033,Aberdeen City
S01006516,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S12000033,Aberdeen City
S01006517,"Cults, Bieldside and Milltimber West - 05",S02001237,"Cults, Bieldside and Milltimber West",S12000033,Aberdeen City
S01006518,"Cults, Bieldside and Milltimber East - 01",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006519,"Cults, Bieldside and Milltimber East - 02",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006520,"Cults, Bieldside and Milltimber East - 03",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006521,"Cults, Bieldside and Milltimber East - 04",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006522,"Cults, Bieldside and Milltimber East - 05",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006523,"Cults, Bieldside and Milltimber East - 06",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006524,"Cults, Bieldside and Milltimber East - 07",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006525,"Cults, Bieldside and Milltimber East - 08",S02001238,"Cults, Bieldside and Milltimber East",S12000033,Aberdeen City
S01006526,Garthdee - 01,S02001239,Garthdee,S12000033,Aberdeen City
S01006527,Garthdee - 02,S02001239,Garthdee,S12000033,Aberdeen City
S01006528,Garthdee - 03,S02001239,Garthdee,S12000033,Aberdeen City
S01006529,Garthdee - 04,S02001239,Garthdee,S12000033,Aberdeen City
S01006530,Garthdee - 05,S02001239,Garthdee,S12000033,Aberdeen City
S01006531,Garthdee - 06,S02001239,Garthdee,S12000033,Aberdeen City
S01006532,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S12000033,Aberdeen City
S01006533,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S12000033,Aberdeen City
S01006534,"Braeside, Mannofield, Broomhill and Seafield East - 03",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S12000033,Aberdeen City
S01006535,"Braeside, Mannofield, Broomhill and Seafield East - 04",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S12000033,Aberdeen City
S01006536,"Braeside, Mannofield, Broomhill and Seafield East - 05",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S12000033,Aberdeen City
S01006537,"Braeside, Mannofield, Broomhill and Seafield South - 01",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S12000033,Aberdeen City
S01006538,"Braeside, Mannofield, Broomhill and Seafield South - 02",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S12000033,Aberdeen City
S01006539,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S12000033,Aberdeen City
S01006540,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S12000033,Aberdeen City
S01006541,"Braeside, Mannofield, Broomhill and Seafield South - 05",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S12000033,Aberdeen City
S01006542,"Braeside, Mannofield, Broomhill and Seafield North - 01",S02001242,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S01006543,"Braeside, Mannofield, Broomhill and Seafield North - 02",S02001242,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S01006544,"Braeside, Mannofield, Broomhill and Seafield North - 03",S02001242,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S01006545,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02001242,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S01006546,"Braeside, Mannofield, Broomhill and Seafield North - 05",S02001242,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S01006547,Hazlehead - 01,S02001243,Hazlehead,S12000033,Aberdeen City
S01006548,Hazlehead - 02,S02001243,Hazlehead,S12000033,Aberdeen City
S01006549,Hazlehead - 03,S02001243,Hazlehead,S12000033,Aberdeen City
S01006550,Hazlehead - 04,S02001243,Hazlehead,S12000033,Aberdeen City
S01006551,Hazlehead - 05,S02001243,Hazlehead,S12000033,Aberdeen City
S01006552,Hazlehead - 06,S02001243,Hazlehead,S12000033,Aberdeen City
S01006553,Summerhill - 01,S02001244,Summerhill,S12000033,Aberdeen City
S01006554,Summerhill - 02,S02001244,Summerhill,S12000033,Aberdeen City
S01006555,Summerhill - 03,S02001244,Summerhill,S12000033,Aberdeen City
S01006556,Summerhill - 04,S02001244,Summerhill,S12000033,Aberdeen City
S01006557,Summerhill - 05,S02001244,Summerhill,S12000033,Aberdeen City
S01006558,Midstocket - 01,S02001245,Midstocket,S12000033,Aberdeen City
S01006559,Midstocket - 02,S02001245,Midstocket,S12000033,Aberdeen City
S01006560,Midstocket - 03,S02001245,Midstocket,S12000033,Aberdeen City
S01006561,Midstocket - 04,S02001245,Midstocket,S12000033,Aberdeen City
S01006562,Midstocket - 05,S02001245,Midstocket,S12000033,Aberdeen City
S01006563,Midstocket - 06,S02001245,Midstocket,S12000033,Aberdeen City
S01006564,Rosemount - 01,S02001246,Rosemount,S12000033,Aberdeen City
S01006565,Rosemount - 02,S02001246,Rosemount,S12000033,Aberdeen City
S01006566,Rosemount - 03,S02001246,Rosemount,S12000033,Aberdeen City
S01006567,Rosemount - 04,S02001246,Rosemount,S12000033,Aberdeen City
S01006568,Rosemount - 05,S02001246,Rosemount,S12000033,Aberdeen City
S01006569,Rosemount - 06,S02001246,Rosemount,S12000033,Aberdeen City
S01006570,Rosemount - 07,S02001246,Rosemount,S12000033,Aberdeen City
S01006571,West End North - 01,S02001247,West End North,S12000033,Aberdeen City
S01006572,West End North - 02,S02001247,West End North,S12000033,Aberdeen City
S01006573,West End North - 03,S02001247,West End North,S12000033,Aberdeen City
S01006574,West End North - 04,S02001247,West End North,S12000033,Aberdeen City
S01006575,West End South - 01,S02001248,West End South,S12000033,Aberdeen City
S01006576,West End South - 02,S02001248,West End South,S12000033,Aberdeen City
S01006577,West End South - 03,S02001248,West End South,S12000033,Aberdeen City
S01006578,West End South - 04,S02001248,West End South,S12000033,Aberdeen City
S01006579,West End South - 05,S02001248,West End South,S12000033,Aberdeen City
S01006580,West End South - 06,S02001248,West End South,S12000033,Aberdeen City
S01006581,West End South - 07,S02001248,West End South,S12000033,Aberdeen City
S01006582,City Centre West - 01,S02001249,City Centre West,S12000033,Aberdeen City
S01006583,City Centre West - 02,S02001249,City Centre West,S12000033,Aberdeen City
S01006584,City Centre West - 03,S02001249,City Centre West,S12000033,Aberdeen City
S01006585,City Centre West - 04,S02001249,City Centre West,S12000033,Aberdeen City
S01006586,City Centre West - 05,S02001249,City Centre West,S12000033,Aberdeen City
S01006587,City Centre East - 01,S02001250,City Centre East,S12000033,Aberdeen City
S01006588,City Centre East - 02,S02001250,City Centre East,S12000033,Aberdeen City
S01006589,City Centre East - 03,S02001250,City Centre East,S12000033,Aberdeen City
S01006590,City Centre East - 04,S02001250,City Centre East,S12000033,Aberdeen City
S01006591,Ferryhill North - 01,S02001251,Ferryhill North,S12000033,Aberdeen City
S01006592,Ferryhill North - 02,S02001251,Ferryhill North,S12000033,Aberdeen City
S01006593,Ferryhill North - 03,S02001251,Ferryhill North,S12000033,Aberdeen City
S01006594,Ferryhill North - 04,S02001251,Ferryhill North,S12000033,Aberdeen City
S01006595,Ferryhill North - 05,S02001251,Ferryhill North,S12000033,Aberdeen City
S01006596,Ferryhill North - 06,S02001251,Ferryhill North,S12000033,Aberdeen City
S01006597,Ferryhill North - 07,S02001251,Ferryhill North,S12000033,Aberdeen City
S01006598,Ferryhill South - 01,S02001252,Ferryhill South,S12000033,Aberdeen City
S01006599,Ferryhill South - 02,S02001252,Ferryhill South,S12000033,Aberdeen City
S01006600,Ferryhill South - 03,S02001252,Ferryhill South,S12000033,Aberdeen City
S01006601,Ferryhill South - 04,S02001252,Ferryhill South,S12000033,Aberdeen City
S01006602,Ferryhill South - 05,S02001252,Ferryhill South,S12000033,Aberdeen City
S01006603,"Kincorth, Leggart and Nigg North - 01",S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City
S01006604,"Kincorth, Leggart and Nigg North - 02",S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City
S01006605,"Kincorth, Leggart and Nigg North - 03",S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City
S01006606,"Kincorth, Leggart and Nigg North - 04",S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City
S01006607,"Kincorth, Leggart and Nigg North - 05",S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City
S01006608,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City
S01006609,"Kincorth, Leggart and Nigg South - 02",S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City
S01006610,"Kincorth, Leggart and Nigg South - 03",S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City
S01006611,"Kincorth, Leggart and Nigg South - 04",S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City
S01006612,"Kincorth, Leggart and Nigg South - 05",S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City
S01006613,Cove South - 01,S02001255,Cove South,S12000033,Aberdeen City
S01006614,Cove South - 02,S02001255,Cove South,S12000033,Aberdeen City
S01006615,Cove South - 03,S02001255,Cove South,S12000033,Aberdeen City
S01006616,Cove South - 04,S02001255,Cove South,S12000033,Aberdeen City
S01006617,Cove South - 05,S02001255,Cove South,S12000033,Aberdeen City
S01006618,Cove South - 06,S02001255,Cove South,S12000033,Aberdeen City
S01006619,Cove North - 01,S02001256,Cove North,S12000033,Aberdeen City
S01006620,Cove North - 02,S02001256,Cove North,S12000033,Aberdeen City
S01006621,Cove North - 03,S02001256,Cove North,S12000033,Aberdeen City
S01006622,Cove North - 04,S02001256,Cove North,S12000033,Aberdeen City
S01006623,Cove North - 05,S02001256,Cove North,S12000033,Aberdeen City
S01006624,Torry West - 01,S02001257,Torry West,S12000033,Aberdeen City
S01006625,Torry West - 02,S02001257,Torry West,S12000033,Aberdeen City
S01006626,Torry West - 03,S02001257,Torry West,S12000033,Aberdeen City
S01006627,Torry West - 04,S02001257,Torry West,S12000033,Aberdeen City
S01006628,Torry West - 05,S02001257,Torry West,S12000033,Aberdeen City
S01006629,Torry West - 06,S02001257,Torry West,S12000033,Aberdeen City
S01006630,Torry West - 07,S02001257,Torry West,S12000033,Aberdeen City
S01006631,Torry East - 01,S02001258,Torry East,S12000033,Aberdeen City
S01006632,Torry East - 02,S02001258,Torry East,S12000033,Aberdeen City
S01006633,Torry East - 03,S02001258,Torry East,S12000033,Aberdeen City
S01006634,Torry East - 04,S02001258,Torry East,S12000033,Aberdeen City
S01006635,Torry East - 05,S02001258,Torry East,S12000033,Aberdeen City
S01006636,Torry East - 06,S02001258,Torry East,S12000033,Aberdeen City
S01006637,Hanover South - 01,S02001259,Hanover South,S12000033,Aberdeen City
S01006638,Hanover South - 02,S02001259,Hanover South,S12000033,Aberdeen City
S01006639,Hanover South - 03,S02001259,Hanover South,S12000033,Aberdeen City
S01006640,Hanover South - 04,S02001259,Hanover South,S12000033,Aberdeen City
S01006641,Hanover North - 01,S02001260,Hanover North,S12000033,Aberdeen City
S01006642,Hanover North - 02,S02001260,Hanover North,S12000033,Aberdeen City
S01006643,Hanover North - 03,S02001260,Hanover North,S12000033,Aberdeen City
S01006644,Hanover North - 04,S02001260,Hanover North,S12000033,Aberdeen City
S01006645,George Street - 01,S02001261,George Street,S12000033,Aberdeen City
S01006646,George Street - 02,S02001261,George Street,S12000033,Aberdeen City
S01006647,George Street - 03,S02001261,George Street,S12000033,Aberdeen City
S01006648,George Street - 04,S02001261,George Street,S12000033,Aberdeen City
S01006649,George Street - 05,S02001261,George Street,S12000033,Aberdeen City
S01006650,George Street - 06,S02001261,George Street,S12000033,Aberdeen City
S01006651,George Street - 07,S02001261,George Street,S12000033,Aberdeen City
S01006652,George Street - 08,S02001261,George Street,S12000033,Aberdeen City
S01006653,Ashgrove - 01,S02001262,Ashgrove,S12000033,Aberdeen City
S01006654,Ashgrove - 02,S02001262,Ashgrove,S12000033,Aberdeen City
S01006655,Ashgrove - 03,S02001262,Ashgrove,S12000033,Aberdeen City
S01006656,Ashgrove - 04,S02001262,Ashgrove,S12000033,Aberdeen City
S01006657,Ashgrove - 05,S02001262,Ashgrove,S12000033,Aberdeen City
S01006658,"Froghall, Powis and Sunnybank - 01",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006659,"Froghall, Powis and Sunnybank - 02",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006660,"Froghall, Powis and Sunnybank - 03",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006661,"Froghall, Powis and Sunnybank - 04",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006662,"Froghall, Powis and Sunnybank - 05",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006663,"Froghall, Powis and Sunnybank - 06",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006664,"Froghall, Powis and Sunnybank - 07",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006665,"Froghall, Powis and Sunnybank - 08",S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City
S01006666,Seaton - 01,S02001264,Seaton,S12000033,Aberdeen City
S01006667,Seaton - 02,S02001264,Seaton,S12000033,Aberdeen City
S01006668,Seaton - 03,S02001264,Seaton,S12000033,Aberdeen City
S01006669,Seaton - 04,S02001264,Seaton,S12000033,Aberdeen City
S01006670,Seaton - 05,S02001264,Seaton,S12000033,Aberdeen City
S01006671,Old Aberdeen - 01,S02001265,Old Aberdeen,S12000033,Aberdeen City
S01006672,Old Aberdeen - 02,S02001265,Old Aberdeen,S12000033,Aberdeen City
S01006673,Old Aberdeen - 03,S02001265,Old Aberdeen,S12000033,Aberdeen City
S01006674,Old Aberdeen - 04,S02001265,Old Aberdeen,S12000033,Aberdeen City
S01006675,Tillydrone - 01,S02001266,Tillydrone,S12000033,Aberdeen City
S01006676,Tillydrone - 02,S02001266,Tillydrone,S12000033,Aberdeen City
S01006677,Tillydrone - 03,S02001266,Tillydrone,S12000033,Aberdeen City
S01006678,Tillydrone - 04,S02001266,Tillydrone,S12000033,Aberdeen City
S01006679,Tillydrone - 05,S02001266,Tillydrone,S12000033,Aberdeen City
S01006680,Tillydrone - 06,S02001266,Tillydrone,S12000033,Aberdeen City
S01006681,Woodside - 01,S02001267,Woodside,S12000033,Aberdeen City
S01006682,Woodside - 02,S02001267,Woodside,S12000033,Aberdeen City
S01006683,Woodside - 03,S02001267,Woodside,S12000033,Aberdeen City
S01006684,Woodside - 04,S02001267,Woodside,S12000033,Aberdeen City
S01006685,Woodside - 05,S02001267,Woodside,S12000033,Aberdeen City
S01006686,Hilton - 01,S02001268,Hilton,S12000033,Aberdeen City
S01006687,Hilton - 02,S02001268,Hilton,S12000033,Aberdeen City
S01006688,Hilton - 03,S02001268,Hilton,S12000033,Aberdeen City
S01006689,Hilton - 04,S02001268,Hilton,S12000033,Aberdeen City
S01006690,Hilton - 05,S02001268,Hilton,S12000033,Aberdeen City
S01006691,Hilton - 06,S02001268,Hilton,S12000033,Aberdeen City
S01006692,Hilton - 07,S02001268,Hilton,S12000033,Aberdeen City
S01006693,Hilton - 08,S02001268,Hilton,S12000033,Aberdeen City
S01006694,Stockethill - 01,S02001269,Stockethill,S12000033,Aberdeen City
S01006695,Stockethill - 02,S02001269,Stockethill,S12000033,Aberdeen City
S01006696,Stockethill - 03,S02001269,Stockethill,S12000033,Aberdeen City
S01006697,Stockethill - 04,S02001269,Stockethill,S12000033,Aberdeen City
S01006698,Stockethill - 05,S02001269,Stockethill,S12000033,Aberdeen City
S01006699,Stockethill - 06,S02001269,Stockethill,S12000033,Aberdeen City
S01006700,Stockethill - 07,S02001269,Stockethill,S12000033,Aberdeen City
S01006701,Mastrick - 01,S02001270,Mastrick,S12000033,Aberdeen City
S01006702,Mastrick - 02,S02001270,Mastrick,S12000033,Aberdeen City
S01006703,Mastrick - 03,S02001270,Mastrick,S12000033,Aberdeen City
S01006704,Mastrick - 04,S02001270,Mastrick,S12000033,Aberdeen City
S01006705,Mastrick - 05,S02001270,Mastrick,S12000033,Aberdeen City
S01006706,Mastrick - 06,S02001270,Mastrick,S12000033,Aberdeen City
S01006707,Mastrick - 07,S02001270,Mastrick,S12000033,Aberdeen City
S01006708,Sheddocksley - 01,S02001271,Sheddocksley,S12000033,Aberdeen City
S01006709,Sheddocksley - 02,S02001271,Sheddocksley,S12000033,Aberdeen City
S01006710,Sheddocksley - 03,S02001271,Sheddocksley,S12000033,Aberdeen City
S01006711,Sheddocksley - 04,S02001271,Sheddocksley,S12000033,Aberdeen City
S01006712,Sheddocksley - 05,S02001271,Sheddocksley,S12000033,Aberdeen City
S01006713,Sheddocksley - 06,S02001271,Sheddocksley,S12000033,Aberdeen City
S01006714,Cummings Park - 01,S02001272,Cummings Park,S12000033,Aberdeen City
S01006715,Cummings Park - 02,S02001272,Cummings Park,S12000033,Aberdeen City
S01006716,Cummings Park - 03,S02001272,Cummings Park,S12000033,Aberdeen City
S01006717,Cummings Park - 04,S02001272,Cummings Park,S12000033,Aberdeen City
S01006718,Cummings Park - 05,S02001272,Cummings Park,S12000033,Aberdeen City
S01006719,Northfield - 01,S02001273,Northfield,S12000033,Aberdeen City
S01006720,Northfield - 02,S02001273,Northfield,S12000033,Aberdeen City
S01006721,Northfield - 03,S02001273,Northfield,S12000033,Aberdeen City
S01006722,Northfield - 04,S02001273,Northfield,S12000033,Aberdeen City
S01006723,Northfield - 05,S02001273,Northfield,S12000033,Aberdeen City
S01006724,Northfield - 06,S02001273,Northfield,S12000033,Aberdeen City
S01006725,Northfield - 07,S02001273,Northfield,S12000033,Aberdeen City
S01006726,Heathryfold and Middlefield - 01,S02001274,Heathryfold and Middlefield,S12000033,Aberdeen City
S01006727,Heathryfold and Middlefield - 02,S02001274,Heathryfold and Middlefield,S12000033,Aberdeen City
S01006728,Heathryfold and Middlefield - 03,S02001274,Heathryfold and Middlefield,S12000033,Aberdeen City
S01006729,Heathryfold and Middlefield - 04,S02001274,Heathryfold and Middlefield,S12000033,Aberdeen City
S01006730,Heathryfold and Middlefield - 05,S02001274,Heathryfold and Middlefield,S12000033,Aberdeen City
S01006731,Heathryfold and Middlefield - 06,S02001274,Heathryfold and Middlefield,S12000033,Aberdeen City
S01006732,Kingswells - 01,S02001275,Kingswells,S12000033,Aberdeen City
S01006733,Kingswells - 02,S02001275,Kingswells,S12000033,Aberdeen City
S01006734,Kingswells - 03,S02001275,Kingswells,S12000033,Aberdeen City
S01006735,Kingswells - 04,S02001275,Kingswells,S12000033,Aberdeen City
S01006736,Kingswells - 05,S02001275,Kingswells,S12000033,Aberdeen City
S01006737,Kingswells - 06,S02001275,Kingswells,S12000033,Aberdeen City
S01006738,Bucksburn South - 01,S02001276,Bucksburn South,S12000033,Aberdeen City
S01006739,Bucksburn South - 02,S02001276,Bucksburn South,S12000033,Aberdeen City
S01006740,Bucksburn South - 03,S02001276,Bucksburn South,S12000033,Aberdeen City
S01006741,Bucksburn South - 04,S02001276,Bucksburn South,S12000033,Aberdeen City
S01006742,Bucksburn South - 05,S02001276,Bucksburn South,S12000033,Aberdeen City
S01006743,Bucksburn North - 01,S02001277,Bucksburn North,S12000033,Aberdeen City
S01006744,Bucksburn North - 02,S02001277,Bucksburn North,S12000033,Aberdeen City
S01006745,Bucksburn North - 03,S02001277,Bucksburn North,S12000033,Aberdeen City
S01006746,Bucksburn North - 04,S02001277,Bucksburn North,S12000033,Aberdeen City
S01006747,Bucksburn North - 05,S02001277,Bucksburn North,S12000033,Aberdeen City
S01006748,Bucksburn North - 06,S02001277,Bucksburn North,S12000033,Aberdeen City
S01006749,Dyce - 01,S02001278,Dyce,S12000033,Aberdeen City
S01006750,Dyce - 02,S02001278,Dyce,S12000033,Aberdeen City
S01006751,Dyce - 03,S02001278,Dyce,S12000033,Aberdeen City
S01006752,Dyce - 04,S02001278,Dyce,S12000033,Aberdeen City
S01006753,Dyce - 05,S02001278,Dyce,S12000033,Aberdeen City
S01006754,Dyce - 06,S02001278,Dyce,S12000033,Aberdeen City
S01006755,Dyce - 07,S02001278,Dyce,S12000033,Aberdeen City
S01006756,Danestone - 01,S02001279,Danestone,S12000033,Aberdeen City
S01006757,Danestone - 02,S02001279,Danestone,S12000033,Aberdeen City
S01006758,Danestone - 03,S02001279,Danestone,S12000033,Aberdeen City
S01006759,Danestone - 04,S02001279,Danestone,S12000033,Aberdeen City
S01006760,Danestone - 05,S02001279,Danestone,S12000033,Aberdeen City
S01006761,Danestone - 06,S02001279,Danestone,S12000033,Aberdeen City
S01006762,Oldmachar West - 01,S02001280,Oldmachar West,S12000033,Aberdeen City
S01006763,Oldmachar West - 02,S02001280,Oldmachar West,S12000033,Aberdeen City
S01006764,Oldmachar West - 03,S02001280,Oldmachar West,S12000033,Aberdeen City
S01006765,Oldmachar West - 04,S02001280,Oldmachar West,S12000033,Aberdeen City
S01006766,Oldmachar West - 05,S02001280,Oldmachar West,S12000033,Aberdeen City
S01006767,Oldmachar West - 06,S02001280,Oldmachar West,S12000033,Aberdeen City
S01006768,Oldmachar East - 01,S02001281,Oldmachar East,S12000033,Aberdeen City
S01006769,Oldmachar East - 02,S02001281,Oldmachar East,S12000033,Aberdeen City
S01006770,Oldmachar East - 03,S02001281,Oldmachar East,S12000033,Aberdeen City
S01006771,Oldmachar East - 04,S02001281,Oldmachar East,S12000033,Aberdeen City
S01006772,Oldmachar East - 05,S02001281,Oldmachar East,S12000033,Aberdeen City
S01006773,Oldmachar East - 06,S02001281,Oldmachar East,S12000033,Aberdeen City
S01006774,Oldmachar East - 07,S02001281,Oldmachar East,S12000033,Aberdeen City
S01006775,Balgownie and Donmouth West - 01,S02001282,Balgownie and Donmouth West,S12000033,Aberdeen City
S01006776,Balgownie and Donmouth West - 02,S02001282,Balgownie and Donmouth West,S12000033,Aberdeen City
S01006777,Balgownie and Donmouth West - 03,S02001282,Balgownie and Donmouth West,S12000033,Aberdeen City
S01006778,Balgownie and Donmouth West - 04,S02001282,Balgownie and Donmouth West,S12000033,Aberdeen City
S01006779,Balgownie and Donmouth West - 05,S02001282,Balgownie and Donmouth West,S12000033,Aberdeen City
S01006780,Balgownie and Donmouth West - 06,S02001282,Balgownie and Donmouth West,S12000033,Aberdeen City
S01006781,Balgownie and Donmouth East - 01,S02001283,Balgownie and Donmouth East,S12000033,Aberdeen City
S01006782,Balgownie and Donmouth East - 02,S02001283,Balgownie and Donmouth East,S12000033,Aberdeen City
S01006783,Balgownie and Donmouth East - 03,S02001283,Balgownie and Donmouth East,S12000033,Aberdeen City
S01006784,Balgownie and Donmouth East - 04,S02001283,Balgownie and Donmouth East,S12000033,Aberdeen City
S01006785,Denmore - 01,S02001284,Denmore,S12000033,Aberdeen City
S01006786,Denmore - 02,S02001284,Denmore,S12000033,Aberdeen City
S01006787,Denmore - 03,S02001284,Denmore,S12000033,Aberdeen City
S01006788,Denmore - 04,S02001284,Denmore,S12000033,Aberdeen City
S01006789,East Cairngorms - 01,S02001285,East Cairngorms,S12000034,Aberdeenshire
S01006790,East Cairngorms - 02,S02001285,East Cairngorms,S12000034,Aberdeenshire
S01006791,East Cairngorms - 03,S02001285,East Cairngorms,S12000034,Aberdeenshire
S01006792,East Cairngorms - 04,S02001285,East Cairngorms,S12000034,Aberdeenshire
S01006793,East Cairngorms - 05,S02001285,East Cairngorms,S12000034,Aberdeenshire
S01006794,Aboyne and South Deeside - 01,S02001286,Aboyne and South Deeside,S12000034,Aberdeenshire
S01006795,Aboyne and South Deeside - 02,S02001286,Aboyne and South Deeside,S12000034,Aberdeenshire
S01006796,Aboyne and South Deeside - 03,S02001286,Aboyne and South Deeside,S12000034,Aberdeenshire
S01006797,Aboyne and South Deeside - 04,S02001286,Aboyne and South Deeside,S12000034,Aberdeenshire
S01006798,Aboyne and South Deeside - 05,S02001286,Aboyne and South Deeside,S12000034,Aberdeenshire
S01006799,Aboyne and South Deeside - 06,S02001286,Aboyne and South Deeside,S12000034,Aberdeenshire
S01006800,Aboyne and South Deeside - 07,S02001286,Aboyne and South Deeside,S12000034,Aberdeenshire
S01006801,Mearns and Laurencekirk - 01,S02001287,Mearns and Laurencekirk,S12000034,Aberdeenshire
S01006802,Mearns and Laurencekirk - 02,S02001287,Mearns and Laurencekirk,S12000034,Aberdeenshire
S01006803,Mearns and Laurencekirk - 03,S02001287,Mearns and Laurencekirk,S12000034,Aberdeenshire
S01006804,Mearns and Laurencekirk - 04,S02001287,Mearns and Laurencekirk,S12000034,Aberdeenshire
S01006805,Mearns and Laurencekirk - 05,S02001287,Mearns and Laurencekirk,S12000034,Aberdeenshire
S01006806,Mearns South and Benholm - 01,S02001288,Mearns South and Benholm,S12000034,Aberdeenshire
S01006807,Mearns South and Benholm - 02,S02001288,Mearns South and Benholm,S12000034,Aberdeenshire
S01006808,Mearns South and Benholm - 03,S02001288,Mearns South and Benholm,S12000034,Aberdeenshire
S01006809,Mearns South and Benholm - 04,S02001288,Mearns South and Benholm,S12000034,Aberdeenshire
S01006810,Mearns South and Benholm - 05,S02001288,Mearns South and Benholm,S12000034,Aberdeenshire
S01006811,Mearns North and Inverbervie - 01,S02001289,Mearns North and Inverbervie,S12000034,Aberdeenshire
S01006812,Mearns North and Inverbervie - 02,S02001289,Mearns North and Inverbervie,S12000034,Aberdeenshire
S01006813,Mearns North and Inverbervie - 03,S02001289,Mearns North and Inverbervie,S12000034,Aberdeenshire
S01006814,Mearns North and Inverbervie - 04,S02001289,Mearns North and Inverbervie,S12000034,Aberdeenshire
S01006815,Mearns North and Inverbervie - 05,S02001289,Mearns North and Inverbervie,S12000034,Aberdeenshire
S01006816,Mearns North and Inverbervie - 06,S02001289,Mearns North and Inverbervie,S12000034,Aberdeenshire
S01006817,Mearns North and Inverbervie - 07,S02001289,Mearns North and Inverbervie,S12000034,Aberdeenshire
S01006818,"Fetteresso, Netherley and Catter - 01",S02001290,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire
S01006819,"Fetteresso, Netherley and Catter - 02",S02001290,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire
S01006820,"Fetteresso, Netherley and Catter - 03",S02001290,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire
S01006821,"Fetteresso, Netherley and Catter - 04",S02001290,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire
