DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName
S01009700,Colinsburgh Kilconquhar and Balcormo,S02001830,Elie Colinsburgh and Largoward,S12000047,Fife
S01009701,Earlsferry,S02001830,Elie Colinsburgh and Largoward,S12000047,Fife
S01009702,Largoward Landward,S02001830,Elie Colinsburgh and Largoward,S12000047,Fife
S01009703,Pittenweem East,S02001831,St Monans and Pittenweem,S12000047,Fife
S01009704,Pittenweem West,S02001831,St Monans and Pittenweem,S12000047,Fife
S01009705,St Monans West,S02001831,St Monans and Pittenweem,S12000047,Fife
S01009706,St Monans East and Abercrombie,S02001831,St Monans and Pittenweem,S12000047,Fife
S01009707,Anstruther,S02001832,Anstruther,S12000047,Fife
S01009708,Anstruther East and Cellardyke,S02001832,Anstruther,S12000047,Fife
S01009709,Anstruther South West,S02001832,Anstruther,S12000047,Fife
S01009710,Anstruther Waid,S02001832,Anstruther,S12000047,Fife
S01009711,Anstruther West,S02001832,Anstruther,S12000047,Fife
S01009712,Kilrenny,S02001832,Anstruther,S12000047,Fife
S01009713,Crail South and Fife Ness,S02001833,Crail and Boarhills,S12000047,Fife
S01009714,Crail North,S02001833,Crail and Boarhills,S12000047,Fife
S01009715,Boarhills and Kingsbarns,S02001833,Crail and Boarhills,S12000047,Fife
S01009716,Kilrymont and Langlands,S02001834,St Andrews South East,S12000047,Fife
S01009717,East Sands,S02001834,St Andrews South East,S12000047,Fife
S01009718,Langlands West,S02001834,St Andrews South East,S12000047,Fife
S01009719,Kilrymont East,S02001834,St Andrews South East,S12000047,Fife
S01009720,Kilrymont West,S02001834,St Andrews South East,S12000047,Fife
S01009721,St  Andrews Town Centre,S02001835,St Andrews Central,S12000047,Fife
S01009722,Madras and St Leonards,S02001835,St Andrews Central,S12000047,Fife
S01009723,St Andrews Abbey,S02001835,St Andrews Central,S12000047,Fife
S01009724,Kinness Burn East,S02001835,St Andrews Central,S12000047,Fife
S01009725,Kinness Burn,S02001835,St Andrews Central,S12000047,Fife
S01009726,The Scores,S02001835,St Andrews Central,S12000047,Fife
S01009727,Feddinch and The Grange,S02001836,St Andrews South West,S12000047,Fife
S01009728,Hallow Hill South,S02001836,St Andrews South West,S12000047,Fife
S01009729,Hallow Hill,S02001836,St Andrews South West,S12000047,Fife
S01009730,Cairnsmill,S02001836,St Andrews South West,S12000047,Fife
S01009731,Canongate,S02001836,St Andrews South West,S12000047,Fife
S01009732,Kinness Burn West,S02001836,St Andrews South West,S12000047,Fife
S01009733,Clayton and Clatto,S02001837,St Andrews North and Strathkinness,S12000047,Fife
S01009734,Strathkinness and Craigton,S02001837,St Andrews North and Strathkinness,S12000047,Fife
S01009735,Lawhead and Northbank,S02001837,St Andrews North and Strathkinness,S12000047,Fife
S01009736,North Haugh,S02001837,St Andrews North and Strathkinness,S12000047,Fife
S01009737,Leuchars West,S02001838,Leuchars and Guardbridge,S12000047,Fife
S01009738,Guardbridge,S02001838,Leuchars and Guardbridge,S12000047,Fife
S01009739,Leuchars North East and St Michaels,S02001838,Leuchars and Guardbridge,S12000047,Fife
S01009740,Leuchars North,S02001838,Leuchars and Guardbridge,S12000047,Fife
S01009741,Leuchars East,S02001838,Leuchars and Guardbridge,S12000047,Fife
S01009742,St Fort and Pickletillem,S02001839,Balmullo and Gauldry,S12000047,Fife
S01009743,Gauldry and Balmerino,S02001839,Balmullo and Gauldry,S12000047,Fife
S01009744,Balmullo North,S02001839,Balmullo and Gauldry,S12000047,Fife
S01009745,Balmullo South,S02001839,Balmullo and Gauldry,S12000047,Fife
S01009746,Kilmany Rathillet and Logie,S02001839,Balmullo and Gauldry,S12000047,Fife
S01009747,Tayport North,S02001840,Tayport,S12000047,Fife
S01009748,Tayport West,S02001840,Tayport,S12000047,Fife
S01009749,Tayport Central,S02001840,Tayport,S12000047,Fife
S01009750,Tayport South,S02001840,Tayport,S12000047,Fife
S01009751,Tayport South East,S02001840,Tayport,S12000047,Fife
S01009752,Newport West,S02001841,Newport and Wormit,S12000047,Fife
S01009753,Newport Central,S02001841,Newport and Wormit,S12000047,Fife
S01009754,Newport East,S02001841,Newport and Wormit,S12000047,Fife
S01009755,Newport North East,S02001841,Newport and Wormit,S12000047,Fife
S01009756,Wormit East,S02001841,Newport and Wormit,S12000047,Fife
S01009757,Wormit West,S02001841,Newport and Wormit,S12000047,Fife
S01009758,Darnley East - 01,S02001842,Darnley East,S12000049,Glasgow City
S01009759,Darnley East - 02,S02001842,Darnley East,S12000049,Glasgow City
S01009760,Darnley East - 03,S02001842,Darnley East,S12000049,Glasgow City
S01009761,Darnley East - 04,S02001842,Darnley East,S12000049,Glasgow City
S01009762,Darnley East - 05,S02001842,Darnley East,S12000049,Glasgow City
S01009763,Darnley East - 06,S02001842,Darnley East,S12000049,Glasgow City
S01009764,Darnley North - 01,S02001843,Darnley North,S12000049,Glasgow City
S01009765,Darnley North - 02,S02001843,Darnley North,S12000049,Glasgow City
S01009766,Darnley North - 03,S02001843,Darnley North,S12000049,Glasgow City
S01009767,Darnley North - 04,S02001843,Darnley North,S12000049,Glasgow City
S01009768,Darnley West - 01,S02001844,Darnley West,S12000049,Glasgow City
S01009769,Darnley West - 02,S02001844,Darnley West,S12000049,Glasgow City
S01009770,Darnley West - 03,S02001844,Darnley West,S12000049,Glasgow City
S01009771,Darnley West - 04,S02001844,Darnley West,S12000049,Glasgow City
S01009772,Darnley West - 05,S02001844,Darnley West,S12000049,Glasgow City
S01009773,Darnley West - 06,S02001844,Darnley West,S12000049,Glasgow City
S01009774,Darnley West - 07,S02001844,Darnley West,S12000049,Glasgow City
S01009775,Nitshill - 01,S02001845,Nitshill,S12000049,Glasgow City
S01009776,Nitshill - 02,S02001845,Nitshill,S12000049,Glasgow City
S01009777,Nitshill - 03,S02001845,Nitshill,S12000049,Glasgow City
S01009778,Nitshill - 04,S02001845,Nitshill,S12000049,Glasgow City
S01009779,Nitshill - 05,S02001845,Nitshill,S12000049,Glasgow City
S01009780,Nitshill - 06,S02001845,Nitshill,S12000049,Glasgow City
S01009781,Nitshill - 07,S02001845,Nitshill,S12000049,Glasgow City
S01009782,Nitshill - 08,S02001845,Nitshill,S12000049,Glasgow City
S01009783,Nitshill - 09,S02001845,Nitshill,S12000049,Glasgow City
S01009784,Crookston South - 01,S02001846,Crookston South,S12000049,Glasgow City
S01009785,Crookston South - 02,S02001846,Crookston South,S12000049,Glasgow City
S01009786,Crookston South - 03,S02001846,Crookston South,S12000049,Glasgow City
S01009787,Crookston South - 04,S02001846,Crookston South,S12000049,Glasgow City
S01009788,Crookston North - 01,S02001847,Crookston North,S12000049,Glasgow City
S01009789,Crookston North - 02,S02001847,Crookston North,S12000049,Glasgow City
S01009790,Crookston North - 03,S02001847,Crookston North,S12000049,Glasgow City
S01009791,Crookston North - 04,S02001847,Crookston North,S12000049,Glasgow City
S01009792,Pollok South and West - 01,S02001848,Pollok South and West,S12000049,Glasgow City
S01009793,Pollok South and West - 02,S02001848,Pollok South and West,S12000049,Glasgow City
S01009794,Pollok South and West - 03,S02001848,Pollok South and West,S12000049,Glasgow City
S01009795,Pollok South and West - 04,S02001848,Pollok South and West,S12000049,Glasgow City
S01009796,Pollok South and West - 05,S02001848,Pollok South and West,S12000049,Glasgow City
S01009797,Pollok South and West - 06,S02001848,Pollok South and West,S12000049,Glasgow City
S01009798,Pollok South and West - 07,S02001848,Pollok South and West,S12000049,Glasgow City
S01009799,Pollok North and East - 01,S02001849,Pollok North and East,S12000049,Glasgow City
S01009800,Pollok North and East - 02,S02001849,Pollok North and East,S12000049,Glasgow City
S01009801,Pollok North and East - 03,S02001849,Pollok North and East,S12000049,Glasgow City
S01009802,Pollok North and East - 04,S02001849,Pollok North and East,S12000049,Glasgow City
S01009803,Pollok North and East - 05,S02001849,Pollok North and East,S12000049,Glasgow City
S01009804,Pollok North and East - 06,S02001849,Pollok North and East,S12000049,Glasgow City
S01009805,Pollok North and East - 07,S02001849,Pollok North and East,S12000049,Glasgow City
S01009806,Cardonald South and East - 01,S02001850,Cardonald South and East,S12000049,Glasgow City
S01009807,Cardonald South and East - 02,S02001850,Cardonald South and East,S12000049,Glasgow City
S01009808,Cardonald South and East - 03,S02001850,Cardonald South and East,S12000049,Glasgow City
S01009809,Cardonald South and East - 04,S02001850,Cardonald South and East,S12000049,Glasgow City
S01009810,Cardonald North - 01,S02001851,Cardonald North,S12000049,Glasgow City
S01009811,Cardonald North - 02,S02001851,Cardonald North,S12000049,Glasgow City
S01009812,Cardonald North - 03,S02001851,Cardonald North,S12000049,Glasgow City
S01009813,Cardonald North - 04,S02001851,Cardonald North,S12000049,Glasgow City
S01009814,Cardonald North - 05,S02001851,Cardonald North,S12000049,Glasgow City
S01009815,Cardonald West and Central - 01,S02001852,Cardonald West and Central,S12000049,Glasgow City
S01009816,Cardonald West and Central - 02,S02001852,Cardonald West and Central,S12000049,Glasgow City
S01009817,Cardonald West and Central - 03,S02001852,Cardonald West and Central,S12000049,Glasgow City
S01009818,Cardonald West and Central - 04,S02001852,Cardonald West and Central,S12000049,Glasgow City
S01009819,Cardonald West and Central - 05,S02001852,Cardonald West and Central,S12000049,Glasgow City
S01009820,Cardonald West and Central - 06,S02001852,Cardonald West and Central,S12000049,Glasgow City
S01009821,Cardonald West and Central - 07,S02001852,Cardonald West and Central,S12000049,Glasgow City
S01009822,Penilee - 01,S02001853,Penilee,S12000049,Glasgow City
S01009823,Penilee - 02,S02001853,Penilee,S12000049,Glasgow City
S01009824,Penilee - 03,S02001853,Penilee,S12000049,Glasgow City
S01009825,Penilee - 04,S02001853,Penilee,S12000049,Glasgow City
S01009826,Penilee - 05,S02001853,Penilee,S12000049,Glasgow City
S01009827,Penilee - 06,S02001853,Penilee,S12000049,Glasgow City
S01009828,Penilee - 07,S02001853,Penilee,S12000049,Glasgow City
S01009829,Hillington - 01,S02001854,Hillington,S12000049,Glasgow City
S01009830,Hillington - 02,S02001854,Hillington,S12000049,Glasgow City
S01009831,Hillington - 03,S02001854,Hillington,S12000049,Glasgow City
S01009832,Hillington - 04,S02001854,Hillington,S12000049,Glasgow City
S01009833,Drumoyne and Shieldhall - 01,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009834,Drumoyne and Shieldhall - 02,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009835,Drumoyne and Shieldhall - 03,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009836,Drumoyne and Shieldhall - 04,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009837,Drumoyne and Shieldhall - 05,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009838,Drumoyne and Shieldhall - 06,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009839,Drumoyne and Shieldhall - 07,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009840,Drumoyne and Shieldhall - 08,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City
S01009841,Govan and Linthouse - 01,S02001856,Govan and Linthouse,S12000049,Glasgow City
S01009842,Govan and Linthouse - 02,S02001856,Govan and Linthouse,S12000049,Glasgow City
S01009843,Govan and Linthouse - 03,S02001856,Govan and Linthouse,S12000049,Glasgow City
S01009844,Govan and Linthouse - 04,S02001856,Govan and Linthouse,S12000049,Glasgow City
S01009845,Govan and Linthouse - 05,S02001856,Govan and Linthouse,S12000049,Glasgow City
S01009846,Govan and Linthouse - 06,S02001856,Govan and Linthouse,S12000049,Glasgow City
S01009847,Govan and Linthouse - 07,S02001856,Govan and Linthouse,S12000049,Glasgow City
S01009848,Craigton - 01,S02001857,Craigton,S12000049,Glasgow City
S01009849,Craigton - 02,S02001857,Craigton,S12000049,Glasgow City
S01009850,Craigton - 03,S02001857,Craigton,S12000049,Glasgow City
S01009851,Craigton - 04,S02001857,Craigton,S12000049,Glasgow City
S01009852,Mosspark - 01,S02001858,Mosspark,S12000049,Glasgow City
S01009853,Mosspark - 02,S02001858,Mosspark,S12000049,Glasgow City
S01009854,Mosspark - 03,S02001858,Mosspark,S12000049,Glasgow City
S01009855,Mosspark - 04,S02001858,Mosspark,S12000049,Glasgow City
S01009856,Mosspark - 05,S02001858,Mosspark,S12000049,Glasgow City
S01009857,Mosspark - 06,S02001858,Mosspark,S12000049,Glasgow City
S01009858,Mosspark - 07,S02001858,Mosspark,S12000049,Glasgow City
S01009859,Ibrox - 01,S02001859,Ibrox,S12000049,Glasgow City
S01009860,Ibrox - 02,S02001859,Ibrox,S12000049,Glasgow City
S01009861,Ibrox - 03,S02001859,Ibrox,S12000049,Glasgow City
S01009862,Ibrox East and Cessnock - 01,S02001860,Ibrox East and Cessnock,S12000049,Glasgow City
S01009863,Ibrox East and Cessnock - 02,S02001860,Ibrox East and Cessnock,S12000049,Glasgow City
S01009864,Ibrox East and Cessnock - 03,S02001860,Ibrox East and Cessnock,S12000049,Glasgow City
S01009865,Ibrox East and Cessnock - 04,S02001860,Ibrox East and Cessnock,S12000049,Glasgow City
S01009866,Kinning Park and Festival Park - 01,S02001861,Kinning Park and Festival Park,S12000049,Glasgow City
S01009867,Kinning Park and Festival Park - 02,S02001861,Kinning Park and Festival Park,S12000049,Glasgow City
S01009868,Kinning Park and Festival Park - 03,S02001861,Kinning Park and Festival Park,S12000049,Glasgow City
S01009869,Kinning Park and Festival Park - 04,S02001861,Kinning Park and Festival Park,S12000049,Glasgow City
S01009870,Kinning Park and Festival Park - 05,S02001861,Kinning Park and Festival Park,S12000049,Glasgow City
S01009871,Kingston West and Dumbreck - 01,S02001862,Kingston West and Dumbreck,S12000049,Glasgow City
S01009872,Kingston West and Dumbreck - 02,S02001862,Kingston West and Dumbreck,S12000049,Glasgow City
S01009873,Kingston West and Dumbreck - 03,S02001862,Kingston West and Dumbreck,S12000049,Glasgow City
S01009874,Kingston West and Dumbreck - 04,S02001862,Kingston West and Dumbreck,S12000049,Glasgow City
S01009875,Pollokshields West - 01,S02001863,Pollokshields West,S12000049,Glasgow City
S01009876,Pollokshields West - 02,S02001863,Pollokshields West,S12000049,Glasgow City
S01009877,Pollokshields West - 03,S02001863,Pollokshields West,S12000049,Glasgow City
S01009878,Pollokshields West - 04,S02001863,Pollokshields West,S12000049,Glasgow City
S01009879,Pollokshields West - 05,S02001863,Pollokshields West,S12000049,Glasgow City
S01009880,Pollokshields West - 06,S02001863,Pollokshields West,S12000049,Glasgow City
S01009881,Pollokshields East - 01,S02001864,Pollokshields East,S12000049,Glasgow City
S01009882,Pollokshields East - 02,S02001864,Pollokshields East,S12000049,Glasgow City
S01009883,Pollokshields East - 03,S02001864,Pollokshields East,S12000049,Glasgow City
S01009884,Pollokshields East - 04,S02001864,Pollokshields East,S12000049,Glasgow City
S01009885,Pollokshields East - 05,S02001864,Pollokshields East,S12000049,Glasgow City
S01009886,Pollokshields East - 06,S02001864,Pollokshields East,S12000049,Glasgow City
S01009887,Govanhill West - 01,S02001865,Govanhill West,S12000049,Glasgow City
S01009888,Govanhill West - 02,S02001865,Govanhill West,S12000049,Glasgow City
S01009889,Govanhill West - 03,S02001865,Govanhill West,S12000049,Glasgow City
S01009890,Govanhill West - 04,S02001865,Govanhill West,S12000049,Glasgow City
S01009891,Govanhill West - 05,S02001865,Govanhill West,S12000049,Glasgow City
S01009892,Govanhill West - 06,S02001865,Govanhill West,S12000049,Glasgow City
S01009893,Govanhill West - 07,S02001865,Govanhill West,S12000049,Glasgow City
S01009894,Govanhill East and Aikenhead - 01,S02001866,Govanhill East and Aikenhead,S12000049,Glasgow City
S01009895,Govanhill East and Aikenhead - 02,S02001866,Govanhill East and Aikenhead,S12000049,Glasgow City
S01009896,Govanhill East and Aikenhead - 03,S02001866,Govanhill East and Aikenhead,S12000049,Glasgow City
S01009897,Govanhill East and Aikenhead - 04,S02001866,Govanhill East and Aikenhead,S12000049,Glasgow City
S01009898,Govanhill East and Aikenhead - 05,S02001866,Govanhill East and Aikenhead,S12000049,Glasgow City
S01009899,Battlefield - 01,S02001867,Battlefield,S12000049,Glasgow City
S01009900,Battlefield - 02,S02001867,Battlefield,S12000049,Glasgow City
S01009901,Battlefield - 03,S02001867,Battlefield,S12000049,Glasgow City
S01009902,Battlefield - 04,S02001867,Battlefield,S12000049,Glasgow City
S01009903,Battlefield - 05,S02001867,Battlefield,S12000049,Glasgow City
S01009904,Battlefield - 06,S02001867,Battlefield,S12000049,Glasgow City
S01009905,Strathbungo - 01,S02001868,Strathbungo,S12000049,Glasgow City
S01009906,Strathbungo - 02,S02001868,Strathbungo,S12000049,Glasgow City
S01009907,Strathbungo - 03,S02001868,Strathbungo,S12000049,Glasgow City
S01009908,Strathbungo - 04,S02001868,Strathbungo,S12000049,Glasgow City
S01009909,Strathbungo - 05,S02001868,Strathbungo,S12000049,Glasgow City
S01009910,Strathbungo - 06,S02001868,Strathbungo,S12000049,Glasgow City
S01009911,Strathbungo - 07,S02001868,Strathbungo,S12000049,Glasgow City
S01009912,Maxwell Park - 01,S02001869,Maxwell Park,S12000049,Glasgow City
S01009913,Maxwell Park - 02,S02001869,Maxwell Park,S12000049,Glasgow City
S01009914,Maxwell Park - 03,S02001869,Maxwell Park,S12000049,Glasgow City
S01009915,Maxwell Park - 04,S02001869,Maxwell Park,S12000049,Glasgow City
S01009916,Maxwell Park - 05,S02001869,Maxwell Park,S12000049,Glasgow City
S01009917,Maxwell Park - 06,S02001869,Maxwell Park,S12000049,Glasgow City
S01009918,Maxwell Park - 07,S02001869,Maxwell Park,S12000049,Glasgow City
S01009919,Shawlands West - 01,S02001870,Shawlands West,S12000049,Glasgow City
S01009920,Shawlands West - 02,S02001870,Shawlands West,S12000049,Glasgow City
S01009921,Shawlands West - 03,S02001870,Shawlands West,S12000049,Glasgow City
S01009922,Shawlands West - 04,S02001870,Shawlands West,S12000049,Glasgow City
S01009923,Shawlands East - 01,S02001871,Shawlands East,S12000049,Glasgow City
S01009924,Shawlands East - 02,S02001871,Shawlands East,S12000049,Glasgow City
S01009925,Shawlands East - 03,S02001871,Shawlands East,S12000049,Glasgow City
S01009926,Shawlands East - 04,S02001871,Shawlands East,S12000049,Glasgow City
S01009927,Langside - 01,S02001872,Langside,S12000049,Glasgow City
S01009928,Langside - 02,S02001872,Langside,S12000049,Glasgow City
S01009929,Langside - 03,S02001872,Langside,S12000049,Glasgow City
S01009930,Langside - 04,S02001872,Langside,S12000049,Glasgow City
S01009931,Langside - 05,S02001872,Langside,S12000049,Glasgow City
S01009932,Langside - 06,S02001872,Langside,S12000049,Glasgow City
S01009933,Pollokshaws - 01,S02001873,Pollokshaws,S12000049,Glasgow City
S01009934,Pollokshaws - 02,S02001873,Pollokshaws,S12000049,Glasgow City
S01009935,Pollokshaws - 03,S02001873,Pollokshaws,S12000049,Glasgow City
S01009936,Pollokshaws - 04,S02001873,Pollokshaws,S12000049,Glasgow City
S01009937,Pollokshaws - 05,S02001873,Pollokshaws,S12000049,Glasgow City
S01009938,Pollokshaws - 06,S02001873,Pollokshaws,S12000049,Glasgow City
S01009939,Carnwadric West - 01,S02001874,Carnwadric West,S12000049,Glasgow City
S01009940,Carnwadric West - 02,S02001874,Carnwadric West,S12000049,Glasgow City
S01009941,Carnwadric West - 03,S02001874,Carnwadric West,S12000049,Glasgow City
S01009942,Carnwadric West - 04,S02001874,Carnwadric West,S12000049,Glasgow City
S01009943,Carnwadric West - 05,S02001874,Carnwadric West,S12000049,Glasgow City
S01009944,Carnwadric East - 01,S02001875,Carnwadric East,S12000049,Glasgow City
S01009945,Carnwadric East - 02,S02001875,Carnwadric East,S12000049,Glasgow City
S01009946,Carnwadric East - 03,S02001875,Carnwadric East,S12000049,Glasgow City
S01009947,Carnwadric East - 04,S02001875,Carnwadric East,S12000049,Glasgow City
S01009948,Newlands - 01,S02001876,Newlands,S12000049,Glasgow City
S01009949,Newlands - 02,S02001876,Newlands,S12000049,Glasgow City
S01009950,Newlands - 03,S02001876,Newlands,S12000049,Glasgow City
S01009951,Newlands - 04,S02001876,Newlands,S12000049,Glasgow City
S01009952,Newlands - 05,S02001876,Newlands,S12000049,Glasgow City
S01009953,Newlands - 06,S02001876,Newlands,S12000049,Glasgow City
S01009954,Newlands - 07,S02001876,Newlands,S12000049,Glasgow City
S01009955,Merrylee and Millbrae - 01,S02001877,Merrylee and Millbrae,S12000049,Glasgow City
S01009956,Merrylee and Millbrae - 02,S02001877,Merrylee and Millbrae,S12000049,Glasgow City
S01009957,Merrylee and Millbrae - 03,S02001877,Merrylee and Millbrae,S12000049,Glasgow City
S01009958,Merrylee and Millbrae - 04,S02001877,Merrylee and Millbrae,S12000049,Glasgow City
S01009959,Muirend and Old Cathcart - 01,S02001878,Muirend and Old Cathcart,S12000049,Glasgow City
S01009960,Muirend and Old Cathcart - 02,S02001878,Muirend and Old Cathcart,S12000049,Glasgow City
S01009961,Muirend and Old Cathcart - 03,S02001878,Muirend and Old Cathcart,S12000049,Glasgow City
S01009962,Muirend and Old Cathcart - 04,S02001878,Muirend and Old Cathcart,S12000049,Glasgow City
S01009963,Muirend and Old Cathcart - 05,S02001878,Muirend and Old Cathcart,S12000049,Glasgow City
S01009964,Muirend and Old Cathcart - 06,S02001878,Muirend and Old Cathcart,S12000049,Glasgow City
S01009965,Carmunnock North - 01,S02001879,Carmunnock North,S12000049,Glasgow City
S01009966,Carmunnock North - 02,S02001879,Carmunnock North,S12000049,Glasgow City
S01009967,Carmunnock North - 03,S02001879,Carmunnock North,S12000049,Glasgow City
S01009968,Carmunnock North - 04,S02001879,Carmunnock North,S12000049,Glasgow City
S01009969,Carmunnock South - 01,S02001880,Carmunnock South,S12000049,Glasgow City
S01009970,Carmunnock South - 02,S02001880,Carmunnock South,S12000049,Glasgow City
S01009971,Carmunnock South - 03,S02001880,Carmunnock South,S12000049,Glasgow City
S01009972,Carmunnock South - 04,S02001880,Carmunnock South,S12000049,Glasgow City
S01009973,Glenwood South - 01,S02001881,Glenwood South,S12000049,Glasgow City
S01009974,Glenwood South - 02,S02001881,Glenwood South,S12000049,Glasgow City
S01009975,Glenwood South - 03,S02001881,Glenwood South,S12000049,Glasgow City
S01009976,Glenwood South - 04,S02001881,Glenwood South,S12000049,Glasgow City
S01009977,Glenwood South - 05,S02001881,Glenwood South,S12000049,Glasgow City
S01009978,Glenwood South - 06,S02001881,Glenwood South,S12000049,Glasgow City
S01009979,Glenwood South - 07,S02001881,Glenwood South,S12000049,Glasgow City
S01009980,Glenwood North - 01,S02001882,Glenwood North,S12000049,Glasgow City
S01009981,Glenwood North - 02,S02001882,Glenwood North,S12000049,Glasgow City
S01009982,Glenwood North - 03,S02001882,Glenwood North,S12000049,Glasgow City
S01009983,Glenwood North - 04,S02001882,Glenwood North,S12000049,Glasgow City
S01009984,Glenwood North - 05,S02001882,Glenwood North,S12000049,Glasgow City
S01009985,Glenwood North - 06,S02001882,Glenwood North,S12000049,Glasgow City
S01009986,Castlemilk - 01,S02001883,Castlemilk,S12000049,Glasgow City
S01009987,Castlemilk - 02,S02001883,Castlemilk,S12000049,Glasgow City
S01009988,Castlemilk - 03,S02001883,Castlemilk,S12000049,Glasgow City
S01009989,Castlemilk - 04,S02001883,Castlemilk,S12000049,Glasgow City
S01009990,Castlemilk - 05,S02001883,Castlemilk,S12000049,Glasgow City
S01009991,Castlemilk - 06,S02001883,Castlemilk,S12000049,Glasgow City
S01009992,Castlemilk - 07,S02001883,Castlemilk,S12000049,Glasgow City
S01009993,Kingspark South - 01,S02001884,Kingspark South,S12000049,Glasgow City
S01009994,Kingspark South - 02,S02001884,Kingspark South,S12000049,Glasgow City
S01009995,Kingspark South - 03,S02001884,Kingspark South,S12000049,Glasgow City
S01009996,Kingspark South - 04,S02001884,Kingspark South,S12000049,Glasgow City
S01009997,Kingspark South - 05,S02001884,Kingspark South,S12000049,Glasgow City
S01009998,Kingspark South - 06,S02001884,Kingspark South,S12000049,Glasgow City
S01009999,Kingspark North - 01,S02001885,Kingspark North,S12000049,Glasgow City
S01010000,Kingspark North - 02,S02001885,Kingspark North,S12000049,Glasgow City
S01010001,Kingspark North - 03,S02001885,Kingspark North,S12000049,Glasgow City
S01010002,Kingspark North - 04,S02001885,Kingspark North,S12000049,Glasgow City
S01010003,Kingspark North - 05,S02001885,Kingspark North,S12000049,Glasgow City
S01010004,Kingspark North - 06,S02001885,Kingspark North,S12000049,Glasgow City
S01010005,Cathcart - 01,S02001886,Cathcart,S12000049,Glasgow City
S01010006,Cathcart - 02,S02001886,Cathcart,S12000049,Glasgow City
S01010007,Cathcart - 03,S02001886,Cathcart,S12000049,Glasgow City
S01010008,Cathcart - 04,S02001886,Cathcart,S12000049,Glasgow City
S01010009,Cathcart - 05,S02001886,Cathcart,S12000049,Glasgow City
S01010010,Cathcart - 06,S02001886,Cathcart,S12000049,Glasgow City
S01010011,Mount Florida - 01,S02001887,Mount Florida,S12000049,Glasgow City
S01010012,Mount Florida - 02,S02001887,Mount Florida,S12000049,Glasgow City
S01010013,Mount Florida - 03,S02001887,Mount Florida,S12000049,Glasgow City
S01010014,Mount Florida - 04,S02001887,Mount Florida,S12000049,Glasgow City
S01010015,Mount Florida - 05,S02001887,Mount Florida,S12000049,Glasgow City
S01010016,Toryglen and Oatlands - 01,S02001888,Toryglen and Oatlands,S12000049,Glasgow City
S01010017,Toryglen and Oatlands - 02,S02001888,Toryglen and Oatlands,S12000049,Glasgow City
S01010018,Toryglen and Oatlands - 03,S02001888,Toryglen and Oatlands,S12000049,Glasgow City
S01010019,Toryglen and Oatlands - 04,S02001888,Toryglen and Oatlands,S12000049,Glasgow City
S01010020,Toryglen and Oatlands - 05,S02001888,Toryglen and Oatlands,S12000049,Glasgow City
S01010021,Toryglen and Oatlands - 06,S02001888,Toryglen and Oatlands,S12000049,Glasgow City
S01010022,Toryglen and Oatlands - 07,S02001888,Toryglen and Oatlands,S12000049,Glasgow City
S01010023,Gorbals and Hutchesontown - 01,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010024,Gorbals and Hutchesontown - 02,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010025,Gorbals and Hutchesontown - 03,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010026,Gorbals and Hutchesontown - 04,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010027,Gorbals and Hutchesontown - 05,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010028,Gorbals and Hutchesontown - 06,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010029,Gorbals and Hutchesontown - 07,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010030,Gorbals and Hutchesontown - 08,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City
S01010031,Laurieston and Tradeston - 01,S02001890,Laurieston and Tradeston,S12000049,Glasgow City
S01010032,Laurieston and Tradeston - 02,S02001890,Laurieston and Tradeston,S12000049,Glasgow City
S01010033,Laurieston and Tradeston - 03,S02001890,Laurieston and Tradeston,S12000049,Glasgow City
S01010034,Laurieston and Tradeston - 04,S02001890,Laurieston and Tradeston,S12000049,Glasgow City
S01010035,Laurieston and Tradeston - 05,S02001890,Laurieston and Tradeston,S12000049,Glasgow City
S01010036,Laurieston and Tradeston - 06,S02001890,Laurieston and Tradeston,S12000049,Glasgow City
S01010037,Calton and Gallowgate - 01,S02001891,Calton and Gallowgate,S12000049,Glasgow City
S01010038,Calton and Gallowgate - 02,S02001891,Calton and Gallowgate,S12000049,Glasgow City
S01010039,Calton and Gallowgate - 03,S02001891,Calton and Gallowgate,S12000049,Glasgow City
S01010040,Calton and Gallowgate - 04,S02001891,Calton and Gallowgate,S12000049,Glasgow City
S01010041,Calton and Gallowgate - 05,S02001891,Calton and Gallowgate,S12000049,Glasgow City
